Comment|Tag
142226|35
14022|133
142227|21
153925|65
36537|60
163245|52
124884|84
7483|61
121150|81
142230|113
83720|98
142231|62
110205|116
142231|31
191788|45
142232|53
193157|79
142234|5
60381|76
167760|41
142235|35
71984|23
168004|71
79918|6
52871|114
142235|70
199326|24
87894|157
142235|28
172450|6
142240|77
124509|12
142241|6
106139|94
142248|9
97533|82
142253|126
175368|88
134862|78
140459|35
69957|99
187859|76
177852|73
164540|50
70026|24
198306|150
46154|17
142259|109
47747|96
63117|99
142259|6
142260|97
118517|121
16249|67
132657|85
131536|14
34472|74
142261|31
142262|109
138499|12
142262|73
78797|86
139944|111
175874|83
142263|13
142268|70
115898|157
142270|41
60515|120
142271|1
142275|80
81236|34
142283|149
141377|45
102673|125
83582|87
57286|51
142288|92
142290|61
142292|7
136720|26
142294|45
142294|18
196763|155
97021|156
142302|50
137310|108
142302|143
190466|17
49526|8
141367|30
12070|58
176196|71
9574|122
142305|9
189791|22
125614|31
142307|70
156804|42
94212|18
142311|6
153235|2
38776|72
142311|85
72530|24
142313|149
107674|31
96335|63
165538|64
84473|91
142316|127
132345|154
94293|93
93111|44
90769|99
142325|66
177697|38
85151|42
142328|83
166764|24
142330|5
158762|55
180487|29
3922|72
142331|41
97936|11
141872|50
179587|100
98717|134
14323|6
24966|123
142337|118
66701|69
119950|39
75996|119
142339|116
182771|82
142340|6
132868|10
133661|120
123092|124
142347|62
19120|110
165464|51
3043|70
5125|4
185188|59
173895|140
142349|23
100945|135
65345|122
67326|93
142351|117
142351|3
142353|39
142353|23
68270|112
142354|42
142355|135
142356|143
112025|93
142357|94
140333|105
35905|43
145486|128
159566|154
66489|51
142359|28
142361|155
85385|125
106643|19
142363|113
171879|46
135165|54
108080|134
178463|45
158145|98
174262|51
142368|67
8146|156
142368|118
146573|8
191574|45
142371|2
142373|16
108375|105
142374|6
185927|77
100477|20
142374|159
142377|68
33760|12
183577|119
142382|9
130327|73
142384|17
146204|79
87944|120
142386|22
142386|105
28592|75
156701|147
16011|34
142386|94
142387|126
160022|7
88452|134
21577|135
177427|73
93340|75
142389|11
155320|81
142396|132
58147|28
142397|153
142402|31
22751|18
36076|69
142404|79
196974|8
137803|159
96839|26
138677|126
102518|2
165511|18
142406|15
142409|143
199085|29
179829|36
136279|123
36072|108
142416|121
142417|92
170326|146
139488|112
49042|150
167682|24
142419|78
196876|24
31972|59
142421|129
142423|3
165874|104
142426|44
146451|39
16897|83
51730|101
107150|22
104434|80
93665|52
142432|104
106521|38
142437|138
166268|82
189106|44
142440|140
164794|141
130526|134
162136|116
197941|79
138663|141
142443|120
76168|104
142443|60
142444|69
47105|35
142450|128
40184|116
142452|66
142452|134
33993|82
72451|93
142454|23
136205|152
92740|14
142455|109
29662|107
142457|2
44088|68
144521|97
141762|83
91873|1
142458|78
172137|42
103934|16
103007|61
60720|132
142458|32
142462|36
142462|83
138361|106
101986|95
142462|111
175954|98
142463|142
90477|122
142463|148
40186|90
142465|93
142466|17
192412|144
142467|43
127154|72
29036|100
30517|23
142467|64
63732|98
168832|143
142474|154
33129|46
142476|152
142477|78
142477|145
158788|120
86487|92
142480|155
142481|16
139336|47
142483|137
84084|127
142484|3
142486|17
104375|129
142489|155
579|118
68830|52
142495|63
121349|78
69563|138
142495|123
142495|138
142497|117
142497|72
142497|154
199663|14
187200|76
56469|63
180240|74
142505|85
142509|88
142513|40
45902|42
142513|133
162477|26
142516|52
142516|7
184980|61
150647|13
103479|104
142520|142
163198|53
142520|81
106251|14
670|118
71738|71
142523|39
52682|39
142523|31
142525|37
142525|124
87495|131
32819|37
142526|153
21685|92
138244|29
7691|116
143777|88
142527|69
138915|72
142527|46
185839|68
177036|68
142527|130
19234|0
76287|78
142528|122
47437|60
141634|86
167569|20
179184|55
142528|84
133373|98
86314|125
36953|114
142529|69
139480|0
34801|126
48974|16
142530|157
116681|123
63177|146
138376|107
62750|1
161189|114
142531|54
118442|82
142535|79
179329|31
36885|102
46533|10
142536|47
188694|25
139806|68
88567|91
142542|63
67758|102
137634|33
142542|137
130315|128
142542|142
142543|142
199346|45
197540|98
168618|60
120553|139
98696|23
142544|133
154802|113
177198|27
58045|65
66856|132
86604|118
142545|144
177839|122
57975|148
142546|98
71438|144
168894|34
98591|155
26060|7
142548|92
5034|104
142549|124
9814|111
70083|56
142550|58
150251|15
107139|90
142555|92
16394|24
92045|98
15637|93
142558|40
161341|141
91198|39
142559|17
60987|56
99883|44
142561|131
40440|9
142563|146
194416|29
142563|104
142565|136
142565|135
96384|118
142568|130
142568|136
67346|1
142569|137
6496|138
198297|97
142570|73
170721|116
32849|43
142573|5
154561|79
105356|147
34825|124
192634|34
22265|58
75530|92
142575|86
155901|71
106530|85
142577|27
69602|17
106357|36
53654|149
170402|150
142580|17
142580|137
192771|56
142586|136
142587|122
21733|97
182086|41
142593|81
183637|125
111416|88
60486|141
80119|12
142598|21
24929|10
150345|116
139662|7
185841|7
95421|107
142602|12
142607|83
174460|111
38066|154
138733|149
45140|84
131800|96
142613|86
190521|53
196428|20
142614|150
142615|28
124567|63
142618|116
158192|38
142620|59
142627|109
186993|45
142630|139
5050|158
67133|143
142630|29
142630|144
46259|31
144338|130
188947|120
178902|88
142633|98
142636|3
48215|150
159894|99
142637|116
183334|152
125758|93
142070|12
177775|11
142638|68
133745|11
115263|109
142639|47
59052|134
131541|19
142641|129
67077|105
142642|96
142645|93
144999|10
139979|110
57721|133
176292|133
17604|22
126371|52
142647|1
122186|3
22142|16
142652|113
142652|7
54931|130
142658|114
128266|67
142659|5
68163|93
142659|52
71180|151
105014|48
15132|107
36232|129
54063|133
142661|104
34834|121
142662|137
142666|121
142667|103
58835|117
59609|36
142668|125
200013|101
190977|123
35529|74
148922|139
147257|85
121822|84
142669|36
137811|106
142669|140
46987|89
115588|127
142670|95
5021|61
90264|108
142675|147
142678|70
106679|69
142680|24
9619|97
146227|87
194883|85
111908|19
142681|159
196911|153
76153|82
135664|24
142682|11
142686|150
142686|78
5269|139
142687|53
141036|27
142689|17
123367|108
75026|121
142691|23
9625|121
142695|73
117955|95
48565|125
115103|119
27467|101
142695|25
119871|66
116708|5
88027|16
6367|141
86975|145
142697|15
142698|133
40029|108
114497|121
142699|21
142700|33
142700|157
56717|91
141051|3
141790|16
136113|137
142702|84
91975|98
174778|47
142703|52
142567|129
142703|89
166333|4
29400|17
142705|13
21180|55
29251|25
145424|33
142706|44
142706|83
90157|121
197366|129
142707|7
113223|81
45704|37
142711|107
15162|36
142711|99
142713|144
199880|91
30561|68
129775|86
142714|15
142716|60
14883|47
161454|40
67374|105
142718|84
142719|111
173875|0
142720|36
19764|15
159793|54
76580|126
7514|86
34594|18
142721|71
149125|62
181859|35
58261|14
69228|91
142728|140
82480|151
69273|90
142729|92
142734|98
134009|108
125786|27
142738|55
142738|36
122558|156
71180|44
163235|7
200196|65
142739|38
142739|83
121091|56
142745|46
142745|74
142745|75
75071|126
142747|142
142752|132
142757|29
195590|80
118789|123
27187|123
142758|146
142758|71
142762|8
51797|120
152558|74
30826|92
42672|128
84980|122
142762|6
174007|28
82129|28
137954|43
63151|96
143792|85
141076|135
142766|51
57959|108
80577|98
139062|66
142768|51
142768|69
177945|97
73989|124
73836|114
13098|34
140976|89
63863|120
142770|90
191925|82
142770|46
156863|50
22497|25
65153|39
124037|17
89974|68
15161|24
142772|59
142772|93
119067|120
15019|145
142774|114
142775|9
142777|6
147444|3
157638|83
60536|26
177578|147
140435|8
142779|123
88752|106
79371|85
169699|45
142779|21
142780|96
182980|12
8091|38
83863|88
142785|147
142786|85
142786|37
142787|74
34578|155
142788|82
118189|35
142790|19
142790|123
142793|52
144665|60
142800|71
142801|106
142806|129
142806|0
127994|138
142806|150
34582|158
184679|87
144434|0
171469|152
58190|88
68574|108
142812|25
21280|64
71357|103
142812|108
142813|120
142813|146
142816|132
94358|109
163178|61
94465|4
139439|54
157182|119
175693|30
80639|57
166323|60
49500|57
145209|85
142818|68
17504|81
142819|73
142822|12
142822|99
89159|50
138097|61
142823|131
142825|89
193815|10
142828|6
196930|97
142828|30
162643|127
151885|39
119727|143
101514|26
74250|8
142829|20
142830|149
161236|90
164787|52
81036|22
158417|75
67301|21
142834|111
157949|146
106379|75
142837|74
148691|119
186942|121
142841|150
142841|0
125359|119
117743|78
116072|119
142842|90
56577|154
164888|146
16829|116
49544|17
64863|129
142846|131
142850|135
28470|107
142851|144
110088|129
142856|146
89822|5
142860|22
93915|75
142860|113
129034|29
142864|86
26017|9
137846|12
84365|68
142868|145
123207|125
84946|73
142874|21
28663|18
142874|61
36309|83
142874|63
142875|67
3996|158
168118|159
109758|71
142876|58
142876|79
138537|77
32879|110
36737|93
142879|32
150936|10
93404|144
113236|120
142882|107
189404|77
8181|154
184709|41
9636|83
142883|113
125993|41
142886|131
141173|61
40208|105
193940|47
1891|145
142887|8
169066|123
185016|10
126108|14
142890|134
119370|148
34713|72
142891|83
20677|77
137562|98
104145|145
142892|9
158073|60
102190|8
172061|88
154399|157
142703|83
6248|25
142898|136
142902|82
142902|142
142904|75
172419|102
142905|98
177506|103
142907|73
68200|136
166888|130
147811|18
68755|103
117217|3
142908|103
13005|66
142910|48
92139|81
142910|115
85731|155
18716|20
200110|159
75777|106
76589|18
142910|79
15677|149
77327|43
152480|149
142918|154
142919|130
140995|158
142921|74
89311|112
81173|32
142924|62
77895|56
142925|150
9747|54
183869|128
88082|78
142929|140
37319|49
142930|120
191256|143
111793|78
51350|139
142933|37
40380|132
142935|156
142936|61
142945|21
182324|95
142946|92
178552|123
142946|2
186486|70
142947|13
158618|133
142948|156
158660|79
142953|104
149929|153
138854|40
199543|0
142954|29
174525|94
21685|84
112625|29
60178|124
109918|116
136256|106
142955|154
176462|120
142958|12
138388|123
84867|103
76255|36
139190|141
6804|65
142961|98
67625|14
194374|153
120227|50
1798|121
142961|116
154250|157
170524|113
8020|32
162072|73
163049|32
109428|66
142963|30
22751|121
36848|54
142965|31
177698|91
142967|20
133247|110
102239|16
142969|29
192117|85
142969|61
48321|48
142969|156
40607|127
192773|114
19268|7
21938|88
142975|23
142976|31
186433|52
135552|87
21749|49
116135|62
142978|66
60934|35
167575|121
142981|39
173356|85
138071|49
101285|153
142981|18
58688|126
75416|82
142982|22
193802|74
90910|34
20412|60
110489|21
142982|72
142984|25
20140|64
142984|89
105550|118
142986|39
133262|15
82137|65
31442|109
109408|74
142993|117
142993|37
32103|58
142995|102
179834|144
22994|148
142995|138
53512|56
142996|37
164275|3
142997|68
142997|30
161771|4
121469|69
16053|7
143003|146
143003|66
34259|137
137354|140
75550|84
169007|127
143006|124
143008|14
139139|26
143010|149
189479|155
142955|56
143011|125
118607|119
138961|24
23564|117
194332|159
193781|105
80398|22
143015|75
156679|124
143017|47
137303|132
130853|68
137498|102
106624|130
143381|69
143019|72
143022|109
143022|49
18446|139
21374|147
143022|124
143022|35
139677|79
143025|147
143031|157
143888|52
97918|52
143034|138
143035|19
146021|124
143036|12
192163|23
127717|83
54492|81
73262|113
123457|99
137724|59
117516|20
179938|135
132348|155
143038|94
92296|156
194153|23
143052|99
164921|6
189895|65
56690|0
191290|93
115051|95
83780|2
143052|76
143054|24
186553|94
155150|130
130100|150
90263|151
143054|50
188951|100
143057|86
143057|99
91703|82
143059|95
17237|75
143059|65
173244|60
143063|151
147322|36
143065|86
3465|87
157585|118
143066|48
82112|145
32912|48
50827|26
81138|4
35901|142
143069|35
182132|96
143070|44
180243|58
143073|4
143075|114
58101|30
143078|125
143083|0
32707|23
64089|104
143084|31
41988|148
172210|99
60905|3
81864|70
45860|12
59875|25
143088|3
182023|45
131039|131
12273|95
143090|70
143094|88
143096|131
94658|17
143097|117
60938|60
159460|10
143099|104
47059|36
140921|142
66774|98
143100|140
24711|90
151980|62
140773|63
143101|4
2795|13
143102|111
53004|120
197290|45
143103|145
137527|35
82079|21
49485|52
156506|69
143105|124
143111|8
143111|12
175398|91
64071|115
119938|159
143114|117
112899|80
51508|100
143118|31
18459|94
143119|36
139967|80
56310|56
114114|117
34381|100
110329|117
15556|32
143121|102
140669|32
78897|136
197653|30
135267|78
101825|9
143123|79
97147|125
143123|34
143124|103
143124|128
88306|114
140711|17
153683|97
114659|54
143128|157
138770|98
143136|82
157429|52
200264|61
74413|78
143137|62
31644|25
162018|142
176713|84
75404|63
143139|108
143140|98
143141|154
58684|13
181848|110
143141|142
147063|113
185060|77
70226|128
143147|85
40646|71
143147|104
143148|155
143148|114
121582|81
143150|134
175966|70
143155|40
29661|90
143156|58
143159|137
143160|51
77068|34
143161|5
123059|129
47208|135
143163|136
182517|72
87975|93
143167|146
138349|124
144831|89
143176|120
143176|82
141339|131
14084|112
79243|122
143178|57
38933|51
143182|78
6686|34
164212|19
143182|158
137370|12
143187|76
177525|81
143190|84
187539|63
112655|51
143197|77
150648|123
103151|102
143199|112
143201|125
136308|21
164152|155
43308|23
187194|52
118829|85
143207|11
98161|66
93304|120
143408|115
92140|90
143213|8
333|105
199793|149
143214|27
74487|130
143215|35
111737|114
143215|78
68235|62
120299|47
143216|107
89724|125
143218|16
184124|23
143219|133
144453|38
132243|25
111672|12
162832|4
105017|20
101819|33
143223|136
61875|83
143226|103
143228|86
143232|158
557|15
124145|95
140161|91
143232|34
188207|47
30031|102
113958|117
143236|88
143236|95
21515|85
192911|19
86743|6
37026|104
86719|40
55176|139
143237|7
40078|136
185901|90
143239|122
195849|67
200289|83
47097|15
82997|108
143241|100
143242|0
196467|49
180062|69
143249|134
143250|13
175258|55
120076|18
71097|23
165846|16
143251|94
187028|143
143251|152
14731|45
143253|72
114891|50
48673|21
143255|67
130438|24
143258|133
143258|118
143262|30
143192|121
143268|46
78500|40
143270|157
137410|122
151900|21
16686|50
143272|93
169930|112
190144|42
143272|120
190369|135
104779|78
143279|130
143281|106
88930|72
35413|24
142287|114
154694|128
106447|62
83309|57
143286|72
135576|50
137599|83
143288|63
143288|124
50411|47
143288|155
175544|75
143289|56
136320|130
143291|8
185203|43
143292|98
51419|19
86134|98
124684|108
143295|103
83634|135
111172|150
30628|89
57524|7
143299|126
182222|72
6248|96
16142|135
143300|24
135950|104
143302|80
127714|137
143302|68
143302|30
200456|121
134078|24
143303|148
30682|75
106911|14
143303|147
142901|4
70184|146
143304|77
127957|40
92954|117
35382|54
143305|65
122722|88
143311|69
194932|38
143313|31
143314|26
165512|42
143316|137
34577|131
143316|1
143318|1
143320|83
110769|159
143320|118
161078|122
58324|146
143322|87
143325|104
143326|108
129172|25
11821|26
43770|28
143329|64
143329|84
153903|76
32238|151
99418|157
156586|79
101495|43
143330|154
143332|5
188212|45
140872|72
106888|63
105137|127
143336|22
143336|31
143336|25
143339|54
111194|87
2387|117
29024|80
143341|142
2133|33
104486|131
60027|50
143341|114
12585|106
143342|140
175911|145
152281|26
143343|24
143345|45
126402|36
165435|91
143345|110
126520|156
143345|63
143346|97
26892|118
179061|154
112434|75
143347|82
64431|7
167252|1
146476|141
196862|62
143349|136
143354|126
116929|132
138857|138
85426|59
5496|57
152342|50
120360|27
143361|130
143362|47
143365|15
189886|5
143366|127
184516|43
82762|137
143367|123
93109|111
143367|91
65994|86
140286|97
33038|66
143368|39
17899|21
132856|58
143368|6
143368|115
189580|60
191961|103
143373|159
156706|86
143377|81
25858|30
123432|2
137716|81
58325|131
142807|150
198433|66
133233|2
113785|50
59|102
143377|22
143381|50
18497|84
143386|111
142297|86
15670|79
84622|15
143386|131
94123|157
143387|100
94125|144
76037|66
143388|82
143390|135
43930|1
143392|33
143393|133
3138|70
104008|158
44455|132
143394|100
143394|84
100558|123
141443|95
143397|52
17324|46
136734|112
143397|126
101507|61
143400|4
143400|79
143402|76
143403|49
161129|88
59115|43
170920|20
143410|158
46216|83
65146|49
68904|111
143410|142
143411|152
143415|73
107492|90
143416|64
143417|126
42659|28
94008|67
182287|56
139301|116
83950|14
152084|38
143424|74
143424|95
150423|2
104841|150
14199|144
143425|154
149229|29
130434|29
138698|133
116145|90
13238|73
143428|11
141227|155
143431|126
139243|17
143432|114
73360|120
143433|76
143434|23
126295|52
1961|94
143436|36
20645|36
122304|3
143440|154
53699|85
135789|110
143441|36
143441|55
84124|123
143441|80
143442|123
143447|67
142237|16
143447|84
143447|131
143529|102
143449|92
143449|29
176992|145
19940|121
116824|151
6356|124
143452|13
147681|126
105555|118
143458|137
143458|87
2843|24
29422|18
126892|73
143459|51
169994|20
40668|68
140303|99
143459|41
95195|72
143460|70
2564|153
137654|31
36336|39
145329|55
143464|131
56745|72
99304|8
5408|112
143465|57
156430|110
40734|64
143472|17
143472|16
188181|122
143472|98
158105|63
145651|103
19456|38
177139|75
141099|90
143474|86
143659|140
49650|122
143478|53
143479|55
164525|42
143482|68
143482|121
62953|139
143487|85
141040|119
175121|39
90265|32
186|118
60496|17
177542|68
143492|46
27601|31
51998|123
138003|37
69205|52
155467|19
184321|78
68589|11
110561|83
104238|24
151414|31
87305|109
143495|95
179750|77
143496|89
195442|112
128055|1
142595|74
143496|114
38411|5
143498|74
143502|28
159755|35
166484|103
92506|10
143505|19
146396|81
143506|125
84594|55
143508|138
149119|2
143509|76
143513|91
175506|28
120613|97
143513|16
4841|30
34782|43
76625|123
50988|123
167202|84
23867|70
68219|2
197939|82
98010|124
59110|110
143518|36
147859|145
68864|56
97578|14
69263|29
82484|128
143519|150
181776|35
32301|85
128931|25
143525|64
143528|3
27385|68
48365|127
161606|153
143532|23
46796|0
168640|42
123508|27
143534|22
60438|149
167655|38
123371|5
143535|78
62460|99
164523|64
197238|87
143538|132
143538|7
29961|62
190895|106
74293|24
143541|118
143541|92
126300|41
143542|128
108714|73
16541|149
143543|120
99230|129
102352|76
116249|27
88308|91
143545|148
137517|126
150537|3
12016|33
143547|35
4079|125
105975|63
90203|29
143548|35
143557|117
1571|119
143559|94
118847|54
22684|10
143559|26
143559|135
143565|65
106007|146
143565|132
54515|88
112101|4
106114|88
67758|10
74479|44
143566|92
191195|145
143569|91
55162|122
158046|104
143570|87
80936|62
143573|134
143573|87
143575|77
143578|12
143580|119
152634|157
54515|131
188916|82
64156|46
77132|92
143582|8
143583|36
164436|107
188180|154
200518|6
143583|42
82663|110
11132|71
71016|69
82083|59
123679|5
143584|143
143584|147
69843|113
116126|125
14623|30
166428|63
170417|17
143588|93
50081|85
93231|129
143591|12
143594|60
143595|123
147629|145
143595|50
192333|124
194908|130
2590|65
143598|24
143599|140
1198|67
143603|26
42653|133
188208|100
20319|138
47360|104
143605|28
164024|89
155772|133
143606|89
48655|115
52601|101
113467|79
143606|92
143609|116
54523|28
143610|46
35951|83
143611|6
83778|52
143611|151
25069|72
151743|149
24175|131
149125|41
42441|93
143612|125
179422|13
143614|139
143615|127
127046|23
143621|151
143622|64
54212|156
143622|75
146657|112
150997|104
143625|29
143626|113
117101|134
108084|58
143627|92
47865|158
143631|150
21477|34
190976|42
69567|53
143632|52
117190|2
195934|66
143636|63
143638|1
138880|147
143638|21
117737|130
143640|143
111106|120
143640|91
143641|131
34266|34
152942|139
154866|147
104180|146
143645|106
116128|88
143645|117
143646|9
136571|23
143646|92
149098|38
192483|50
143648|155
178238|143
143652|41
48626|142
143652|152
143653|29
151173|98
110167|148
174153|89
180760|85
60765|83
85121|65
58731|139
193865|40
143654|77
171809|145
115597|81
143656|98
47779|31
95331|2
83907|56
143656|8
10846|30
130642|6
143657|130
40117|55
143657|132
159172|13
3514|34
44269|45
124229|151
6193|141
10130|11
190491|67
168609|35
143660|58
182848|93
95304|58
40297|87
45268|129
76625|99
143665|93
163208|17
110256|114
143667|101
143667|124
149543|11
144108|61
94555|133
143668|44
143669|64
143674|106
143678|25
133684|76
138621|46
143678|17
143679|14
88120|136
143680|72
86243|47
137412|25
12530|136
87836|73
83492|49
143685|37
65761|96
157492|55
160531|15
7695|122
143687|134
143687|71
47764|10
132789|90
92236|145
137466|155
143690|48
171977|56
57420|90
181778|40
58899|146
143691|74
137401|88
168675|115
156995|151
142548|78
24994|27
145364|139
128234|153
118780|140
61301|24
143693|69
143694|76
143697|8
161677|2
174392|60
126577|41
143698|122
143700|15
142385|103
79389|121
143702|107
196329|24
125610|133
143705|115
153625|14
21720|97
143705|42
132389|152
122206|130
37411|159
143707|118
71867|15
143708|52
124390|104
143708|134
143254|65
106030|122
141026|23
143712|96
37791|12
143712|32
57265|97
143717|96
31516|60
107689|59
19612|7
139951|157
143717|140
152920|19
115063|120
143718|127
143719|153
3417|130
143719|101
462|154
143721|132
176840|112
171365|92
175501|103
9712|34
63953|48
143722|132
76319|127
24858|119
142340|2
137149|55
16674|93
35206|33
73328|33
143724|19
102922|106
99966|27
143724|116
143729|65
143729|44
6550|22
186121|42
141012|79
126579|99
71693|11
177018|155
104423|110
143729|108
173637|117
143735|108
130404|40
143736|127
143736|41
107380|132
143742|12
143747|128
143748|100
90782|38
140735|153
143750|1
109853|105
13513|77
105590|65
78235|94
41627|105
143750|125
52088|29
198853|59
138459|102
100281|45
11180|95
93899|65
143755|101
123850|27
100433|144
139407|11
143756|71
159541|155
177331|19
143764|89
138204|150
52610|155
143765|94
56516|63
168500|92
143769|64
43213|22
67227|143
143771|92
143774|53
160558|143
143776|38
106999|112
58393|22
143778|138
196265|132
9131|24
93925|114
42892|54
143779|69
179986|62
169682|24
143784|30
126487|45
143785|2
139307|20
143785|64
143787|55
101659|130
39299|149
143790|138
164701|85
110937|50
143792|6
155552|38
143796|20
143797|63
158932|63
143800|62
45135|3
108032|0
105027|45
68716|144
70506|45
143803|116
143804|149
29790|61
108535|120
53351|88
56291|108
62742|5
137745|85
16191|18
19695|150
132780|2
143593|101
143808|132
143810|40
121266|55
143811|131
166645|132
183424|131
143814|104
143816|152
143816|127
57324|65
133865|47
48628|54
193587|156
3168|13
143820|139
7027|68
143822|119
29134|95
138352|149
143226|42
15148|63
143823|38
52940|149
143823|76
192847|135
119516|64
143832|24
140279|116
143837|7
17296|11
87331|40
79296|131
22379|3
143842|132
1350|119
160689|18
143844|87
143845|110
143846|113
143846|115
170923|3
157009|159
55153|87
143847|146
13171|70
29248|56
156372|92
143847|82
198296|110
124578|115
138244|79
82515|115
24217|134
143852|157
150012|25
184231|60
169428|27
91462|32
143852|136
41364|114
143852|89
86134|52
143856|157
2154|32
103850|25
143859|141
143860|11
143860|7
160203|139
125164|36
140347|64
158652|138
143863|70
60164|95
165731|31
181029|44
173379|24
128197|43
12738|69
143868|72
171425|44
166392|110
105158|159
138044|51
143870|16
104311|21
26180|66
143871|114
190979|159
92562|74
140075|149
40138|90
140675|77
21895|83
156160|149
24515|157
143877|126
10340|63
26364|111
154689|90
57857|152
124784|0
143877|0
143878|106
104737|90
143889|72
142761|48
44375|64
143891|33
143892|131
80401|150
143896|55
125459|8
141469|14
124203|97
143898|79
143898|125
122625|127
106105|74
182413|64
84914|39
143902|6
118911|42
51941|31
143904|110
143905|26
143907|117
24046|108
70818|62
166560|122
79081|38
42137|46
143907|52
19789|133
177401|62
21184|84
143908|124
143908|0
87759|115
13936|128
72312|120
143910|44
144565|13
157452|102
163003|29
143915|113
126855|88
78070|18
103616|25
32218|29
143920|31
143920|47
139685|35
113279|92
10954|59
76094|6
143920|137
81135|88
185386|123
176025|155
143923|148
23162|73
42783|150
143923|52
143924|44
143929|58
196254|116
143930|154
139198|102
143932|111
110003|51
143933|33
40883|82
117662|22
143934|102
140846|73
98191|155
197883|82
143938|84
85732|147
139413|151
179508|70
130676|32
192825|1
79298|79
143947|149
143950|7
114356|107
143950|24
2143|77
143951|64
165573|1
183433|26
143954|47
143955|19
142633|66
22737|120
30315|157
143955|6
145033|134
149834|65
143958|48
166114|154
195354|89
4582|108
38568|16
192225|30
148575|54
143962|121
143966|12
143966|32
136917|143
127408|53
185262|51
148643|144
139946|13
167550|102
143970|55
174525|72
143971|159
61499|74
89458|29
42477|127
143971|99
106534|29
143975|137
3559|110
41407|17
143976|92
48441|85
143977|126
143980|81
143982|116
95227|90
139368|70
143983|26
138270|86
143988|132
132867|158
143988|89
115735|60
92184|8
143995|48
196627|104
24275|45
184715|63
174047|32
144004|89
135475|135
45475|10
120689|159
29304|42
144005|47
185312|138
144006|73
190878|97
178963|134
144008|58
144011|129
78042|96
144011|158
143106|158
131426|149
24481|117
165152|68
90764|34
144015|5
11390|68
45236|73
144016|0
190392|32
179859|28
151164|136
58016|60
77809|31
144020|48
144021|55
167110|150
144022|72
3287|57
175152|158
144026|10
144030|53
144031|118
158908|79
130758|108
78847|27
156305|40
183406|119
9721|80
144035|54
144037|118
141520|142
117956|7
43700|147
133636|137
188469|19
149247|68
144038|115
144041|49
175835|92
122322|15
144041|34
144152|35
173471|88
144042|108
34819|108
144042|48
88638|29
143919|120
144045|157
56778|19
129997|120
43164|98
79159|123
129553|106
140434|11
80326|130
38153|138
99555|56
144048|30
16827|85
139589|156
143844|93
144033|22
158923|45
185380|126
144050|147
167965|68
52150|46
144051|47
11031|152
71068|4
147184|141
83643|53
8573|70
144052|92
151826|54
102612|152
92731|12
167184|119
144058|12
198960|43
158080|153
62811|49
144063|148
115548|39
144064|9
174533|1
69103|143
117244|11
7100|120
99198|145
144067|155
67312|38
196443|134
144067|37
144068|6
2133|139
144068|90
144069|64
195742|145
195907|90
137977|60
144070|19
62128|7
93097|92
8229|18
144072|58
144073|129
40987|47
113727|140
140086|89
1903|143
177376|57
144075|14
74653|1
144258|88
90947|133
194945|94
118043|36
144080|51
43499|1
144081|43
132809|118
60656|113
144082|105
141385|86
194921|80
144083|110
63391|18
147232|88
40012|21
144084|116
108630|111
94062|105
140401|51
132657|26
144091|89
144091|73
189289|135
127760|59
144091|30
49457|53
116206|129
101271|128
153421|87
143664|99
144097|39
20076|153
49771|36
144102|122
100725|121
93312|15
39033|100
143560|70
144103|87
141530|154
144106|76
161057|128
18189|37
144111|10
167847|39
144122|135
141888|16
82344|7
144127|37
144127|33
160699|139
144128|114
888|34
12165|23
178053|93
144135|88
43491|78
128585|30
144247|72
144136|46
187485|158
144138|73
179540|119
183919|143
144140|68
155131|19
144141|52
144141|156
1823|88
25349|22
200489|94
144142|34
144146|107
144146|48
144147|39
53667|147
136819|4
193396|131
197808|31
23914|85
49746|4
144150|15
144151|98
65209|152
144154|44
181098|74
6763|90
167697|139
360|100
144169|73
144172|144
39704|78
131004|144
103554|64
10214|58
98154|40
83826|69
23144|25
144175|21
59371|49
78025|127
144176|2
17920|129
145702|105
144177|111
144180|82
144183|130
5701|11
90206|31
76361|119
144185|125
177948|4
137392|9
118164|34
144186|57
137211|73
144187|35
121605|124
189307|25
22293|5
144187|0
114579|31
112827|159
111253|159
148368|157
144187|56
45234|77
115167|31
15734|3
143137|31
112333|26
6947|67
88454|81
144192|24
144192|35
137365|77
49029|84
144193|39
144193|53
144194|157
48784|111
102104|40
165608|123
129730|96
29404|35
144197|152
66222|106
149023|13
143511|32
170432|126
144199|16
144200|124
144201|24
78823|18
144205|95
153177|117
170643|102
144207|79
116404|79
77270|5
144211|89
144211|79
38154|40
144212|26
56164|92
190599|100
140641|111
144213|46
106009|82
144214|5
68597|8
131407|47
144215|131
163644|71
4416|158
171477|3
53960|86
58005|157
144217|44
144219|55
144220|147
160882|88
144222|112
141304|7
144228|76
144232|26
112478|150
8048|14
29693|9
57626|113
83757|129
144233|73
101121|145
144236|96
38306|87
144237|122
186402|130
77184|23
144242|113
70741|48
144244|1
58143|14
152809|146
73584|0
144245|138
144245|21
144246|40
6317|114
144248|75
144249|69
128733|83
4146|31
144251|152
144251|26
182091|97
144253|13
163265|60
144256|151
100431|132
25509|74
144258|116
43922|135
144259|149
168165|136
121301|66
144259|151
116956|12
144260|70
130637|31
136809|71
144268|61
100931|130
144269|114
144269|124
144270|106
102506|137
144271|17
165514|62
144272|60
144273|62
144275|75
144277|16
148593|129
144280|15
144282|133
137216|129
