Post|Tag
35526|3
35527|137
35527|37
35528|74
35528|13
35531|6
35533|29
35534|64
35535|126
14495|64
35536|131
35536|103
35537|113
35539|85
28829|85
35539|69
35243|102
35540|25
11869|138
35540|79
35541|102
35541|137
11336|142
18841|102
35541|147
35541|124
35542|125
35543|18
35544|90
1263|97
25495|60
35544|2
35545|72
9761|81
35547|64
35547|142
35547|101
35548|157
1591|144
35548|51
26666|27
35549|70
35550|125
35550|85
35552|100
35554|71
35554|27
35554|136
35555|158
35555|156
15468|6
35555|10
35557|29
35558|15
35560|28
23785|14
35561|105
35561|56
34985|54
35562|6
35564|107
35564|128
35568|63
35569|57
30733|2
32938|139
35569|14
1755|111
35570|49
35570|126
35572|137
35572|67
35574|127
35575|29
2047|124
35577|125
35577|108
35577|89
35578|37
35581|109
35582|138
23117|34
35583|144
35584|21
35584|107
32679|10
35585|44
35585|117
35587|17
3005|27
35587|117
35589|102
35589|83
35590|106
35590|156
35590|31
13022|146
35590|59
27598|1
35591|101
35591|98
35591|104
11112|103
35591|51
35592|82
35595|86
35596|79
5804|91
35597|81
35597|40
4031|129
35597|42
35599|139
35599|111
35600|107
35600|10
35601|97
35602|75
18115|74
35603|12
35605|50
35606|102
15116|85
35606|145
35608|16
35608|118
35609|101
35610|131
35611|81
35613|14
35613|78
35614|106
23801|109
35615|55
35615|17
35616|51
35616|49
35616|157
35617|78
35618|51
1619|130
12297|20
35619|73
35620|44
35621|138
35622|143
35622|36
35622|15
35623|19
35623|67
35623|144
35623|71
35624|16
35627|109
35627|96
8803|47
35627|29
35628|133
17621|132
35630|57
35630|64
35631|147
35631|141
35631|115
35632|5
35633|159
11127|127
35634|76
35635|127
35635|84
21699|38
35636|157
35636|40
35636|82
35637|87
35637|102
22575|79
35637|29
35639|64
35639|48
35639|126
7585|24
12253|72
35639|72
35640|97
10204|9
35643|46
35643|49
35644|100
35644|25
35645|69
35645|123
35645|113
7569|129
35646|35
35646|112
35649|7
35649|63
2904|147
35651|12
35652|99
35652|125
35652|107
35653|2
35656|114
35656|68
35656|124
35656|26
25947|94
35658|8
35658|140
26815|109
35619|29
35659|67
4769|9
35659|155
35661|3
35661|50
647|91
35664|49
35665|111
19257|44
35665|109
35297|59
35666|82
35668|84
35668|134
35668|85
35669|58
35670|41
35670|68
35673|108
33571|74
35674|116
35674|115
35675|86
35676|33
7983|30
35677|153
35677|26
35678|79
25509|30
35680|9
35680|52
32567|3
35681|56
35682|28
35683|109
35684|23
35685|137
13610|89
35685|110
35687|116
35687|153
18496|114
35689|85
1731|43
11235|93
35689|97
35689|9
13878|17
35689|142
35689|155
35689|23
35690|97
35690|123
35690|66
35690|103
19922|131
35691|73
35693|3
35694|121
35698|81
35698|70
35699|112
35700|113
30289|93
35701|64
35702|5
35702|39
35703|65
27782|131
35705|146
35706|130
35707|8
35708|108
16942|143
35708|146
35710|21
13192|43
35710|139
35713|48
35714|115
35717|17
18622|67
35717|72
35720|25
35720|92
35720|19
35722|55
35723|64
35724|6
9527|85
35725|87
35725|60
35728|158
18011|45
35728|65
35729|83
35730|147
35731|152
8962|31
35732|76
35733|18
35733|99
35734|66
35735|112
19972|147
35736|44
35736|68
35736|25
14558|111
35737|10
35737|109
35737|16
24279|159
35737|95
35738|29
35740|102
35740|57
35742|151
35742|23
35744|102
35745|91
35748|148
35748|101
35748|66
35749|0
35750|87
35750|120
35750|67
35753|76
34805|151
35754|143
35757|54
35758|77
35759|45
35760|34
35760|136
14362|49
35761|134
35761|4
35763|71
35763|65
35763|8
3|54
2083|128
35764|119
35766|95
35766|36
35768|123
35770|125
35771|123
35773|1
730|106
35773|94
35774|120
19892|157
35774|63
35776|46
35779|26
15549|81
35780|111
35781|151
35781|9
21590|26
35782|89
35782|110
22270|9
35783|137
35783|159
35783|70
35783|125
10164|74
35783|121
17226|51
29002|54
35784|11
35785|101
35786|82
35787|27
35787|112
35787|66
35788|141
35788|79
35788|126
35789|64
35789|3
20654|103
35790|10
35790|13
35792|49
1326|52
16458|148
35794|33
16153|55
35794|134
35797|99
35797|64
35799|21
35799|44
10843|5
35801|37
35801|39
35801|87
3960|81
4770|7
35802|146
35803|14
35804|46
35804|99
35805|158
35806|47
35807|117
35807|22
35807|60
35808|0
21168|116
35808|96
35808|124
391|42
35809|27
35809|88
35809|116
35810|19
14705|8
35810|73
26749|158
35810|122
35810|21
35811|142
35812|111
18620|0
35813|79
35816|130
35817|120
9403|27
18747|47
35818|14
31061|29
35818|101
35819|82
35819|58
35819|133
2532|111
15983|112
35819|71
35819|24
14451|109
35820|159
35820|92
35822|103
35822|51
35823|118
35823|49
32656|65
35823|123
35826|2
35826|65
9866|28
35827|45
35828|51
35829|144
35830|157
10162|44
35831|90
35831|68
35833|58
35834|40
32936|153
35834|119
20980|114
35837|90
35837|16
22402|70
35838|48
23235|15
35839|52
35840|44
35840|36
35840|12
35841|152
35841|13
35844|147
35846|78
35846|144
35848|56
35849|38
35849|150
35214|122
35850|71
35850|9
35852|19
35852|41
35853|32
35854|6
35854|45
35855|74
35855|124
35856|145
35856|76
35857|52
35858|159
479|110
16208|59
35859|142
6619|116
35859|104
35859|39
35861|35
1376|102
35861|45
35861|78
33309|116
35863|101
35863|72
35863|90
35864|65
18706|139
35864|104
35865|47
35866|127
35867|34
15851|136
35867|40
35868|119
1436|64
22881|77
35869|43
35871|13
35872|144
35872|110
35873|28
35873|37
28362|119
35875|89
35875|61
35876|133
35877|19
35877|83
35881|60
35881|150
35882|149
35883|144
35885|33
35886|16
35887|103
35887|137
29788|10
35888|21
35890|124
35666|12
35892|144
35892|48
35893|92
35893|156
35894|156
35894|117
35894|26
3488|149
18643|94
35895|55
35895|155
35895|24
35896|99
35898|70
35899|114
35900|119
35902|15
16348|121
35902|158
16924|65
35903|124
35904|26
35904|8
35904|116
35905|92
31656|0
35906|106
29907|38
35913|103
35913|59
35915|65
35915|26
1309|83
3964|82
35915|128
26324|118
35916|54
35917|84
35918|62
29503|70
35920|75
35921|59
18550|20
35922|116
35923|132
3852|156
35925|10
33959|23
35925|34
35925|148
35925|48
35926|100
35927|133
35927|70
35927|64
35928|83
35929|83
35929|0
35930|85
35930|23
35930|140
35930|49
35931|155
24157|157
34975|106
35931|5
35933|117
35935|21
35935|63
12031|159
35936|159
35936|32
35936|105
35936|134
35937|112
35937|31
35938|135
35938|111
35938|67
35939|94
35940|27
13542|118
35942|67
35942|126
35943|94
1872|110
35944|140
35944|49
35946|18
35947|144
29336|114
35948|103
35950|11
35938|22
35950|138
35950|2
29187|140
35950|146
35951|67
35952|129
35952|139
35953|145
35953|24
35953|119
26581|90
35953|114
35954|119
35954|107
35956|151
35957|153
11502|75
35957|95
35958|106
35959|46
3060|153
35960|130
35961|35
34872|27
35962|84
35962|66
35962|114
35964|87
35965|149
35965|62
35966|5
35966|77
35966|49
35966|146
35967|70
1479|99
35968|62
35968|151
35968|37
35969|84
35969|113
35970|62
35971|37
35972|143
35973|152
14124|48
35973|155
35974|144
22939|7
23340|158
35975|17
35976|6
35978|97
35978|40
35978|43
15289|148
20985|20
35978|141
35980|150
35981|27
35981|108
35982|36
35982|158
35982|14
35982|153
35983|40
35983|152
35984|8
35984|139
35990|10
35990|111
35993|138
35994|111
35994|33
35995|72
35995|124
35995|64
35996|59
35997|45
35997|0
35998|86
19250|119
35998|55
35998|85
34381|140
35999|62
36000|61
36001|132
10018|107
36002|91
36002|26
36004|149
33121|34
36004|14
14586|1
36005|92
36008|12
4367|23
22566|11
36008|159
26630|56
36009|41
29374|71
36010|98
36013|145
10255|54
36014|111
36016|26
35085|137
36017|108
36019|51
36019|66
36019|11
36019|37
36019|108
36020|10
36021|103
36022|55
36023|20
434|95
36027|41
24712|113
36028|100
36028|107
31842|9
36028|84
36029|154
21599|20
36029|19
21697|21
36030|96
36030|31
36031|151
36032|97
36032|124
36033|107
11205|74
36034|95
36035|80
36035|81
295|25
36036|133
36036|100
11589|52
36040|70
36040|8
36041|60
25681|159
36041|141
11698|108
36041|145
22239|44
36043|49
36043|32
35775|68
36044|159
36045|20
36046|82
23084|89
36047|104
36047|58
36048|22
36049|20
36050|10
36050|86
36050|141
1618|68
36050|120
36051|136
8112|101
36052|13
2388|93
36054|26
16219|127
35377|108
36056|24
36057|104
36058|11
36058|46
36058|3
36059|61
36060|3
36061|50
36061|0
36061|116
36064|140
26439|4
36064|98
36064|93
29655|156
32459|46
36067|50
36068|136
36069|157
36069|55
36070|106
36072|140
36073|21
36073|135
36074|95
1292|112
36075|8
36076|10
36077|144
9342|58
36078|131
36078|45
36078|13
36079|44
10645|23
11432|48
36079|151
36080|60
36080|157
19753|76
30709|80
36080|92
36082|142
36083|152
36085|31
36085|64
36089|50
36091|62
36092|31
36093|144
13085|131
36093|32
36094|116
36096|82
36097|153
17951|106
36097|60
5250|68
15149|129
36099|114
36100|7
36100|124
36100|41
36101|51
36101|151
36101|83
26165|22
36101|141
36103|26
36104|151
36105|20
36105|15
36105|156
36106|89
36106|42
36107|73
36107|12
36108|153
34510|35
36110|73
36110|50
36111|35
36112|99
36112|39
36112|145
36113|72
36114|57
36114|5
36115|14
36116|52
5|147
36118|122
20551|75
36119|0
36119|116
36121|152
8711|83
36121|79
36123|133
36125|2
36125|114
36125|143
36126|57
36127|30
32579|6
36129|159
36130|140
36130|113
3500|131
36131|107
36132|32
36134|28
36135|38
36137|48
36137|84
21384|136
34650|143
36141|96
36142|7
27895|49
36143|69
16797|34
36144|85
3845|92
36144|6
36144|123
36145|36
36146|60
36147|43
36147|151
36152|134
36152|110
36154|18
1455|62
36154|121
36154|89
23322|132
36154|102
36155|21
36155|10
36155|148
13904|103
36156|113
31209|95
36158|133
36158|44
36159|69
36159|79
36159|124
36160|48
36160|79
36161|136
36161|15
36164|120
13979|89
36166|97
21735|111
25117|158
36166|36
36167|42
36168|7
17086|80
36168|29
36168|97
36170|142
36170|60
32758|141
36170|59
36170|0
36170|10
36171|53
24976|69
36173|120
28104|130
36173|44
36175|69
20122|63
36176|32
36176|25
36179|91
36179|41
36181|3
36181|117
36181|158
36185|137
36185|92
36186|109
36187|28
36189|7
12972|142
36189|74
36189|40
36190|107
36191|122
36193|90
36194|33
36195|159
36195|1
36196|114
36198|122
36198|25
36199|105
4558|29
36200|94
36200|149
6444|69
36201|104
4486|96
36204|0
36205|7
36206|100
36208|13
36209|75
36209|10
36210|78
36210|29
36212|25
22231|62
36212|156
36212|88
36213|97
36213|128
21820|124
36214|27
24460|8
36214|151
36214|48
36215|122
36216|47
36219|159
36219|104
5663|67
36220|45
36222|156
36222|75
36224|5
36225|83
36226|148
36226|52
36226|89
36228|138
36230|29
36231|72
36231|108
36232|30
36233|121
36235|105
36235|109
36235|127
36237|33
14077|140
19751|48
36237|153
12817|121
36238|65
1221|151
36239|119
36241|76
36241|39
36242|104
36244|100
31041|32
36244|1
36245|43
36245|70
36246|154
28897|120
36246|73
36246|155
36247|126
36249|52
36250|50
36252|131
36252|33
36253|31
17016|90
36255|123
36256|126
36256|4
11683|147
36257|12
36258|146
36258|41
36258|138
36260|131
36261|114
36261|61
36262|10
36262|136
9218|4
36266|52
36268|16
36268|44
36269|146
36269|126
36273|90
17629|28
34105|119
36273|126
36274|2
36274|66
36275|105
14975|1
36276|33
36276|15
18938|58
36278|56
36283|37
13147|81
36283|135
36284|95
36284|104
36286|111
36286|16
36286|45
36286|107
36286|110
36287|4
36287|1
36288|146
36288|155
1392|106
35744|57
36290|37
36291|85
36293|100
36293|21
36294|60
36294|116
36295|88
36298|150
36302|137
28049|32
36303|158
36303|95
6274|59
36305|114
36307|140
26964|42
36307|59
24860|59
36308|23
36308|64
15184|159
36310|21
36313|68
27862|36
36313|22
36313|10
23297|135
36314|17
36314|129
29837|78
36315|45
36317|154
36318|61
33149|126
36319|48
36320|97
36321|46
21352|158
36321|12
36322|47
36323|122
30758|67
36324|46
36324|115
14217|23
36324|7
7031|145
36325|6
36325|59
36325|119
36326|29
36326|51
36326|84
1965|93
36327|133
36328|48
26334|40
36328|119
36328|142
36330|16
36332|28
33086|59
36333|46
36334|35
36335|119
36336|116
34329|140
36336|137
12209|88
36340|1
14698|108
36342|12
4103|72
36342|73
36343|127
36344|76
36344|116
36345|108
36347|49
36348|105
36348|93
36350|150
36353|48
36354|88
36354|31
36355|5
15127|42
36355|48
36357|41
10027|36
36358|13
36358|6
36359|63
20506|88
36359|154
3624|92
36360|128
36360|55
36361|22
36361|15
36361|82
36361|67
4752|51
36364|106
6155|138
36367|47
8423|83
36369|138
36369|40
36369|80
11605|30
36370|125
36371|106
36372|44
36372|32
4589|95
36373|91
36374|2
36375|71
36375|52
18321|89
36378|94
36378|141
36381|120
22016|112
36381|124
36383|43
36386|145
36386|112
8400|116
36387|41
36387|109
36388|12
31129|123
36389|145
2691|51
36390|40
36391|148
24366|46
36391|55
36391|52
36396|106
36397|122
30589|112
36397|63
36398|17
36398|86
36399|141
36403|145
3179|129
36404|39
36405|91
36406|156
36406|65
28517|8
36406|101
36408|49
36410|101
36410|4
36411|159
8034|135
36412|137
36414|10
20441|59
22961|41
36415|108
36415|129
12013|120
18848|1
36417|154
36418|96
36418|9
10702|50
36420|41
36420|51
36421|139
11376|99
24428|157
36421|87
7891|128
36422|121
36424|111
36428|5
36428|60
36428|133
36429|105
36429|77
33225|75
36431|142
36433|42
876|106
36433|46
36433|101
23345|32
36433|151
36433|3
36433|25
36435|81
11456|41
19168|65
36436|145
29323|132
36436|51
36437|86
36437|61
36437|19
36438|67
5868|109
11477|126
20723|9
36439|95
36440|121
36441|95
25105|100
36441|68
36441|119
36442|51
36442|13
36442|38
36444|96
36444|33
36444|95
36445|41
36445|151
626|133
36448|52
36448|42
36449|108
30146|132
36451|111
15629|117
36451|4
17982|53
36452|23
36453|137
11865|129
36455|18
36455|118
36456|106
36456|26
36457|142
36457|84
36457|22
36458|10
36458|153
36459|96
14758|111
36459|36
19373|6
23025|82
36459|102
36461|57
36461|152
36463|136
36464|93
27527|136
36464|73
36464|65
36465|155
36465|144
36465|73
36466|125
36467|87
36467|4
36469|81
36469|115
36470|141
36472|68
36474|111
36474|103
36476|88
36476|106
32158|30
36476|114
36477|27
36478|56
36478|37
36479|133
36479|28
27511|86
36480|10
27587|110
36481|52
36482|106
36482|101
36483|48
23263|51
36484|96
36485|53
36485|96
36486|76
36487|22
36487|137
36488|107
36490|65
36490|118
36492|63
36493|70
36495|48
36496|84
36497|48
36497|91
36497|92
36497|6
36498|122
36499|43
36500|46
20592|39
36501|69
36502|125
36503|18
26638|119
36505|38
36505|97
36506|133
36507|138
36509|69
36509|96
36509|25
36509|34
36509|116
36510|10
36510|101
36510|58
8155|4
36513|72
36513|0
36514|16
36514|134
36514|122
36515|104
36516|108
36517|118
36519|158
36520|127
36521|80
23653|121
36522|97
14802|113
36522|1
36523|106
36523|60
31019|113
36523|10
36524|12
36525|71
36526|107
36527|66
3177|142
36528|0
36529|86
36530|92
36530|30
36530|23
36532|23
36532|65
17025|61
36533|111
36534|155
36534|133
36535|56
8614|39
36535|76
36537|73
36538|9
4438|94
36538|136
8084|109
36539|30
17959|13
36540|5
32135|88
36541|52
36541|39
36543|93
36544|108
36545|12
36545|119
36545|72
34588|114
36546|139
35012|25
36548|131
36549|28
30892|47
36549|88
36552|89
36554|12
19238|71
36555|35
36556|42
36558|46
28049|110
36559|37
12270|80
36559|81
36560|94
36561|60
36563|94
36563|81
36565|23
36565|57
36566|110
36566|56
36567|81
23881|63
36567|11
36568|43
10528|150
36568|118
36570|97
36570|38
36570|125
36571|57
36571|94
23885|143
36574|36
18139|84
36574|101
36576|93
36578|8
36578|150
36579|42
36580|116
18166|141
31830|85
36582|157
36582|103
5437|144
36582|19
5028|107
36583|58
36584|128
36585|110
36585|120
10766|85
36585|80
36586|21
36588|111
19698|131
36588|18
36589|115
36590|116
36592|22
36593|147
36595|122
36595|94
36596|13
36597|55
36598|45
36598|53
36599|95
36599|52
36599|53
36600|108
18226|58
22922|6
36600|80
33552|147
36601|85
36602|143
36602|142
11512|28
23786|136
32211|152
36602|71
10043|138
16001|93
36603|105
36604|63
36604|81
36605|62
36605|75
36607|53
27583|88
36609|108
36609|101
36609|94
36611|98
36612|144
36612|126
36613|110
36614|105
36615|20
36616|84
11623|8
26972|9
36618|25
36619|49
36619|38
36619|89
36620|17
15274|64
36622|29
36622|148
36622|134
36622|140
36625|145
36625|33
36625|129
36625|150
36626|47
36627|56
5472|63
36629|83
27465|73
36629|65
36629|56
36630|14
36631|140
25478|8
36631|157
36632|143
36632|107
36632|52
5665|90
36632|56
36633|103
36634|145
36634|142
36634|55
36636|91
36636|61
24295|52
36639|39
36566|24
36639|40
36641|27
36642|104
36642|83
36643|64
36643|33
36643|40
36644|139
36645|53
36645|37
36648|125
36648|107
36650|16
1838|119
36650|70
36651|111
36652|73
36653|67
36654|37
36654|71
36655|143
33340|104
36655|82
36655|40
36655|38
9113|154
19698|60
36655|147
9597|99
19477|148
36656|132
36656|92
36658|138
26575|73
36658|82
26049|7
36658|96
22317|57
36658|25
36659|89
13829|43
36660|40
1313|139
36661|81
36661|100
36662|47
36662|49
36663|113
36664|57
36665|21
36665|127
36665|137
36667|105
36667|21
22300|129
36668|123
36669|110
36669|64
36671|83
36677|97
36678|89
16066|92
36679|56
36681|32
36681|150
36683|63
496|75
32886|110
36685|16
36685|73
36686|10
36686|59
36686|54
19941|27
36686|114
36686|30
36687|100
36689|112
36690|47
36690|150
36691|34
28879|159
36691|151
36693|140
36694|156
20554|144
36694|66
36695|65
36696|27
15851|133
36697|39
36697|64
15522|82
36699|122
36699|88
36700|122
36701|77
1885|113
4723|22
9881|144
36701|132
36702|86
36702|79
9339|115
36704|21
36705|37
36707|146
36708|49
36708|15
36708|62
36709|125
22851|132
36710|157
36710|78
36710|4
36711|60
36712|63
36712|50
36714|71
36715|15
36716|148
36716|116
36718|73
33624|23
36718|51
36720|120
36720|34
36720|64
36720|138
36721|108
36723|41
13276|30
36723|37
36725|122
36725|86
36725|61
36726|45
36727|40
17664|158
36727|102
36727|17
7941|0
36728|6
36729|41
6647|75
8849|75
36730|48
9387|152
36596|38
36731|144
36634|105
36732|98
5913|21
36734|82
36734|19
36734|122
21033|40
36734|114
36736|12
36736|146
36737|46
19931|104
28957|69
36737|103
36737|24
3491|14
31815|157
36737|101
28062|136
36737|60
36737|122
36739|107
5649|62
7686|100
32071|155
36739|143
36740|35
36740|1
36741|96
36741|117
36742|82
36742|73
36743|145
4026|82
36744|138
36745|114
36747|103
33314|121
36749|157
20806|87
36749|14
36750|113
36750|92
36752|11
6159|74
36754|72
36755|49
22889|49
36755|48
36756|64
36756|104
36756|92
21527|23
30188|88
36759|62
36760|73
36760|19
36761|135
36761|115
36762|70
36764|68
11098|38
36764|86
36765|137
36765|70
36765|3
4463|155
36766|54
36767|135
36769|147
36772|104
36772|78
36772|116
36773|153
36774|124
36776|143
36776|89
36777|63
36779|85
14679|15
36779|43
36781|52
36781|62
36781|80
36783|36
36783|43
36783|34
36783|130
11229|45
36784|141
36784|66
36785|97
36785|39
2580|129
36785|5
36786|85
36786|76
36786|142
36787|133
36787|75
36789|146
9459|41
33577|53
36790|2
6589|47
36791|68
36792|68
36793|144
2780|83
36794|80
36795|143
36795|141
31263|78
36796|100
28452|66
29830|38
36797|56
36798|57
10859|141
23247|147
36798|24
36798|104
29608|38
36799|120
36799|144
36799|121
36799|103
36802|73
36803|147
36804|88
7505|70
16010|71
36804|62
16885|88
36806|90
36808|149
36808|52
36809|153
11023|72
36809|58
36810|50
36811|12
36811|154
36811|77
36812|56
26352|3
36812|47
36815|112
16032|123
36816|126
36816|56
36816|95
36817|130
36817|4
36818|41
36818|72
36820|133
36820|70
36820|155
36822|106
36822|19
36823|112
6706|18
36823|89
36823|125
36823|33
36824|3
6199|48
36825|69
36825|138
15017|91
36825|131
36826|20
36826|13
2880|126
36827|0
9080|42
36828|91
36829|55
30521|113
36830|79
29613|45
36832|129
36833|55
6759|43
36834|72
36836|112
36836|22
36837|57
25507|46
36837|3
36838|71
36839|151
36839|53
36842|1
36845|120
4540|56
36846|56
36846|62
36847|36
36848|137
21368|135
36850|5
36850|121
36850|117
36850|123
36850|91
36850|41
36850|92
36851|14
36852|42
36854|94
13787|80
36854|64
36856|50
36856|124
21527|131
36856|87
34927|50
36856|105
36857|126
36858|154
36858|135
34565|110
36859|52
26273|5
36859|119
36861|86
36862|41
36862|28
811|53
36863|16
1237|88
61158|89
57307|113
68988|61
24422|78
77477|1
48063|82
68993|140
91012|152
86954|46
7736|21
22692|42
67794|109
36003|57
68995|153
9447|145
69002|38
69002|34
69005|112
69009|109
69011|50
30287|34
58253|41
69011|18
7818|81
37155|102
69017|87
99296|88
75583|134
31738|150
83538|136
23302|107
37966|70
69018|158
60004|31
69020|40
69021|78
76783|61
69022|139
69022|55
69023|19
75425|156
86447|85
5835|49
56570|140
69029|91
69516|106
43299|121
84814|18
9387|17
69031|102
69032|45
66608|96
69035|61
72316|9
63448|114
69036|73
90802|79
26791|158
34676|107
60215|142
69040|104
69041|23
17449|126
94450|152
28657|25
49065|69
69043|63
69044|81
69045|123
87197|110
69050|105
6015|149
7871|138
69051|11
69054|42
69055|144
13437|64
72934|4
47383|74
71528|81
69062|7
69063|102
5605|4
69066|4
69066|131
97793|36
97204|105
64832|113
14692|47
19482|0
63456|87
69070|18
6026|137
11062|152
36472|86
65433|80
53505|98
36632|118
69072|58
14261|24
69073|87
69075|58
69078|116
98907|34
31782|134
78045|35
76195|82
1775|102
41606|137
69079|28
69080|50
86846|30
60437|106
69082|48
69086|91
4284|87
69086|117
19933|139
63078|69
28790|50
41949|44
38102|70
11842|117
37320|18
46657|155
57419|125
69092|132
69094|79
10340|89
68948|67
65931|133
55506|122
32618|138
69101|27
75358|136
69108|45
69109|83
83987|96
69110|69
69110|0
622|7
71661|130
69118|134
86152|156
69130|20
73070|11
69132|90
69134|100
32662|95
53754|27
46217|15
74790|22
69136|41
65625|77
15739|149
51089|118
25444|138
70094|94
69136|146
79367|47
66538|127
54139|32
2075|54
12517|158
68758|10
14419|19
69140|115
84764|117
91910|51
97220|56
61546|71
10645|46
44959|122
69147|51
28168|103
94208|44
90844|50
30739|94
69149|86
35994|15
69153|130
817|119
69156|21
87526|27
33363|159
69156|137
69156|58
60688|122
8862|15
69159|25
69159|39
69160|70
88176|15
91480|51
69160|9
99314|76
14308|131
17365|85
64379|69
43282|95
69162|35
78571|100
45220|115
69162|53
27702|55
67873|44
69167|26
69168|98
69170|65
58669|46
15593|45
20190|11
44012|72
37896|153
69172|125
68992|1
54394|132
9482|147
19722|43
69172|134
4924|33
18527|45
24622|148
69172|32
82071|25
7250|18
53521|136
69173|127
85142|10
913|122
25387|127
69174|15
79036|82
33490|47
69177|80
67651|17
72496|131
86538|141
67163|146
69179|96
69180|89
69182|24
69183|122
69185|158
69186|42
79116|17
62330|99
15245|143
69187|138
31576|110
78071|95
6109|19
22851|115
69190|37
69191|114
11452|145
59281|25
69191|15
69191|145
86376|23
62461|36
38116|37
69193|20
69195|112
70563|25
68734|71
23045|46
62068|47
56729|58
69201|101
5423|108
29830|123
60630|76
69212|126
12458|11
54152|14
69213|56
79732|148
69215|68
69217|153
34785|71
69220|145
69220|12
41594|42
15989|69
69223|37
17843|127
69224|143
23145|61
44555|132
51257|17
69229|15
85532|8
69231|157
23326|16
69233|25
65069|105
51384|77
69236|125
33943|136
69239|144
69242|106
56392|21
25137|9
47521|144
69244|139
69245|113
69247|50
69247|79
69248|122
69883|44
69249|73
69704|23
78072|57
69250|114
69254|127
24127|92
27476|157
69254|88
69259|136
24897|2
69259|7
14779|112
41977|143
69259|159
84406|99
69260|50
96393|82
69262|63
52411|42
69262|116
29191|157
69265|84
43344|117
69265|57
26567|62
26872|2
60922|85
69267|81
55099|75
69267|60
71962|14
69267|2
27384|45
58491|116
328|32
43237|71
69267|99
92178|117
10606|41
87095|106
46669|42
90246|158
33974|5
61468|44
72282|87
5430|5
69275|148
69276|127
28963|24
69279|55
46587|5
93168|88
69283|12
69286|156
45189|135
69287|106
69288|95
65028|68
53653|144
69288|33
92032|152
47619|88
69291|62
574|125
69292|96
69911|41
84778|65
69294|83
69294|49
29261|21
97887|58
27103|82
69186|150
66972|145
39927|34
69295|69
32635|10
36795|85
92012|147
69297|130
8276|115
27589|59
34282|98
44269|80
69299|149
59231|53
69301|69
69301|123
69301|130
79901|125
69305|159
42817|19
69305|121
5810|157
53549|18
9126|157
42169|99
71182|67
69498|138
95873|150
47388|68
69311|74
12729|109
76329|69
28701|100
69312|32
78183|109
85626|110
69315|7
69316|89
99716|45
69317|24
69317|10
83678|148
69321|57
33946|109
69323|143
69323|87
49439|30
19910|122
44698|90
69327|26
19772|61
88713|91
69328|1
97737|3
69331|69
69334|22
97815|67
64540|91
50464|67
49238|92
79020|64
4268|1
24936|155
63032|140
97044|32
69336|27
68517|75
4264|109
69338|65
91853|38
21047|73
69338|112
69340|74
69341|67
69345|123
47866|92
16513|97
36109|40
76388|50
34809|51
69352|120
69352|111
69353|58
69358|123
55461|22
69358|77
69361|66
69362|85
5519|69
69363|92
69371|130
69372|14
69372|142
79243|64
91337|103
95804|73
95539|138
69373|110
7973|135
69374|84
89432|14
44388|70
69378|158
15372|53
28945|81
69378|26
5867|133
69379|134
69383|23
55304|89
69384|50
4281|138
69385|107
74511|123
69387|129
15373|18
51701|104
69391|54
69392|24
69392|5
77546|15
6247|113
69396|24
9571|30
72048|76
88623|71
46353|88
66064|110
56134|24
69397|51
77750|21
69398|126
3864|146
69400|61
69404|109
3413|130
69404|138
12711|155
69404|84
94387|28
82646|140
15342|7
69409|21
69409|154
69412|22
7770|152
69413|147
69413|86
54821|145
9501|102
69415|105
69418|33
69418|38
71688|16
73690|107
3265|25
69418|129
64222|74
24336|127
69419|90
83324|24
69155|20
59564|8
69424|91
21611|93
95732|132
17642|73
38968|5
59714|0
69426|45
69427|127
10491|38
40734|123
69428|75
81055|3
52691|144
43139|154
36285|16
40971|81
6386|106
26493|6
74054|103
16556|149
49788|65
69430|98
40142|95
6937|104
69432|151
12345|158
69432|117
96682|120
69434|138
69435|61
66523|100
69438|26
69439|78
75971|10
84320|145
13535|66
69441|6
82048|72
58542|23
69441|120
25290|60
93829|14
28064|113
69441|152
78906|6
62613|154
7333|101
24096|135
69444|89
8390|69
10848|59
53093|113
55528|78
69445|57
36935|158
31074|144
69448|108
60117|22
45462|123
69455|92
55546|64
69462|125
69463|32
96720|30
85767|20
69464|83
69468|75
32576|93
66605|17
73511|9
69475|62
69477|66
38961|113
9858|146
36232|76
69477|140
23579|68
69478|69
69480|120
30275|33
60863|142
69482|134
10518|134
30186|146
71857|31
69482|156
44780|0
69483|87
33599|129
80190|148
15301|109
69483|46
32437|89
69483|73
70236|13
99835|53
69484|53
69485|48
30889|59
69486|79
36628|116
74038|118
34776|54
77867|7
7115|90
69488|16
69497|35
36861|139
69498|68
63575|83
69499|7
64345|96
69504|114
2871|78
23944|117
60464|90
53492|60
69505|136
69506|44
52771|146
69508|107
69510|110
69510|144
25280|14
66938|15
69511|130
67505|142
50520|17
69520|144
69521|100
89941|144
69528|77
69529|142
69530|51
42842|112
69534|110
79899|144
15411|150
30245|89
69535|116
69535|89
95291|136
69535|20
27871|86
69536|20
80281|87
85817|149
69538|131
69541|111
69541|128
61240|110
69542|50
69542|111
69543|33
52063|69
22280|144
69544|16
97540|6
18325|112
25958|93
69550|64
59253|143
69551|124
36081|41
69554|141
3906|79
69559|146
2501|87
63917|73
52621|36
40094|47
69562|39
54434|47
80266|149
62200|124
36842|49
69563|136
15431|121
59483|21
55437|67
54863|57
69567|9
99237|39
69577|89
96886|116
3309|157
21900|75
45581|7
69578|31
86952|130
69522|158
71171|125
53732|51
