Person|Tag
9293|98
8895|48
6338|53
6338|140
6338|40
394|150
6342|29
6343|82
7264|11
8211|25
6343|34
5496|35
1152|85
3317|29
6351|134
6352|31
6354|97
6355|127
1629|100
5188|8
7854|66
907|7
6361|148
6362|149
6362|29
3058|55
1797|46
6231|93
6364|3
9539|5
6366|72
9896|12
4236|153
6376|15
6380|90
3635|39
6380|103
9191|95
6381|45
6381|37
4059|58
6384|56
6389|66
7364|14
1535|83
6389|126
6390|45
8336|40
8479|42
3649|17
1034|37
6393|100
8550|91
5652|73
6394|29
8767|77
6397|82
8105|96
6496|78
5191|65
4551|85
6401|114
6455|14
6401|52
6402|108
6404|5
6405|35
6408|83
6411|132
6412|6
7053|2
2053|3
3475|114
6414|54
7736|158
4998|123
190|59
6415|123
702|79
6417|131
7871|104
6418|43
6419|127
9882|75
7122|20
4259|79
6420|52
1646|48
4591|39
6422|57
6426|23
1160|147
6427|159
6427|44
3045|8
6428|157
4234|105
6431|56
4435|40
2345|93
6438|62
7966|62
6438|16
6439|43
6442|115
6446|69
8836|142
5155|78
1016|93
8400|137
6448|65
8283|147
6448|90
1337|97
6449|146
6452|130
6462|9
6465|137
3827|103
2865|117
6463|89
5983|13
995|122
5764|150
6465|65
6467|124
2409|104
8141|25
6472|22
7620|59
5109|140
6473|74
7173|65
5941|4
3702|133
6474|35
5507|126
5695|133
6480|150
7287|37
9611|26
6484|108
6011|102
6485|5
7867|2
6132|39
3600|145
6489|138
9811|48
7859|133
6491|90
5509|36
6491|144
6491|74
233|147
6492|56
5568|96
1840|112
3248|99
7677|88
6494|82
5651|72
6495|96
3357|30
6497|43
6497|0
9032|32
2848|70
6499|144
6370|72
6500|37
163|106
5062|129
6500|157
5475|91
6501|152
6503|112
6504|123
7959|36
622|27
9716|19
1872|159
9595|71
685|136
4435|87
6508|62
7857|115
3517|79
5907|128
2883|90
6510|105
6085|31
9935|100
6518|25
6519|21
713|24
6524|94
9178|21
4802|115
6533|109
4994|50
6537|97
6538|144
738|85
6540|6
6541|13
257|41
9307|156
8884|122
8244|102
6125|79
6542|68
9516|142
6543|82
2444|84
4578|154
2714|56
3199|79
6544|107
6544|101
5917|37
6245|47
3593|62
6546|118
126|98
6550|49
6551|29
6322|10
4713|78
6555|57
6555|124
6556|138
5189|94
6556|71
6553|84
6558|28
8479|41
6560|106
6560|82
6562|149
6564|113
3116|60
6569|141
6571|71
9650|112
1887|143
6715|151
6574|59
9932|108
6291|58
145|61
247|92
8138|102
6345|28
3871|87
6584|36
6584|20
7978|41
5730|29
6586|32
1665|152
8533|136
9018|35
6589|136
5353|137
6590|109
1351|124
8103|50
6599|113
6412|129
6603|40
6610|69
1523|119
6610|126
1219|92
9709|36
6478|95
3066|148
6614|64
6615|36
6615|11
6619|120
2118|14
6620|135
8732|73
8024|31
5279|31
6622|146
4902|13
982|49
6624|154
8040|10
6601|73
6625|93
9889|47
4841|135
8130|91
1127|150
1177|150
4751|104
6630|29
7420|36
6636|158
3821|67
6640|64
6642|50
6642|44
1849|98
8596|86
4838|155
4534|140
936|146
6646|13
6648|13
6441|67
4250|50
6649|145
5327|106
6652|119
6044|112
3206|119
2029|89
6653|4
5300|126
7820|73
885|128
6657|90
5686|153
6658|39
6754|66
6658|113
6660|157
9324|31
6661|11
2684|127
6663|12
6663|22
6664|89
5267|82
6670|115
5831|25
6671|158
6672|71
3607|54
6680|116
1261|16
6681|87
6905|157
3951|20
6682|73
9347|95
4287|147
7710|141
5956|63
3978|34
6691|60
6691|81
6692|90
9780|53
1780|142
6693|128
9439|91
6695|135
4610|1
3614|14
1665|5
1782|91
8830|65
9935|81
6697|141
6697|37
4234|0
6697|27
6530|22
3867|94
2796|2
609|138
6700|137
6700|127
1160|106
7858|50
254|111
6701|126
6702|74
6703|148
6703|59
1158|83
4755|32
6712|70
6713|153
6717|37
6719|82
2783|35
2673|2
6721|10
4783|157
6722|39
7899|158
8954|20
4302|26
2181|20
6723|92
7391|42
6725|97
3631|142
6728|106
6728|48
5355|101
3055|101
6729|42
6447|151
6730|131
6731|135
6733|100
2637|10
6734|78
124|61
9071|22
5454|85
1685|15
7589|106
6739|50
2163|62
5694|136
2675|132
6740|124
7194|96
9161|97
6740|39
6742|104
6743|118
1047|100
6745|16
6746|45
68|140
6939|154
9388|38
6746|127
9059|100
6747|103
8036|125
8213|65
3030|129
6749|55
346|157
6750|89
6269|104
3424|96
3166|121
2424|152
2494|10
311|136
2153|31
8268|75
6347|73
9232|26
6758|154
354|136
6758|64
6292|63
6762|156
3442|59
844|126
9206|57
6764|6
6765|86
9869|47
1743|126
6767|65
9120|42
5594|142
7405|25
6771|128
4880|130
3462|78
7146|123
6772|127
3395|82
2113|104
3330|102
2577|45
8775|2
3590|77
6776|110
6776|117
1263|77
6776|98
6779|40
3417|8
6780|19
7932|20
8247|159
4437|157
6718|107
6951|17
7757|30
6782|111
6783|38
6786|71
1137|157
6489|141
6787|75
3323|127
6787|151
7168|52
7644|6
6775|117
6792|131
7369|29
8103|80
8053|2
8192|143
6001|5
6798|55
6390|58
9356|43
6393|24
4053|159
6802|50
6806|63
670|81
8075|67
4312|38
6807|148
836|149
6807|29
6809|137
6161|104
6810|11
6609|142
6813|5
6976|94
5900|69
6813|67
6814|7
1990|89
8329|2
218|10
6815|100
1244|51
7633|46
9500|78
6817|139
8681|59
6818|87
2680|106
6821|16
9608|60
141|18
6822|154
1651|78
4217|37
6823|155
9930|95
7194|14
391|139
458|34
6823|139
6823|154
9008|59
202|147
5152|9
6825|64
8708|53
6828|115
6829|1
2260|62
2294|148
8577|96
6554|8
6833|24
7886|90
6835|13
6837|90
6840|24
6842|24
6846|11
6846|84
6846|77
6730|8
6847|35
1554|4
6849|36
9955|104
2571|70
6849|87
8053|114
6274|108
6828|130
2931|17
8849|119
6609|40
1416|116
6863|54
6552|18
880|105
8999|93
6863|84
3227|144
6864|38
6867|129
6868|99
9018|38
6870|40
5021|69
6873|55
6467|25
8609|15
4807|118
6875|75
5111|118
6879|132
5682|90
6882|147
1534|59
6883|3
4100|80
727|130
6884|90
6886|151
6889|112
7536|72
6890|108
5736|131
3615|30
6891|48
1131|15
6401|126
8787|4
2026|98
4109|159
6894|28
4906|126
6256|28
6896|51
5545|133
5014|55
6896|132
8423|98
6383|152
6897|16
6898|29
2465|89
6900|37
6901|97
835|156
3987|56
2109|77
2778|31
6598|6
3507|87
6905|36
2769|140
6909|47
6911|103
6911|17
7446|60
5729|15
6911|147
3790|17
6912|48
3995|85
6917|27
6485|62
6725|108
6919|117
526|30
704|39
5496|77
5481|63
9931|33
6922|139
8301|20
2114|63
6445|13
2763|58
9840|130
6925|80
6925|17
4952|70
6927|123
6927|13
776|87
6896|149
6927|101
4676|16
6927|138
6929|90
7150|12
6930|154
5903|11
470|96
4179|101
6935|110
2534|108
1657|95
6936|128
9484|34
6936|99
9880|47
6937|148
6944|1
6944|7
6945|144
8469|125
6945|122
4621|64
6946|61
3336|84
6949|130
9624|13
6949|46
917|117
6949|20
9205|123
6358|76
6949|51
2547|112
6952|53
8095|118
7243|19
480|58
2019|13
6953|97
9329|73
6955|19
4826|136
6958|113
4619|129
6961|138
5683|109
5129|5
6576|69
3659|135
9020|14
3669|98
5414|148
4892|35
1028|132
4855|25
6159|28
6963|47
6906|43
4652|21
496|119
4554|107
6963|12
6966|22
6544|87
4252|123
2595|130
2560|158
2531|7
6385|42
9508|72
6966|45
8265|76
6968|127
7470|85
4169|82
6970|44
7337|30
6972|4
6974|72
5738|76
3930|68
6977|29
4733|137
6977|103
8811|102
6347|100
1750|25
2474|135
6990|109
6990|157
6572|36
6991|14
5090|25
4238|15
459|27
6995|124
1704|135
7266|158
4761|139
3513|10
7001|133
5928|40
6708|8
1789|49
4149|35
3990|114
7002|62
6997|145
6396|142
998|121
7006|134
378|149
7008|97
6647|116
5000|141
3156|137
7008|105
7008|116
7011|73
5007|135
4314|25
7011|120
6754|124
3909|120
1239|54
7012|116
7013|97
9338|157
9957|19
7015|120
4861|21
1568|51
2807|155
7018|136
6181|136
270|10
7020|94
3442|56
4125|120
7022|76
3285|11
2280|131
7024|85
4629|90
7026|94
4540|126
7027|151
7027|33
8451|29
7028|109
7028|138
3198|121
2651|11
1593|155
7029|65
4872|13
2470|36
7030|147
948|66
4124|139
6752|3
6958|88
6492|23
7031|46
7032|62
7033|33
7744|93
9029|148
7036|18
7041|155
669|94
2304|23
6415|0
7045|98
5958|138
7046|154
9842|63
7047|55
8495|85
2680|154
6983|38
8472|145
4003|114
3517|5
7049|152
6634|144
7053|39
6987|111
6191|114
4730|48
3014|130
3530|55
4683|18
3967|63
4489|24
1361|38
7056|81
527|52
7058|6
9449|126
258|105
7061|49
4834|110
7062|133
1453|102
6560|9
5406|25
3905|77
7068|14
947|86
4346|42
4170|115
7070|92
7071|25
4793|103
7072|40
3408|104
7587|136
7073|100
7074|81
7084|134
7074|113
4566|56
6531|33
271|41
5501|16
2477|84
6838|12
8402|125
7080|47
9281|90
378|72
7038|117
7083|137
4270|6
7083|78
7085|56
4544|153
8587|54
4260|65
7085|29
9495|158
143|34
6462|22
7086|102
568|77
9846|78
7088|103
2135|21
8766|35
7093|22
9449|127
7093|19
3514|22
7094|134
6552|38
7094|153
2470|148
7094|89
7097|25
6612|88
7289|59
7098|2
6757|26
7105|159
8699|16
7106|110
7107|46
2208|29
3842|156
6804|156
9701|82
7109|49
7112|46
9642|88
8635|10
7113|118
4079|50
3357|108
7116|95
9587|55
7026|118
7117|88
7717|88
7117|19
9347|154
5981|157
7785|129
7117|133
9899|125
6505|68
2970|101
7118|99
6256|90
7118|152
8241|134
7121|101
6157|67
615|72
5180|71
7125|20
8208|3
7029|83
7127|141
371|81
7129|20
5609|75
9547|10
8044|156
7132|18
3862|93
9043|131
439|1
4373|159
6838|158
7133|11
7135|99
584|14
8650|51
3061|146
7136|98
2953|68
6984|62
9885|59
5964|41
6726|23
3370|41
729|67
6529|125
1369|39
7140|127
2994|81
7140|148
9692|155
7141|133
2022|104
7141|144
7686|158
4284|124
2903|1
7143|76
6064|43
7143|135
7143|55
7610|63
7145|62
4730|154
7147|80
8073|26
7150|81
9195|76
4004|103
7109|28
7978|79
5289|139
7155|139
7156|157
6069|30
9819|130
5025|137
569|106
7158|112
1490|31
8459|93
7159|86
1326|14
6508|89
6310|158
7161|76
6332|60
7162|146
4265|105
9907|143
7162|139
7008|94
7163|29
1761|63
7630|77
468|67
7163|147
7165|65
2276|58
5758|26
4172|34
6486|44
7166|121
2604|82
6397|80
3303|28
366|71
7168|157
7170|49
5882|38
7985|76
5959|81
7171|76
9637|30
7084|37
6889|30
7091|148
7173|50
7173|37
6895|159
1737|130
5858|136
7176|23
7178|83
6602|90
7180|43
7181|0
6524|154
9489|25
7181|141
4836|32
2792|141
7181|18
6681|21
8806|78
7183|15
1604|34
2998|131
6928|14
7183|25
7709|121
7184|109
3668|51
1713|124
6349|43
7186|129
4915|63
592|25
3516|81
7190|153
371|146
1977|147
6797|159
7190|41
5164|70
5157|90
6207|44
5471|130
2466|66
7191|68
7192|111
7651|119
3081|22
7195|125
5645|88
7111|105
7196|97
2297|76
7199|57
7199|12
6309|111
5746|101
7199|60
2510|17
7201|49
4618|37
278|149
7201|56
7708|46
9881|157
7202|108
9510|91
7204|100
9840|91
9075|11
8609|76
5740|15
7213|62
7214|67
7215|112
2116|56
7215|93
4029|144
7215|140
7217|138
3697|1
7217|123
397|92
6285|15
7218|92
7222|21
7116|157
4275|40
1842|75
8547|13
7225|24
6840|154
501|45
4084|50
7228|150
4106|87
7230|75
9832|9
9903|114
8903|49
2784|91
7232|136
7028|135
6979|104
7232|12
7235|146
5909|111
6435|84
4258|136
7135|127
5980|78
7241|103
8461|28
2408|146
3302|150
7242|15
7243|52
3503|3
6610|33
3409|99
7244|130
9357|85
7247|123
8207|30
5815|144
7247|55
6792|137
6224|32
7249|151
7249|64
2384|135
4221|107
7250|42
4981|8
7888|58
9561|6
2873|74
7212|134
2963|25
7254|140
7256|118
8069|148
4073|5
6252|159
8974|1
8623|148
3782|66
7259|81
2095|147
7260|143
7248|19
3306|98
7261|6
7624|86
7264|133
5817|129
6937|62
7968|7
4799|158
2826|113
7268|57
335|142
4655|115
6594|37
7268|90
7270|51
8554|74
7271|120
7272|132
7272|107
5569|54
9378|156
7274|75
3932|0
7274|82
7274|148
6882|17
9452|6
4089|116
3737|101
3196|155
7275|79
6782|44
6728|23
9706|35
7276|76
32|158
7279|55
5194|70
7281|64
7281|4
9224|48
7501|116
3421|48
7281|35
7291|43
7283|132
1941|156
6025|53
7283|45
2327|159
7284|21
8885|136
8309|52
706|99
850|106
7284|2
5112|35
7287|68
811|14
4360|142
4119|133
4026|83
4602|52
4356|144
7443|121
6839|73
7294|136
7803|40
7295|102
7296|116
3276|13
3094|135
7725|7
7297|73
6910|111
1169|150
9563|88
6422|56
5289|70
5749|113
3472|149
7300|151
3721|55
9511|11
2368|92
7301|10
121|92
7304|140
6783|89
7305|75
5427|134
7310|48
7311|91
8290|63
7249|1
5544|103
6694|107
2931|105
3574|113
6783|158
7285|112
6054|10
7317|15
7932|29
4372|24
2847|14
7319|10
3112|103
7320|112
8017|34
8542|107
983|70
7320|12
4325|6
7320|151
5640|121
7320|52
9129|56
1856|107
6186|153
7320|99
3022|9
3420|85
7322|122
7005|1
75|119
9016|68
7324|62
7556|2
4645|77
7326|32
7326|129
238|71
3042|6
344|93
7329|93
1389|2
7611|106
7208|123
2447|38
7331|153
7331|122
4873|119
1961|33
7332|97
6882|48
8789|118
7320|45
7335|61
8208|110
4983|149
7337|88
7461|59
7337|73
9300|3
7339|76
1739|157
7342|142
3632|51
7961|3
6783|23
7691|106
7345|108
6490|98
7346|9
2359|52
6874|17
6831|21
520|70
3470|116
7346|52
1653|67
8167|63
5531|1
5081|62
7999|50
4149|26
7347|79
9600|126
6129|91
7348|157
7348|60
858|72
7188|25
7349|96
5317|80
400|137
7350|4
7350|90
7351|24
8813|144
1888|43
6039|64
7354|47
144|149
9137|104
710|128
6000|78
5644|153
7358|148
4927|11
6967|128
7360|6
6051|55
4746|147
2625|89
7360|113
7386|85
8703|141
7361|30
7362|20
4787|132
8110|155
7363|3
7363|67
7364|72
4379|113
6425|93
7364|117
1617|37
7364|123
7209|23
5624|5
7366|101
6663|6
293|59
1884|59
3436|0
6973|133
9388|21
7369|27
7119|17
7370|46
7373|140
1458|94
4239|71
7015|108
7376|91
3166|92
7378|68
3776|28
4288|94
2554|153
7384|151
3778|97
7386|113
7388|100
6962|46
6764|16
7390|143
3519|78
7391|49
9496|5
6471|8
7392|103
6423|0
7553|56
7392|86
9507|148
7393|159
8771|114
3050|143
7395|112
7396|58
7170|65
7397|79
6860|22
1309|65
5261|31
4313|98
7401|129
6265|59
7404|12
9369|122
3800|95
7348|19
3036|143
7405|155
7406|130
7408|10
2065|133
7408|66
776|41
7412|64
3854|141
7413|84
7415|59
7417|55
6593|63
6962|79
8734|154
7418|90
4658|139
7107|51
5767|26
7420|80
6796|120
7420|118
7420|62
4691|159
7422|18
7422|73
7423|13
6254|19
7423|5
6471|145
3557|72
3874|17
1221|57
7427|21
8676|62
4744|98
6540|43
7428|40
7070|95
7429|62
7430|123
7431|33
6660|44
6283|50
7435|110
7435|1
7436|88
9614|109
7437|7
3031|115
7439|106
2208|113
7441|20
9520|137
7441|108
7442|142
7445|53
6550|141
6359|145
7921|4
6803|57
5794|116
9880|10
7447|69
4854|48
6495|102
9736|149
8486|3
7450|20
7813|67
6796|159
6848|114
1350|137
7452|23
7660|88
5503|14
7452|3
9222|148
665|7
929|70
6417|40
3153|157
7458|51
7671|62
7458|18
7458|69
9238|124
8439|109
7459|107
604|61
6286|117
7459|138
7460|125
7461|4
7463|136
4849|147
7465|123
247|13
9691|126
7467|58
7468|50
7468|115
8442|13
836|128
3167|16
8695|8
925|139
7469|97
7469|40
2976|57
2015|147
7727|34
5506|15
7438|131
4832|71
1360|17
7470|149
2928|106
7470|21
5748|28
7471|49
6406|125
961|67
2912|17
7543|16
7475|22
7482|23
320|150
6729|74
7484|47
6452|10
9834|50
3880|102
6509|38
7485|21
1704|2
4853|55
7485|87
3252|120
7485|39
3126|65
7225|99
7486|24
7487|126
7153|46
8583|136
7030|49
7490|90
8957|50
5386|139
755|77
3557|25
1095|143
7494|110
6834|116
6558|113
825|24
7496|107
950|34
1967|16
7498|106
7246|41
8939|144
9912|12
6888|77
7498|51
9016|74
7498|84
7501|16
4800|107
7138|137
7504|17
7505|155
4464|130
6301|155
6603|87
2852|107
740|34
7509|51
7888|88
1862|43
4349|78
7511|60
6223|38
104|10
7514|5
7515|100
4991|92
7483|61
7517|68
6362|62
7013|127
7518|143
7053|67
7518|6
4396|106
7219|55
5314|93
7519|35
7495|47
8403|118
4846|106
7522|106
7055|92
3608|129
7522|118
6154|90
385|18
6833|9
7522|143
7523|7
7524|26
7707|131
7527|19
424|126
7979|13
4789|20
7529|14
7533|148
7533|109
7535|77
2835|17
7537|29
6941|118
7538|51
6721|9
3085|131
7538|113
7141|113
7539|65
6637|4
7543|17
1218|32
7401|48
8706|85
1819|140
6196|25
6560|112
6974|128
6230|117
7544|106
477|153
7545|58
7546|101
7546|128
8216|105
7547|75
2473|79
450|56
6434|80
8790|153
7460|120
4631|45
4019|105
7550|119
7224|54
5446|112
7551|86
7554|72
9072|67
7557|139
9648|91
9811|112
9893|72
7558|156
7559|146
856|36
5251|35
7333|60
7543|71
7561|48
31|3
7561|106
7562|111
8005|56
7563|78
9509|81
7564|151
7565|115
7567|158
4135|138
7568|67
6096|0
7267|17
7458|58
9895|140
7570|151
7528|119
7570|114
7572|153
7307|52
7572|140
1483|140
9210|82
5095|28
4888|24
3140|114
7573|113
6266|0
8382|122
8498|83
7574|94
1328|62
9035|83
4077|106
7575|74
3843|3
7990|4
1479|33
7582|23
7585|157
2652|11
7587|140
7377|129
7406|53
5642|140
7592|99
4217|97
1777|33
7593|73
4660|51
7812|72
7603|98
8054|77
9591|128
6865|55
6376|22
9991|122
4475|85
7014|74
8752|78
7339|90
7342|14
6947|23
7609|73
5485|157
7610|58
7610|44
1001|18
7611|15
7612|151
9266|100
7022|150
7612|92
1350|129
6421|119
7613|37
9798|79
8367|40
7617|91
2011|15
7041|61
7617|158
6719|112
6975|74
7618|112
7550|147
7618|72
7621|48
7189|114
308|117
1130|129
8744|76
4913|81
7623|32
4832|106
6828|142
8897|54
7629|53
6984|91
1210|39
5713|103
7266|55
9866|48
6552|85
3383|85
7860|86
331|139
839|109
3670|110
6776|54
5549|66
7632|38
7528|115
5917|17
7632|35
807|132
7778|19
270|13
7634|153
2971|64
4482|5
1266|8
7635|39
7638|158
5550|137
3653|109
8495|104
7606|3
7639|66
7640|144
7596|101
3636|142
7640|2
7420|54
7641|127
7641|97
8158|21
7642|127
9281|41
7642|45
7077|92
7815|22
7306|70
7170|3
6606|119
7645|55
7534|1
4334|82
7506|3
5170|51
2736|116
9923|130
7648|80
4525|52
7649|65
5938|26
7654|113
9164|119
9977|104
649|138
3553|126
7657|158
6291|26
3230|136
7658|86
7659|77
3700|38
7662|123
7665|152
6419|138
1947|99
7219|46
7665|66
7491|48
7666|16
8174|126
4791|139
7668|74
7669|123
7084|15
7006|99
7673|147
9069|145
7495|39
6329|80
5293|146
1930|114
7676|78
7676|123
3762|0
7677|44
7802|89
6375|46
4278|124
7679|25
9815|142
443|120
6853|55
7681|43
1217|45
3337|149
2388|6
7683|156
1758|151
7687|108
7687|91
9699|16
8856|80
3412|17
7687|154
8435|76
7688|3
7689|16
7023|127
7690|6
6872|20
5181|30
7695|12
6908|90
9919|111
6298|113
2224|99
7696|94
5707|140
9256|157
3309|61
7699|2
7700|138
3592|90
7700|41
7703|145
7484|112
658|80
7704|155
8277|76
7706|85
9446|134
5622|145
3613|99
6924|118
5117|152
3087|24
386|120
7707|35
529|31
2047|145
7450|65
8612|1
6009|13
7707|31
7161|95
1341|22
1720|22
7782|155
7707|50
7642|132
3981|31
7708|75
5318|18
7709|61
5682|2
4983|9
111|18
7710|140
3916|115
6385|152
6662|6
7711|85
6110|0
7712|127
6069|106
169|59
5611|33
3763|128
557|92
7712|72
6799|26
6569|74
7921|115
7713|86
770|24
8400|30
7715|114
801|96
4769|99
7716|41
6056|135
6944|5
2435|10
9738|99
7108|6
337|105
3963|22
7716|79
6040|123
6674|25
6692|115
7716|150
9326|44
8126|132
7720|14
2798|41
8386|12
4539|74
6626|157
3289|28
7652|95
7723|129
7724|28
8279|102
84|32
8707|10
7725|137
3044|43
136|34
6979|52
5946|117
7726|78
724|22
4998|75
4182|54
168|21
7726|5
7124|153
6105|68
1984|79
7366|145
7239|13
8691|19
5792|21
6993|17
213|7
7728|49
6969|103
4377|64
7728|78
7732|50
6633|157
9815|11
9637|71
7733|108
7274|10
7735|12
7831|77
7735|18
3127|36
2648|123
1206|34
7736|4
4215|15
7737|60
2123|45
6969|32
7738|42
9559|51
5348|60
7471|44
9047|156
8741|82
6059|144
3938|67
4101|103
7743|158
9519|8
316|27
2477|129
495|75
7743|151
5731|125
7744|106
7763|154
4918|113
3278|119
1217|92
4445|95
7744|128
7744|31
7747|96
3321|100
7748|155
9542|105
3363|133
7748|16
7526|129
5549|1
6750|27
135|98
2154|112
7750|118
9180|35
7018|36
5035|12
7751|7
7553|16
7754|46
7754|22
6621|14
9187|97
366|30
7756|56
243|149
7757|14
2579|106
7469|118
3630|151
7759|0
6654|35
5178|88
7759|129
1214|61
4089|89
1813|43
7762|93
8662|147
8141|62
6758|58
7775|77
7764|72
4222|121
516|140
1300|120
7766|154
7766|55
572|139
4381|48
7768|127
9164|4
7769|116
9755|145
104|92
6215|22
850|98
7065|26
4941|89
3333|6
5940|4
6542|9
7770|131
7262|94
7770|28
7771|50
7771|153
3028|139
5202|51
5474|65
4515|88
5770|19
7778|21
2796|44
7770|148
8317|60
6084|23
3575|72
7778|154
4024|145
3262|13
7779|54
6264|150
7221|68
6847|157
7451|120
5176|97
7780|129
2971|109
7431|159
7768|137
4858|19
1133|68
7782|97
3151|36
7782|100
7647|159
5421|1
4400|23
7783|109
944|105
1708|107
4246|141
6490|152
7786|101
8376|65
7532|66
9922|42
7787|75
3606|40
7222|110
4939|114
7788|88
4387|83
4998|11
100|153
7789|83
5745|5
4278|66
7790|24
2163|77
3819|135
9338|40
1434|47
6856|101
7299|7
7798|5
6882|103
1141|4
5444|8
3718|45
4578|47
2882|55
7801|108
7802|134
3639|38
8885|45
7804|16
6957|90
8370|150
7805|50
7361|6
8972|42
6661|69
7805|104
6869|101
7808|34
7808|50
9439|136
4563|58
4340|62
1867|145
6442|82
511|125
4785|58
7808|63
6715|114
4336|119
4920|94
7812|117
8473|92
2708|117
2141|44
9737|93
7111|78
7919|88
7775|79
3939|43
7815|8
9565|27
4019|91
5199|89
7816|158
4248|122
636|13
7635|136
7817|14
5664|15
6627|36
9521|42
3382|28
7820|108
1456|84
8808|70
1117|89
7781|22
6482|63
9246|37
1149|159
3752|151
5635|20
7825|125
8450|2
7779|140
7071|33
423|120
7826|26
84|142
104|27
2684|98
1906|47
7826|34
203|142
598|71
9739|69
7084|95
6792|34
9190|107
6602|13
4185|22
7827|18
7828|135
7972|144
6648|127
5207|28
9569|139
7829|59
9408|25
1939|11
5474|86
9919|104
1256|35
7246|118
4293|78
7830|106
9976|114
7548|135
7296|106
7831|26
7922|43
2772|24
9151|128
7749|8
5789|63
675|92
6718|5
9644|106
3801|14
7832|19
7833|71
7837|67
1397|4
6083|30
7842|1
6921|54
7842|66
7842|14
7843|132
9461|77
6195|71
7845|85
7845|11
8854|95
89|57
7553|120
5344|56
7846|150
7847|37
9353|60
7848|113
7349|27
6637|42
7849|15
515|70
7012|138
7850|28
9914|61
724|40
7850|118
8330|10
857|83
7850|134
3221|11
832|97
7203|98
7852|64
1275|152
5008|36
8511|132
7852|95
7919|133
7853|135
3136|158
2587|46
7854|75
6614|71
7854|94
7854|10
7855|135
7857|35
1459|19
7857|139
7986|66
9041|159
8458|49
7859|153
3003|118
7859|22
7861|31
7861|132
1305|133
8912|56
7280|72
7862|12
4283|27
836|140
6976|8
7863|10
7864|92
7864|153
2040|144
7866|48
6626|5
5947|118
6695|58
7668|143
9642|17
4453|127
8107|20
9479|96
5435|3
7869|13
9523|133
7870|115
7871|72
8830|87
7872|3
7931|24
7873|48
7970|71
8239|78
380|106
6046|60
5191|90
6771|154
7943|121
6896|40
6241|98
7509|59
6267|66
7879|87
7879|145
3355|88
6519|149
5240|156
7880|43
7224|5
5122|13
81|28
3482|132
7661|45
7881|105
3941|80
7884|8
7885|73
7234|82
2866|113
7885|1
349|13
1034|130
5144|63
7491|20
1601|50
7886|79
9171|84
7280|0
3334|61
2928|45
7888|74
6524|88
9233|10
5184|9
7888|27
7890|80
9638|68
7837|102
3852|46
7891|52
9119|24
7891|56
7608|129
4790|39
7893|9
7569|143
7893|73
7333|92
7894|21
1552|51
3714|94
7894|157
9498|2
4729|73
6380|79
92|20
1058|38
7894|9
7106|28
7021|121
7894|13
7594|104
9502|32
7895|127
9415|81
4480|150
7895|76
2494|101
7896|14
1546|22
7898|112
7898|91
7898|153
7900|137
8158|97
7900|124
6446|135
7066|84
2156|13
4186|106
3958|49
7900|110
7904|95
883|49
7904|107
7670|116
7133|48
2502|42
7905|153
5798|117
1073|107
2624|4
7905|28
9423|42
7790|18
8248|116
169|149
6776|84
8476|111
549|16
8322|39
7622|13
9851|146
6696|117
4454|30
7909|59
3139|112
7910|41
7912|22
7914|152
9040|76
7916|133
5545|148
3582|54
9417|39
8844|109
6570|83
7918|6
7918|76
9822|117
3035|121
6307|106
2667|0
7483|46
7270|99
3994|87
9583|11
6608|85
5807|79
7858|90
7748|103
8297|119
4321|57
7921|129
7711|140
7923|81
4351|40
6796|5
7926|25
5810|142
1323|40
7927|78
7928|98
9050|95
4387|34
832|121
3189|138
2760|137
6700|139
6898|133
7843|124
4154|146
6847|146
6871|120
5354|2
7931|124
2072|117
7105|76
9903|41
8301|28
5069|66
72|115
7933|74
8840|71
9506|118
1825|64
3443|158
5184|3
574|143
7934|153
7227|55
1204|134
3925|136
7936|97
6355|109
5233|104
6394|78
622|16
9641|136
7615|82
2467|85
7938|156
6548|111
4687|38
1931|10
7279|150
9144|114
7938|27
2436|4
3328|150
8641|17
9400|119
6297|65
7940|151
7944|88
6729|39
7944|27
684|27
6069|152
649|22
5279|14
6774|66
7948|59
3033|116
6716|146
7949|119
1919|137
6818|154
2362|145
7950|43
6413|61
64|122
1539|25
3819|143
7950|159
6879|144
7952|54
6831|5
7952|89
5612|115
3883|41
7954|76
7956|19
7058|148
2807|24
881|146
7957|97
1858|154
6538|43
8276|110
6906|110
21|124
6735|87
5967|8
7961|86
4759|6
4186|56
889|75
7961|87
7702|38
7962|54
393|32
7962|29
185|57
7788|68
7964|126
2795|155
7965|144
359|56
7679|81
9125|102
6688|86
4706|110
7626|104
3090|53
7965|147
7966|4
9228|73
2652|51
1204|122
8302|75
7966|90
7966|107
7968|10
5585|10
7810|104
7968|71
3133|142
7358|119
7972|79
7972|91
5432|42
9659|142
6773|124
3020|53
8175|135
6679|50
7444|86
7974|122
6671|157
6645|136
2557|43
7974|158
7975|36
7975|42
2556|16
7977|79
423|57
4597|111
7979|1
4538|1
7980|59
8586|57
7983|155
3025|59
6812|75
4458|62
7377|132
7592|145
7289|72
7985|115
7986|60
7805|153
9969|51
9187|134
4365|27
7851|30
7990|65
8004|35
7829|56
8073|149
2167|107
7990|137
7150|56
7992|48
7993|143
7994|83
7995|19
7735|20
5427|145
7996|25
4899|130
7997|115
8325|130
1046|11
7998|142
3257|49
7999|26
7377|133
8001|76
8845|54
7773|5
3569|8
6397|158
7084|46
8356|32
7873|0
8001|77
8650|7
