Forum|Person|joinDate
384|8196|1998-07-26 05:20:12
384|835|1992-08-11 09:30:58
79|1354|2007-07-29 20:39:45
385|9444|1975-06-25 06:30:28
385|4668|1988-01-21 10:34:50
385|1499|1986-11-03 10:36:06
385|1539|1997-11-03 20:58:55
114|7330|1999-01-28 13:31:00
385|3679|1970-10-07 09:01:36
144|747|1980-02-17 13:57:21
385|8866|1986-04-24 20:47:36
386|7743|1994-11-05 10:15:19
386|7134|1986-09-07 15:40:09
386|5728|1997-12-07 19:33:45
31|1115|1976-04-25 05:18:29
386|2101|1987-07-27 14:24:16
386|5877|1980-05-31 05:42:16
386|5254|1999-07-30 14:11:38
386|4303|1995-04-07 19:12:20
386|5831|1962-06-22 04:18:17
15|5409|1992-05-14 15:42:09
304|8083|1973-09-08 21:52:02
386|8985|2000-12-21 09:57:37
387|4452|1965-04-24 10:31:24
387|9538|1996-03-09 17:53:45
163|5590|1979-01-25 18:13:05
350|3223|2003-12-08 21:41:08
387|6974|2004-09-07 19:19:09
388|985|2004-07-18 06:59:40
388|7653|2000-08-30 05:34:54
388|5166|1975-01-11 14:03:29
388|7025|1986-02-27 22:30:19
281|330|1988-11-22 11:23:38
388|7756|2004-08-30 01:37:47
389|4661|1980-11-26 15:58:11
389|8675|1986-04-29 07:05:17
389|3213|2006-07-18 16:04:53
73|1418|2007-09-22 00:47:39
389|347|2004-08-13 21:05:01
390|3354|1979-05-29 10:23:42
390|6297|2003-06-20 21:19:56
390|9046|2008-07-07 15:35:16
390|796|1968-06-16 04:14:59
390|4420|1989-10-18 00:26:14
390|5787|1968-01-02 14:55:34
391|658|1984-10-27 22:18:26
391|5108|1980-05-12 00:57:42
331|4572|2005-08-16 07:45:41
391|1349|1962-06-29 19:21:38
391|5854|1970-07-30 02:29:58
391|3867|1988-02-26 18:17:53
392|6645|1985-01-14 14:56:05
392|3126|1985-11-26 05:35:20
392|7182|1981-05-04 07:23:07
49|4466|1980-04-24 05:20:41
392|9137|1985-05-14 11:51:21
392|2703|1974-04-13 21:29:50
270|6263|1987-08-14 02:09:03
393|4265|1961-08-23 21:43:49
393|7044|2007-09-22 23:56:40
342|809|2008-06-10 11:24:10
393|253|1967-05-28 21:17:15
394|7082|1995-02-11 18:01:57
13|1640|1964-12-30 12:39:56
394|479|1983-06-22 22:22:52
23|187|1973-12-01 17:35:49
394|9041|1984-05-02 09:16:52
394|7098|2006-07-30 19:37:22
394|5245|1966-04-08 02:54:31
125|1529|1979-01-28 01:03:44
394|3194|1986-01-14 22:54:38
394|6804|2004-03-21 16:00:20
204|2487|1966-11-17 09:36:58
395|9089|1982-06-14 15:40:47
128|8114|1967-12-28 20:53:17
395|5508|1962-03-20 17:56:18
395|3442|2001-04-23 05:18:17
395|895|2004-06-10 18:50:17
113|5285|1975-02-27 19:33:51
395|8047|1991-02-18 05:09:16
67|3043|1960-07-06 11:13:55
269|3400|2007-05-08 16:20:16
395|9676|1996-06-02 19:43:46
395|4167|1986-05-11 20:22:55
396|8992|2008-03-18 14:56:11
396|7433|1979-03-03 11:44:43
96|2664|1982-02-08 06:04:08
396|1689|2007-02-15 00:54:55
397|8409|2008-11-18 03:22:47
397|2493|1977-01-09 00:12:04
397|581|1995-03-06 13:29:05
328|5453|1999-12-21 15:24:27
397|5876|2003-02-25 22:55:47
145|8662|2005-10-11 00:23:27
397|1540|1986-06-16 11:55:04
397|534|1979-06-16 10:01:47
184|2686|2004-12-23 14:19:17
236|3414|1960-10-14 23:11:53
397|3624|1997-11-12 00:31:08
398|5921|1982-03-08 07:13:04
332|1641|2001-06-09 03:29:35
398|3949|1969-12-10 09:29:26
66|6036|1990-07-21 11:18:52
398|9827|1972-07-10 08:28:19
398|7056|1966-03-02 01:16:27
398|7608|1982-02-28 03:28:15
399|7403|1968-03-10 21:08:31
399|5948|1998-02-07 04:44:19
399|3992|1974-08-21 23:36:38
29|9147|1968-02-07 19:58:12
399|8508|1993-04-14 03:13:50
399|6570|2003-05-19 04:42:46
399|2708|1973-12-16 00:32:42
400|7558|1969-08-05 22:55:02
400|5284|1965-10-14 23:18:25
401|370|2000-11-08 09:23:13
401|7534|1986-01-25 23:06:57
401|7193|1983-07-30 16:02:59
401|6952|1970-10-04 05:32:54
401|7124|2006-11-15 16:10:18
401|4575|1983-10-27 05:51:16
401|7345|1982-09-23 23:00:18
402|5813|1980-12-30 17:22:26
402|8565|1992-06-28 10:18:25
402|6956|2003-08-27 14:28:50
238|4839|1968-02-08 06:58:59
402|6709|1991-12-28 17:21:29
402|5635|1991-04-16 14:18:40
402|4298|1970-10-06 21:26:42
402|9839|1985-11-14 14:07:52
402|9863|1981-05-25 14:40:39
403|7526|1988-12-29 21:45:32
403|3522|1984-06-28 17:12:53
403|4544|1980-05-20 18:38:23
403|869|1996-07-20 03:53:42
403|7938|1968-11-13 03:19:24
403|4949|1962-09-04 02:35:02
236|3562|2004-07-20 08:25:45
403|4746|1980-11-29 11:50:36
403|5441|1993-11-07 11:18:07
403|8868|1984-06-15 19:16:52
97|705|1960-05-14 09:22:43
109|8391|1987-03-19 02:27:50
404|1044|1984-05-09 03:26:39
404|7465|1967-03-22 10:17:31
213|5760|1974-06-09 00:33:12
404|9908|1987-04-28 04:26:33
404|8133|1996-01-01 08:47:05
404|5868|2008-12-31 08:00:14
169|3923|1968-05-20 08:21:10
367|5996|1995-08-30 02:23:16
404|781|1960-06-07 00:17:27
405|2240|1991-04-12 16:50:15
355|1993|1999-10-17 15:54:25
405|6397|1965-10-27 17:49:50
405|4720|1989-05-06 18:29:56
100|7076|1988-12-10 04:52:22
405|6883|1969-10-13 01:44:55
101|4405|1970-03-26 06:09:11
315|4223|1991-05-11 05:23:56
406|2604|1965-11-18 19:57:43
406|9154|1994-01-10 23:15:53
406|3107|1987-10-21 19:51:52
341|154|1974-12-09 22:33:01
406|2757|1995-03-12 05:31:58
305|4492|1962-02-02 03:18:12
388|8156|1978-09-07 13:06:09
406|4446|2005-03-01 01:22:36
406|9881|1983-02-07 15:56:32
406|7058|1985-12-08 09:29:16
407|8070|2006-02-25 05:59:09
407|2809|1964-01-01 17:54:32
407|2528|2006-03-08 09:05:01
407|8281|2001-08-26 22:00:34
407|9728|1962-09-06 17:09:53
407|8198|2008-01-29 18:53:21
408|9412|2002-10-28 20:12:35
144|3028|1970-06-24 05:26:46
408|2649|1971-10-23 03:49:08
16|5225|1991-11-01 15:22:20
408|4399|1993-06-24 15:50:59
408|389|1961-05-01 23:45:13
408|8202|1972-11-15 12:49:48
28|4554|2006-10-22 02:47:18
35|2989|1998-06-19 20:54:04
408|3327|1994-01-10 22:00:32
43|2840|1973-01-02 06:31:46
137|7187|1966-06-09 18:00:01
408|7498|1990-08-10 00:06:38
409|864|1982-10-30 02:41:47
377|5799|1987-04-22 21:04:59
409|7073|1971-01-08 18:27:47
409|3972|1972-08-11 20:06:35
409|1458|1970-03-28 14:54:09
72|1326|1970-02-10 15:47:10
409|6729|1965-04-10 17:41:43
410|4635|1983-12-04 13:15:00
104|829|1988-08-15 19:02:57
410|4074|1972-03-04 11:16:54
165|8966|2005-02-15 06:52:30
286|2351|1961-12-16 04:15:55
410|6726|1993-08-15 21:23:44
410|1058|1994-02-07 08:24:51
410|8121|2004-12-30 17:26:59
410|9225|1988-10-26 14:30:34
228|7087|1983-03-16 16:36:56
230|518|1973-09-25 21:09:58
411|8024|1961-07-22 09:43:46
227|1757|1995-08-31 23:56:09
411|4707|1966-08-29 12:42:48
4|5452|2001-03-07 22:41:55
120|841|1970-12-12 15:22:19
411|5981|1966-08-06 13:17:55
121|4204|1997-06-22 22:40:16
411|285|1999-11-29 15:43:29
411|2702|2003-04-24 07:04:14
411|2991|1979-09-09 07:26:15
202|4903|1992-03-23 12:35:44
343|7828|1960-07-11 02:21:48
411|7858|1962-12-26 15:03:44
80|876|1977-05-20 16:02:10
411|8338|1992-03-02 22:46:25
411|2100|1981-02-19 10:11:07
175|3468|1963-11-26 05:40:12
411|8666|1972-08-23 06:55:06
412|7517|1963-01-12 05:59:15
412|7298|1991-02-09 22:12:43
412|8097|2006-04-29 14:14:05
401|1855|1997-07-08 07:33:53
413|86|1998-04-29 07:33:20
413|3887|1971-09-23 13:56:24
413|6594|2002-04-23 04:10:17
414|8264|1991-04-17 09:14:19
414|2087|1990-03-25 16:29:33
374|62|1967-08-18 08:36:36
414|7717|2004-05-08 10:04:04
414|3042|1983-03-06 13:36:39
360|666|1992-01-31 03:49:46
414|2888|2004-02-02 03:16:21
356|7122|1984-07-27 11:52:19
414|2700|1992-10-16 17:23:44
25|5565|1963-01-18 02:09:32
414|7186|1971-08-08 14:01:06
158|5073|2008-03-28 22:20:09
162|2117|1981-09-24 06:10:56
414|316|1969-06-02 14:25:12
414|9628|1994-12-19 14:50:19
280|1292|1982-06-01 04:38:16
414|1413|1985-07-21 07:46:19
341|1417|1969-04-30 09:40:27
414|1511|1974-08-10 18:41:58
415|8934|1985-04-12 23:44:10
80|3838|1999-07-03 13:10:46
97|6227|1972-08-02 23:43:09
415|927|2007-04-18 23:26:48
415|9939|1960-01-13 17:53:34
415|2155|2007-08-04 21:55:55
49|1853|1968-05-30 05:06:51
332|4983|1995-09-29 18:55:56
415|2492|2006-07-03 22:12:24
415|2478|1964-04-24 23:42:59
416|2631|1993-03-21 07:09:26
416|3818|1996-11-29 18:35:03
206|2962|2005-01-03 23:42:20
405|6766|2001-03-30 16:57:10
416|1316|1998-05-22 12:53:26
416|9677|1980-07-02 05:30:49
416|1327|1980-10-28 10:21:06
416|7663|1982-10-01 00:31:09
416|9270|1987-03-19 07:19:11
417|8621|1960-07-25 02:50:46
379|2025|1975-10-05 01:23:50
417|6118|1977-03-14 14:02:22
417|6176|2006-09-05 10:05:38
105|9219|1991-02-20 02:04:51
418|4487|2002-12-16 14:01:11
418|8329|2001-02-17 00:29:16
418|1807|1988-10-23 00:17:04
418|7570|2003-05-16 00:18:08
73|5065|1979-01-20 11:21:49
418|4785|1977-12-18 03:32:47
185|4994|1971-07-24 16:57:41
418|4996|1981-12-27 11:15:11
1|8562|1961-08-09 14:25:08
75|1186|1988-03-30 13:41:24
285|5774|1970-01-20 22:10:05
418|4005|1976-02-02 13:36:11
418|6204|1981-09-22 22:40:26
358|1717|2006-07-13 02:24:40
415|6260|1976-02-29 13:12:47
419|4716|1993-12-31 22:21:20
419|7230|1982-07-21 07:47:43
419|8484|1980-12-04 22:11:26
419|2195|1965-07-08 21:45:34
331|3903|1963-09-19 18:08:55
419|3866|1978-05-26 10:16:27
419|729|1968-04-24 10:30:41
419|9092|1973-12-03 12:50:03
168|4991|2001-10-04 04:00:54
419|3379|1983-06-19 07:15:37
419|7467|1976-01-30 02:59:12
145|8328|1996-04-24 08:12:05
419|9561|1999-03-01 06:56:23
57|2380|1995-03-26 07:32:44
218|1390|1994-01-08 14:48:24
419|588|1966-07-13 06:11:21
419|1522|1989-02-22 10:08:59
419|7686|2001-06-21 22:35:09
419|1147|1992-08-19 09:00:48
420|478|1975-08-03 11:00:35
420|5094|1998-05-23 06:22:31
312|7571|1986-02-28 04:35:08
326|2140|1963-02-13 01:06:46
420|1027|1961-10-01 03:33:03
420|6342|1992-12-24 22:46:15
421|5320|1967-10-10 10:33:54
421|5164|2003-08-20 07:35:36
421|8956|2003-10-29 12:26:58
301|9824|1976-01-06 01:51:24
421|506|2005-05-06 13:43:40
107|960|1992-12-02 13:14:24
422|2636|1961-11-04 02:14:00
422|5367|1974-07-19 05:19:08
422|3916|1992-01-01 02:58:07
422|7826|1969-08-10 10:53:34
422|3967|1989-11-22 12:17:13
422|2411|2007-08-25 17:01:58
422|9841|1999-02-04 05:19:03
422|9000|1977-07-25 02:43:08
422|966|1995-12-09 20:52:11
7|8105|1967-07-15 06:59:02
422|8628|2003-06-17 22:10:44
423|7939|1987-12-28 04:02:07
46|5519|1994-04-07 13:48:48
126|973|1975-08-27 05:48:59
334|7233|1964-04-07 15:42:16
423|7566|1963-01-02 14:22:05
261|3431|1992-03-10 20:41:14
423|7923|1963-08-27 09:21:07
423|4728|1965-06-15 01:04:40
121|1884|1973-02-13 20:58:28
302|6096|1985-08-16 12:42:55
423|6141|1965-04-29 12:49:19
423|6958|1987-01-04 17:38:10
102|8517|1968-07-08 06:25:17
423|1836|2003-11-22 19:01:43
423|996|1964-04-19 03:38:30
424|8796|1974-05-07 03:05:45
424|6660|1964-11-20 22:38:44
117|515|1966-07-03 10:47:05
424|8318|1979-10-21 06:35:13
330|7835|1984-01-09 18:21:24
399|9658|2006-07-26 22:51:45
424|3319|1961-06-07 00:08:45
54|7436|1992-04-01 03:28:54
424|2093|1969-04-14 09:58:18
425|4190|1986-11-14 16:43:52
425|9218|1983-05-08 03:19:39
425|1188|1962-08-25 21:52:00
425|627|1967-11-18 18:02:54
122|496|1965-10-14 19:24:04
337|4702|2002-11-12 04:49:21
425|2994|1982-08-29 09:10:14
425|6669|1964-03-03 05:52:51
425|6032|1987-06-10 18:15:58
290|9744|1981-05-19 00:46:03
425|885|1969-04-19 14:03:03
66|4636|1974-01-22 03:11:02
425|1343|1995-11-05 15:41:10
425|2172|2004-09-17 16:35:55
343|8842|1996-10-16 17:12:59
425|3717|1998-04-21 07:34:32
425|5706|1995-06-22 14:50:23
425|7278|1985-10-23 20:20:41
425|7946|1967-10-18 12:19:55
425|2532|1982-09-28 18:59:56
425|7063|1971-05-01 15:11:05
53|5709|1968-10-15 13:46:18
426|9334|1987-04-01 05:02:58
426|440|1967-02-06 07:19:38
426|7060|1973-03-05 12:11:26
178|3435|1967-12-28 19:46:40
426|6235|2007-02-12 23:07:00
426|9649|1961-12-10 00:02:30
426|8081|1972-01-28 07:40:54
336|5562|1977-10-10 16:27:12
426|3422|1989-09-21 00:16:57
426|8166|1996-09-03 00:56:34
368|3817|1993-07-30 01:05:54
426|5511|1999-07-16 09:23:07
129|3036|1997-03-11 07:11:35
427|3735|1968-07-25 07:38:13
152|9825|1965-05-05 08:29:22
427|6281|1990-06-05 20:15:12
56|144|1969-09-27 17:12:17
427|9995|1963-06-06 16:07:24
101|2448|1972-07-20 04:11:43
427|7515|1994-11-15 13:49:56
427|4287|1998-07-22 20:06:31
216|2830|1977-02-16 04:09:29
427|6392|1970-06-05 01:24:05
427|538|1965-03-21 16:17:09
427|9496|1966-06-09 05:42:30
184|607|1973-10-10 16:45:42
205|2179|2006-09-28 12:41:41
427|4111|2000-11-26 13:54:03
428|5299|1975-12-06 02:08:58
428|9480|1980-01-23 02:17:27
428|9775|1964-11-25 06:05:14
271|4578|1993-11-11 19:06:04
428|3953|1979-02-21 19:29:10
428|3516|1971-08-14 02:45:34
94|2667|1981-12-21 13:47:29
428|2541|2002-08-31 01:24:50
429|3244|1983-01-22 02:47:34
429|513|1967-01-29 08:50:36
429|8840|1972-03-22 20:03:20
339|5643|2008-03-08 22:58:31
429|8874|1979-02-11 05:14:42
429|9566|1973-11-03 14:07:07
429|4808|1983-11-05 01:48:51
429|4913|1999-10-05 22:50:58
429|6067|2007-02-21 11:25:46
429|71|1992-08-15 13:01:31
429|1256|1974-08-13 08:04:16
430|7282|1978-02-15 12:04:53
22|4745|2001-09-01 07:07:02
430|3060|1978-09-09 21:26:30
430|6322|1977-02-03 02:59:42
430|9047|2007-05-23 23:11:37
362|2189|1970-05-27 23:20:35
431|4905|2003-11-13 22:52:33
431|2185|2004-06-02 23:05:12
431|844|1968-02-13 09:13:06
114|2401|1984-08-12 08:55:14
431|5810|1972-01-20 02:55:51
431|7310|1963-12-19 23:16:30
431|5777|1982-05-24 02:39:17
10|8348|1964-09-05 03:50:23
244|1978|2008-10-10 01:50:49
431|5628|2002-04-27 16:21:49
432|7925|2001-02-02 21:19:06
320|114|1974-10-05 11:33:24
432|6252|1990-09-04 02:09:46
189|5873|2003-08-17 16:27:06
314|6280|1995-09-28 05:41:43
432|5177|1977-04-24 17:21:59
432|7987|2004-12-09 00:15:41
432|5295|1989-02-22 06:01:33
432|9139|1960-02-22 13:16:46
25|6492|1981-01-27 06:33:07
374|2973|1964-10-22 17:33:31
432|8993|1991-06-21 15:10:43
433|1729|1993-11-27 05:17:56
98|2267|1982-05-25 09:03:10
433|8125|2007-07-28 16:35:47
348|5961|1961-02-10 22:24:00
434|9387|1977-01-26 00:41:01
434|4766|2003-06-09 00:36:24
434|1360|1992-09-22 23:01:57
434|3656|1996-04-28 13:58:44
434|1173|1994-11-15 22:39:12
434|8385|1963-04-17 13:09:53
434|1788|1964-10-01 19:56:01
434|8084|1981-04-12 20:18:32
231|5216|1962-05-25 14:19:33
435|1065|1989-06-05 23:50:21
435|2477|1981-11-21 17:58:48
435|9206|1988-04-22 17:56:52
435|1494|1987-05-15 00:14:27
351|5048|2004-03-30 21:10:23
436|2449|1965-07-08 15:07:34
131|5644|1994-10-29 05:32:16
436|505|1962-08-27 14:39:57
92|9080|2008-04-25 02:08:53
228|6968|1974-05-25 21:18:56
436|3232|1971-05-26 04:40:45
201|3814|1997-05-31 17:23:36
437|3860|2002-11-13 00:14:00
437|903|1963-01-18 15:33:03
437|3294|1963-12-18 04:14:22
87|5697|1989-07-20 14:51:55
437|3098|1982-06-22 16:33:37
399|7523|1990-11-15 03:56:08
437|2749|2004-11-12 21:57:44
437|7532|1964-11-04 02:05:26
437|7838|1961-02-20 16:39:15
437|7194|2004-06-10 17:48:15
233|5040|1981-09-12 20:42:39
437|485|2003-10-21 08:58:32
403|8244|1983-11-08 11:16:42
438|4024|1982-05-03 11:22:47
120|113|1962-12-05 07:36:56
235|5543|1972-08-15 17:07:37
438|7657|2005-02-06 17:29:17
438|2180|1977-09-13 21:01:09
438|7100|2000-03-28 14:15:32
229|3574|1980-03-07 14:28:15
438|7568|1983-11-02 21:43:35
438|4919|1977-06-02 23:35:48
439|2297|1992-04-13 18:09:15
439|8064|2005-06-18 14:11:45
439|3908|1972-07-14 10:50:03
202|9656|1996-06-22 09:15:53
439|4008|1962-08-29 12:32:23
440|3405|1980-12-04 23:00:00
1|6023|1980-06-29 05:09:35
56|9785|1990-08-13 11:23:08
440|3975|1991-01-12 13:37:43
192|7393|1965-10-10 18:48:34
440|5352|1991-07-27 16:33:16
285|3655|1982-01-18 13:33:36
301|9773|2006-08-03 23:29:40
440|2810|1995-01-30 11:35:01
440|566|1972-04-28 06:53:45
441|5151|1986-03-15 06:29:49
325|6071|1988-09-06 01:05:31
441|3597|1966-04-07 18:09:03
298|4100|1960-03-11 10:07:53
441|5512|1993-11-28 11:22:18
392|5055|1993-07-04 21:31:55
442|3728|1968-08-26 13:41:46
20|1719|1984-09-20 10:57:15
256|3095|1995-03-21 20:58:01
431|4822|2006-12-23 16:20:00
442|735|1989-12-25 04:43:26
298|9962|2004-02-06 20:34:47
442|8339|1973-07-24 23:20:46
442|9152|1965-03-27 11:05:15
443|6240|1964-10-07 08:34:18
443|2533|2005-04-29 01:31:14
443|816|1968-04-30 12:15:28
97|6363|2004-06-11 13:49:09
443|9330|1964-03-29 10:37:51
443|9202|1988-04-17 16:48:36
443|6892|1967-04-15 23:00:40
443|8595|2000-02-02 01:55:11
443|9826|2001-02-05 15:17:30
205|4316|2003-01-09 00:54:10
443|377|1995-01-23 13:09:24
429|9384|1996-06-11 04:43:24
443|9784|1999-07-17 11:45:59
443|8622|1993-06-24 01:04:00
444|1701|1990-12-18 20:31:57
444|5640|1977-07-06 06:48:53
28|1534|1986-01-07 03:50:19
444|17|1996-10-02 03:44:38
404|3657|1964-03-18 06:14:39
445|2730|1995-12-22 18:18:52
445|2104|1995-03-28 09:01:32
343|8676|1960-07-28 20:36:52
445|8584|2008-02-16 16:26:07
384|3718|1966-06-17 22:03:09
445|5751|1962-07-24 23:36:22
445|9697|2002-03-19 05:43:57
445|5715|2005-02-14 05:03:44
445|1059|1984-04-30 18:05:46
350|1057|1961-05-09 14:25:59
446|1936|1981-05-29 13:42:48
127|7479|2006-04-08 18:27:31
446|3215|1966-05-15 23:26:47
64|175|1997-02-10 10:35:01
75|9400|1993-09-13 14:29:34
446|9120|2008-09-17 15:39:32
185|1941|1995-08-10 08:51:39
446|2806|1961-09-26 09:04:39
446|9515|1979-06-07 06:52:44
446|5113|2007-06-25 20:32:01
60|806|1962-11-25 18:57:02
446|8020|1964-09-19 10:39:29
446|9083|1966-09-08 22:09:14
83|1013|2003-09-23 01:24:51
447|7048|2000-09-10 07:10:42
447|6886|1966-06-16 07:05:17
69|6070|2001-08-29 14:34:13
81|7088|1988-02-01 12:34:08
447|7875|1990-09-23 23:39:06
447|8587|1987-11-18 18:31:49
349|2192|1976-12-31 14:14:26
447|1397|2000-07-16 12:54:46
9|2822|1997-02-04 23:36:16
244|9416|1987-09-26 01:11:48
448|1599|1973-06-10 17:58:54
420|4434|2003-01-28 14:53:23
448|7564|1982-09-19 05:32:35
181|793|1964-10-13 21:49:01
379|5490|1980-10-09 04:32:59
448|6812|1970-07-05 09:36:07
448|173|2000-01-17 11:46:53
448|4151|1986-02-23 02:01:16
448|1699|1983-06-23 01:55:42
448|7357|2008-10-17 23:05:24
138|512|2006-12-15 16:04:08
309|6556|1973-11-26 23:27:27
449|7845|1970-04-14 02:07:29
449|8436|1995-11-21 15:16:52
449|2070|1987-12-07 11:22:00
354|3915|1994-04-25 07:20:19
449|5624|2002-04-14 04:14:00
449|9688|1992-10-17 19:08:57
449|2468|2002-09-07 09:05:11
449|5314|2005-08-23 19:58:33
449|2813|1977-05-19 04:11:59
449|1070|1975-05-30 21:53:48
449|3859|1991-01-25 13:02:12
449|2560|2002-11-18 01:34:54
450|5647|1967-10-28 22:14:05
155|5865|1994-09-23 17:16:49
450|4730|1980-03-12 05:42:53
381|5026|1962-06-26 02:34:53
450|3446|2005-12-07 21:53:29
450|3237|1969-03-14 06:57:18
450|4414|1966-10-09 01:58:00
450|8259|1989-05-28 20:58:27
451|4961|1967-06-30 23:17:00
451|9373|1994-12-25 14:12:00
451|250|2006-09-11 05:15:41
56|7215|1966-08-29 03:29:47
451|7880|1976-01-11 16:06:19
452|5968|1999-09-06 10:06:42
452|3614|1970-01-21 08:58:24
452|1620|1981-10-11 22:40:00
453|3004|2005-11-21 23:47:47
453|4477|2005-02-05 22:47:40
453|9902|1968-02-06 03:32:39
92|3625|1989-09-20 10:19:01
453|6444|2003-05-31 19:00:04
133|9768|1993-12-31 22:11:26
453|4435|1967-04-14 10:19:44
453|9792|2002-10-18 23:55:03
245|9151|2004-11-16 16:19:13
453|8560|1967-05-16 02:45:59
453|8768|1985-04-01 07:03:08
302|8251|1967-05-18 19:13:13
453|4803|1992-03-10 23:24:12
68|4378|1970-05-17 10:47:21
453|1790|1972-12-27 16:09:57
48|4551|1990-05-10 18:39:57
454|9293|1993-02-02 02:26:52
365|4185|2001-02-22 18:30:08
454|4660|2006-10-28 20:37:30
454|4327|2003-11-06 18:47:18
454|4377|1961-12-08 15:13:35
41|3497|2005-02-22 22:57:20
454|1097|1976-05-12 03:16:35
455|2537|1998-08-25 00:51:21
186|8795|2007-08-29 06:22:05
455|717|2002-03-20 19:54:37
455|6287|1967-03-26 02:06:11
274|4483|1965-07-14 07:02:20
455|8207|1979-09-21 06:39:16
455|754|1992-09-05 08:40:35
455|2597|1997-09-14 13:07:07
255|2807|1988-11-26 20:57:35
456|4475|1986-02-05 01:46:03
218|4444|1965-06-11 07:39:17
456|7712|1982-07-23 20:17:35
52|4889|1977-04-25 19:19:36
321|6239|2003-04-08 16:07:49
456|7689|1961-03-16 05:33:27
456|1290|1999-08-21 15:55:25
456|3129|1988-06-13 00:25:02
323|5757|2000-12-01 11:56:15
456|4177|1973-10-04 22:59:50
456|3144|1969-03-25 18:18:46
216|5639|1996-10-05 14:39:01
457|984|2008-10-10 02:41:56
303|6948|1985-11-17 23:10:25
457|8174|1992-07-18 14:27:00
457|1692|1973-05-03 20:45:17
457|8885|1988-11-11 10:52:35
457|3024|1987-04-09 12:34:47
234|3513|1966-05-01 08:26:27
458|1892|1988-03-11 11:38:46
458|2260|1986-11-02 16:28:16
458|2945|1972-04-30 15:22:28
107|1735|1964-10-09 14:01:22
458|4416|2003-02-03 15:06:47
458|3396|2001-10-22 08:13:42
178|2030|1971-04-17 13:54:26
458|2623|1982-01-11 09:09:17
181|465|1977-05-30 01:01:08
459|5780|1967-01-13 00:29:52
459|4036|1995-11-28 21:06:25
34|5594|1995-08-26 12:23:57
149|9663|2007-08-25 23:04:51
459|1934|1964-12-26 23:43:46
459|2910|1970-08-19 12:48:34
152|962|1998-07-30 07:20:33
459|1017|2008-12-13 10:40:12
459|4068|1994-08-15 16:39:13
296|8374|1962-09-21 22:55:54
459|4089|2001-11-18 19:08:13
460|6097|1997-12-21 03:47:20
121|4999|1974-06-30 18:19:19
460|8200|1984-05-14 00:02:04
460|8559|1991-02-19 00:40:38
337|3833|1974-01-10 00:33:08
454|6706|1996-11-19 21:48:22
460|9762|2004-04-05 07:34:33
10|5571|1977-09-19 23:08:13
323|2620|1961-02-13 10:31:32
367|5824|1975-11-03 03:39:09
460|6878|1991-09-20 19:17:15
426|5890|2000-04-23 16:20:11
461|9452|1991-03-29 13:49:42
81|3543|1974-12-10 06:47:06
440|1451|2004-04-19 09:32:31
461|9179|2000-07-21 12:46:45
422|5566|1996-08-26 04:36:16
461|1878|1991-07-14 03:03:04
375|5960|2002-07-09 21:48:39
461|6072|1978-03-28 00:39:46
461|5012|1979-05-09 23:25:44
461|1849|1996-12-14 20:13:36
352|7961|1961-04-19 01:57:25
461|7812|2003-04-01 05:05:48
462|451|1973-11-30 11:34:52
462|9753|2000-10-06 06:27:29
462|4629|2005-07-28 03:32:18
462|474|1962-06-18 03:41:09
199|4825|1972-06-23 23:55:48
462|3148|1978-03-25 06:44:42
462|1175|1992-07-08 09:55:15
330|2077|1990-11-02 18:40:32
463|4498|1970-09-11 02:26:26
278|2768|1963-04-18 18:06:48
463|2609|2006-11-13 06:30:00
463|9928|1966-03-14 16:55:38
463|1669|1978-08-31 04:18:35
189|4169|1982-06-17 08:33:00
463|7668|2002-11-10 12:13:56
92|329|1966-02-21 14:42:36
463|177|1968-08-29 09:53:31
399|601|1996-06-27 09:07:16
463|3742|1978-01-27 02:13:49
431|6862|1999-12-25 01:30:51
463|6621|1985-04-02 10:53:10
463|2722|1986-06-28 03:35:21
463|2496|1987-05-30 06:31:59
463|2793|1964-11-04 21:41:24
464|2375|1968-12-06 16:50:39
464|4250|1971-02-26 17:27:19
464|2275|1963-08-09 19:51:11
64|1020|1965-07-03 20:05:06
465|9194|1978-06-24 10:25:24
465|467|1966-01-08 23:22:53
465|1957|1985-03-03 02:18:07
118|4309|1974-11-02 21:57:38
465|1930|1994-07-01 13:55:37
283|552|1980-03-01 00:45:17
465|6959|2006-05-15 00:11:31
465|7696|1963-03-22 03:12:03
465|7383|1961-05-01 23:11:18
405|6022|1990-04-16 02:28:54
466|16|2000-11-08 02:46:52
466|2987|1979-07-01 13:50:45
250|1673|1991-06-21 13:28:07
297|2959|2002-11-11 10:52:54
322|2710|1979-01-15 06:46:50
466|1053|1989-12-12 19:58:53
466|612|1974-07-09 18:18:21
46|9065|1998-10-25 10:54:50
467|2744|1980-03-21 11:40:22
385|7104|1992-03-26 19:36:16
446|8257|1987-04-25 02:40:58
467|7968|2005-05-27 22:27:03
467|2878|1985-02-28 10:03:16
467|198|1963-07-05 01:07:05
350|8933|1976-10-22 09:43:59
467|4592|1982-06-29 14:16:59
468|5461|1982-10-24 15:33:42
468|8542|1970-03-23 17:26:18
468|8231|1998-01-05 19:30:30
468|1447|2006-07-15 16:17:04
469|1738|1975-04-13 04:58:45
469|9946|2000-01-06 03:01:01
469|1158|1984-04-12 12:24:44
469|8450|1960-12-18 02:00:17
469|1821|1993-06-15 17:46:35
469|9609|1985-10-23 09:31:32
