Person|Company|workFrom
6337|11|2002
6955|3|1984
7752|13|1993
2570|4|1986
7754|13|2005
6505|5|2007
8724|10|2003
7756|2|1964
47|9|1999
1446|6|1980
7757|2|1998
7757|6|1994
7396|4|1969
7757|7|1969
299|10|1987
4719|6|1981
7758|4|2004
6845|7|1960
3872|0|1967
7759|12|1993
7963|10|1995
1335|3|1995
9839|8|1994
4314|6|1982
3032|4|1988
7646|6|1985
7765|5|1991
6651|0|1979
5886|7|1967
7648|4|1962
7768|5|1979
9601|4|1979
7770|6|2006
8837|2|1991
6876|13|2001
95|9|1968
2275|13|1980
8103|0|1981
7773|12|1960
8424|1|1977
8920|6|1993
7776|1|1979
3596|12|1980
7776|8|1970
8983|8|1988
837|13|1984
7776|5|1990
6981|2|1985
7777|6|1965
7766|2|1998
7777|2|1966
5612|5|1987
4667|10|1986
216|6|2001
7779|12|2004
7779|8|1973
9132|4|2000
7780|3|2001
8302|13|1983
2629|14|1968
1097|8|1966
3344|13|2006
1716|6|1970
7782|9|1985
1823|4|1983
6969|7|1976
3539|2|1988
7785|10|1981
2037|3|1994
8656|14|1998
8426|5|2000
8936|11|1998
5671|14|1970
149|9|1997
4982|14|1970
7415|6|2005
7788|14|1967
6669|10|1986
7763|4|1992
7789|13|1980
5707|1|1965
6826|6|1991
7794|14|1988
7795|9|1980
2642|2|1964
7795|0|1967
3458|14|1962
3468|5|2005
7797|7|1964
4878|1|1964
6847|8|1975
7639|11|1994
8942|5|1963
7394|11|1968
7798|10|1993
2391|13|1991
5488|13|1984
1548|5|1989
7804|1|1992
6107|0|1960
3651|8|2006
7804|8|1990
8947|13|1960
986|2|1995
7138|0|1985
6677|13|1980
5389|11|1967
2888|5|2005
7635|9|1973
7805|8|1972
6107|6|1990
7806|9|1964
6054|6|1986
4012|0|1981
1611|13|1969
2474|2|1982
7807|7|1969
5834|1|2000
7036|7|1995
5960|14|2001
1425|0|1996
4096|8|1999
4048|6|1983
927|9|1979
7812|4|1976
7813|8|1997
1858|7|1979
7814|13|2002
2743|14|1978
7538|5|1998
6172|5|1982
3309|1|1981
7815|6|2004
7667|3|1998
7815|0|1978
8458|14|1996
670|0|1976
7361|0|2004
738|4|1966
2597|7|1966
7817|12|1975
6586|2|1993
9923|5|1982
1695|1|1989
7218|14|1961
9699|12|1960
2152|11|1997
7818|5|1969
4429|12|1972
3304|10|1968
6285|0|2005
7824|5|1971
1256|2|1989
5584|9|1996
7915|1|1972
7826|9|1978
7845|5|1963
3569|13|1962
8970|5|1982
7826|10|1963
2067|2|1987
6107|8|1981
7827|13|1982
8432|5|1971
573|2|1966
7828|9|2006
5904|1|2002
3284|2|1996
1658|7|1971
7513|14|1969
5058|9|1977
7315|6|1980
195|5|1993
9224|4|1962
6388|14|1998
7830|4|1996
253|2|1995
1346|10|1994
7832|12|1988
7833|8|2004
7834|7|1980
7834|1|1998
1992|5|1984
5821|14|2005
8626|10|1980
7350|10|1973
7739|10|1997
7836|11|1985
7899|10|2002
9997|7|1961
9431|10|1987
4705|14|1978
7840|8|1977
5896|8|1997
5054|12|1983
6873|14|1988
7841|0|1961
8361|0|1983
4884|0|1997
1496|9|1982
3016|5|1960
7842|14|1962
5587|14|1988
7844|11|1983
1997|1|1983
4171|2|1993
7844|6|1974
8792|10|1994
4186|11|1975
6399|9|1985
8443|2|2000
6128|11|1966
6534|3|2002
9893|7|1990
9545|9|1990
6627|14|1961
271|8|1986
5438|13|1994
6940|7|1960
7847|10|1977
5184|14|1983
6574|10|1984
8319|1|1981
7849|13|1960
6536|4|1973
1990|5|1989
3660|10|1969
6909|10|2005
5136|0|1999
2985|11|2000
2213|3|2000
6968|1|1966
2851|11|1979
6449|14|2007
8117|1|1990
2351|9|1967
9560|0|1970
6260|1|1975
5122|2|1964
7851|7|1993
7852|8|1997
8734|7|1980
7289|2|2004
7853|5|1961
6777|14|2006
7376|3|1986
7854|5|2004
5701|10|1964
6347|7|1986
4349|8|1981
7854|12|1995
1635|4|1995
3988|6|1978
7856|6|2003
8086|12|1964
5265|10|1998
7857|0|1999
9438|3|2004
7857|6|1994
1959|12|1988
7857|1|1982
7800|5|1981
6501|2|1989
7177|14|2001
7860|14|2007
6517|5|1982
4807|7|1983
9127|9|1968
7861|10|1976
6265|7|1986
6708|7|1987
7861|11|1966
6693|9|1970
5067|3|1965
6333|5|1967
6593|7|1961
8872|0|2007
5499|1|2002
4858|8|1979
7866|9|1960
3749|10|1972
1556|9|1964
7866|6|1984
9382|0|1989
7868|3|2006
6441|7|2002
1089|2|1991
9479|10|1995
4706|2|1991
2595|1|1966
7870|8|1986
7870|5|2007
7870|11|1975
6587|8|1970
5248|3|2001
2903|10|2000
7870|2|1994
6713|9|1997
927|14|1966
8935|12|1967
1627|1|1962
7871|13|1963
228|2|1991
7873|8|1999
2156|0|1973
8850|14|1969
7876|3|1963
6336|2|2001
9931|1|1992
6736|8|1960
7880|14|2000
591|11|1983
7880|8|2005
2882|5|1988
5046|1|2007
7881|4|1967
7691|14|1961
9572|12|1968
8935|1|1993
7882|6|2006
6967|12|1977
1015|8|2005
8896|0|1994
3465|4|1979
6512|10|1973
1709|9|1976
7883|1|1964
2800|8|1997
7884|9|2000
9973|7|1967
7885|12|2007
7885|14|1996
425|2|1966
9104|11|2001
5505|12|2002
4436|6|1993
130|9|1973
7886|8|1991
8388|0|1992
1523|11|1990
7887|12|1973
7868|5|1974
6264|13|1983
7782|1|2005
2117|11|1991
7892|6|1995
8420|6|2000
936|2|1973
9666|11|1986
7838|11|1999
7893|10|1998
1104|6|1995
7893|8|1985
7576|11|1978
6768|1|2006
9783|9|2000
7894|0|1989
1788|8|2004
9401|0|1991
4238|3|2003
7895|12|1975
7355|9|1979
7896|11|1963
8516|14|1965
2894|2|1976
8682|12|1962
7897|9|1999
6470|7|1988
79|8|1999
6691|4|1968
6763|10|1967
7899|13|1996
2696|8|1992
8495|4|1977
3988|11|1997
8005|7|2003
2215|4|1962
6511|6|1968
7900|6|1988
7902|2|1965
7903|0|2003
7904|2|1972
6115|6|1983
7912|7|1994
7907|13|1985
4022|10|1989
3304|11|1982
7134|1|2007
7913|1|1992
7913|4|2004
4542|7|2005
5655|6|1984
7915|7|1999
573|5|1978
5453|10|1969
4378|10|1979
7915|2|1973
5741|4|1973
6811|10|1968
8928|1|1987
7558|10|1977
7917|0|1998
7918|9|1985
7919|4|1968
6465|11|1970
5064|2|1983
7922|10|1993
7925|10|1962
7927|7|1980
2776|10|1973
7927|2|2005
8036|5|1964
7029|5|2001
7132|0|2004
5548|5|1998
7517|6|1998
7928|0|1964
3935|6|1997
4044|14|1975
5853|7|1995
7929|14|1985
9598|13|1973
7003|14|1982
9177|3|1993
9844|8|1960
7174|13|1976
7930|12|1999
7931|6|1995
6830|5|2001
7932|1|1978
8499|8|1992
2014|10|1983
7932|11|2006
1984|3|1979
9027|9|1981
8684|4|1993
7063|6|1988
7934|9|1986
2838|9|2000
7935|3|1964
4386|11|1986
3077|8|1997
7937|13|1981
9216|8|1998
6919|1|1963
5806|3|1997
3516|12|1999
7941|3|2002
7849|11|1997
8222|3|1992
7942|11|1997
5807|2|1990
7946|12|1962
9615|1|1982
7949|14|1964
7949|10|1997
6394|14|1988
9845|0|2000
7951|4|2001
6483|0|1992
3573|10|1992
7953|14|1978
6576|1|2003
2454|2|1960
7151|8|1992
9637|10|1972
8987|5|2004
8355|13|1968
2719|5|1984
4956|14|1979
4801|14|2005
367|12|1994
7769|1|1993
3074|10|1974
7959|12|1982
7961|12|1997
8328|3|2005
3571|7|1972
7082|5|1979
7963|6|1986
7965|11|1963
7966|3|1994
7974|2|1978
6705|0|1960
7495|8|1969
7974|4|1969
8292|7|1972
8444|1|1986
7642|7|1969
9068|10|1986
6607|10|1992
7976|14|2004
4958|10|1974
4350|4|1993
6365|2|1993
8942|3|1976
7981|9|2006
215|8|1972
6075|14|1979
7982|8|1976
2725|5|1988
9611|7|1979
8143|8|1999
3520|14|1997
8380|0|1995
7983|10|1968
4918|12|1998
768|8|1970
2205|7|2007
7986|11|1961
7987|11|1962
7987|12|1986
417|5|1965
6361|10|1976
6512|14|1964
7988|14|1969
9303|12|1962
7989|4|1993
9362|11|1989
6777|0|1973
8077|0|1987
7990|10|1993
7095|7|1995
6798|14|1987
7991|3|1987
9574|9|1972
9949|6|2000
8513|8|1970
7991|7|1964
4221|13|1974
7607|14|1971
9289|9|1990
3797|3|2003
7991|11|1979
8389|6|1980
6794|4|2003
7991|2|1992
5402|5|1960
7191|12|2002
8121|13|1976
1565|6|2003
7992|9|1975
7994|1|1966
6681|9|1973
98|6|2000
7062|5|1991
5852|0|1998
7810|13|2000
5171|0|1968
7767|9|1972
6695|0|2006
7998|2|2001
226|9|1995
4655|4|1967
6158|8|1974
9178|8|1964
6090|9|1986
4513|1|1966
6651|11|1964
9530|4|1979
7998|13|1988
8878|12|2001
9314|2|2003
7656|11|1974
3167|2|1960
8001|1|2000
4586|12|1967
8001|3|1988
939|8|1989
6639|11|2000
7404|8|2006
8007|7|1974
4280|9|1972
3293|11|1988
8007|5|1980
7022|7|2000
6975|9|1984
1534|13|2003
2953|0|1988
9774|0|1960
7959|9|1996
7233|9|1996
8009|4|2007
1364|7|1992
8520|9|1979
3861|6|2002
6412|10|1988
8010|8|1999
687|5|2001
6429|9|1989
8011|2|2000
9720|9|1977
6879|5|1973
5510|9|1972
3655|0|1960
4407|2|1989
8012|4|1979
1004|10|2001
7004|11|1996
1083|5|1960
7635|0|1970
8015|5|1973
2474|11|1965
8016|8|2002
5568|2|1990
38|9|2001
8017|1|2001
9578|6|1988
6677|10|1977
8020|7|1964
4120|4|2000
1231|14|2002
6418|2|1965
6457|8|1981
54|9|1988
6179|3|1985
562|0|1988
3516|2|1979
5422|8|1961
7152|2|1970
8785|6|1967
475|10|1989
8020|0|1999
1558|7|1999
4149|7|1989
2752|5|1962
8021|4|1978
1723|0|2003
7119|6|1995
8693|8|1969
8023|0|1994
2712|8|1998
7744|4|1976
5161|5|2005
3352|6|1998
8024|3|1979
8026|13|2004
628|14|1993
8027|0|1975
8636|5|1982
5566|10|1990
7660|13|1967
8030|6|1996
3589|7|2006
8031|0|1967
8031|2|1970
8656|1|1990
8033|4|1960
6466|13|1960
1694|5|1969
8035|0|1977
8036|4|1993
2776|0|1962
8037|12|1989
5670|2|1964
6428|4|1997
8037|0|2005
61|1|1990
9008|10|2004
9841|10|1962
8636|0|1962
6714|3|1999
8040|13|1962
7219|2|1997
3748|1|1989
7707|14|1972
6265|8|1985
2551|3|1967
8044|11|1966
6888|2|2000
8051|13|2007
8051|1|2007
444|12|1999
5776|0|1976
2810|10|1963
8053|0|1981
6618|3|1972
8054|5|1983
8602|8|1990
4943|11|2006
6416|7|1975
2751|13|2000
3374|5|1965
7080|5|1975
8125|11|1981
7264|3|1972
8057|9|1970
7812|12|1978
7532|12|1985
4215|10|1995
6471|2|2003
8059|14|1966
5380|13|1967
6322|2|1981
8059|3|1996
7183|2|1963
1728|3|1961
7819|1|1970
653|5|1972
3514|7|1990
8640|4|1985
8061|1|1977
6039|11|1965
8061|14|1982
7369|9|1985
8062|8|1996
7765|12|1961
8064|2|1986
8065|0|1973
7534|9|1981
8067|13|1971
664|12|1964
8777|11|2006
6606|8|1991
6723|3|1965
8067|3|2005
7364|10|1999
8069|11|1995
44|9|1971
1034|9|1967
1319|11|1999
8069|3|1974
6882|9|1985
8599|5|2003
2304|7|2004
2333|11|1988
3644|10|1968
7950|1|1992
9441|1|1995
159|5|1999
1696|5|1991
7735|8|1966
5761|10|1995
3898|8|1997
4143|6|2005
7244|0|1969
8075|11|1964
6430|12|1979
9500|8|1983
8076|9|1973
5346|2|1973
7881|1|1989
7131|10|1970
8076|4|1984
8077|11|1984
5509|7|1977
8079|6|1960
1160|1|1987
7396|3|1979
8083|6|1967
8083|0|1975
7525|13|2004
5600|11|1977
7221|8|2000
2806|12|1991
8083|4|1977
8084|14|1981
9792|2|1975
7935|8|1970
1724|0|1981
8084|6|2002
7533|3|1986
7490|8|1984
8084|5|1962
6887|13|1963
7622|4|1980
8622|6|1992
8012|0|1999
1855|5|1967
8087|13|2007
7974|10|1993
8088|12|1996
4885|14|1980
8050|2|1998
7340|8|2005
8089|6|1999
6363|7|1965
8092|8|1998
4286|8|1965
7229|8|1974
8093|10|1977
4710|0|1994
3531|8|1969
7592|1|1961
8094|7|1985
6912|3|1989
4997|1|1990
8095|6|1987
7461|6|1975
8098|0|1974
9757|9|1992
8098|1|2001
607|6|2007
7438|13|1966
6612|4|1983
7199|2|1976
8099|11|1981
7204|6|1969
8100|6|2005
9481|5|1963
7487|7|2006
6168|6|1998
8048|1|1995
3216|10|1997
8100|4|1991
6212|10|1987
2360|7|1979
5880|13|1997
7303|1|1992
8101|7|1990
6481|2|2002
5911|0|1993
1079|4|1996
8101|6|1989
2868|4|1987
8101|2|1970
1433|0|1964
2422|12|1992
3557|8|1962
8067|1|2002
8104|6|1996
8104|14|2004
9203|3|1979
2640|8|2000
8171|12|2005
8104|2|1978
9580|7|1979
8106|3|2000
9125|11|1984
6900|13|1969
5673|0|1966
2083|10|1960
4238|1|1977
8107|5|1999
9743|8|1960
212|8|1994
6704|8|1985
4143|0|1981
7774|0|1973
8109|7|1960
3019|5|1964
8110|1|2001
7755|12|1981
8111|6|1981
8114|10|2003
9103|12|1976
7504|11|1960
8359|8|1964
4971|9|1998
8116|9|2000
4947|0|1960
8117|3|1989
7038|0|2003
8750|1|1978
8541|12|1963
9177|11|1962
7182|6|1984
6303|12|2005
4767|12|1990
8599|12|1987
5391|7|1966
8168|4|1962
9527|5|1982
4847|6|1990
9959|13|1961
2988|10|1974
9852|9|1960
6386|13|1987
3808|9|1968
6736|9|1966
8435|11|2005
8254|1|1970
8067|6|1989
9121|10|1993
7914|0|1978
549|11|2002
6102|3|1983
1633|1|2007
8277|0|1989
8425|2|1980
9125|7|1999
5779|10|2005
5581|1|1976
9125|1|1982
1239|1|2007
9127|8|1979
8427|2|1990
2964|12|1962
9133|3|1979
1437|6|2005
6622|0|1999
3681|7|1984
7780|10|1997
9133|9|1975
9890|6|1979
7388|14|1960
9133|6|1961
2442|2|1970
7020|2|1979
9138|12|1985
2529|3|1993
6502|13|1966
5229|14|1999
9904|12|1966
6481|12|1990
7574|8|1983
6228|3|2002
3284|10|1984
6305|13|1965
9237|10|1962
7328|1|1984
7493|8|2005
2225|3|1964
7604|12|1995
9142|11|1972
2639|0|1994
8479|0|1988
9150|10|1986
9163|4|1984
9364|5|2004
4921|9|2004
6390|4|1986
252|2|1977
6661|10|1961
3869|5|1973
6731|8|2003
9574|13|1994
9806|2|1994
8641|12|1994
2673|9|1968
7586|4|1979
9150|11|1961
3578|5|1988
2524|6|1972
9691|11|1995
9151|10|2001
6927|10|1966
9154|1|1963
4088|11|1993
9154|8|1986
9911|14|1986
5475|3|1983
7930|6|1989
9461|8|1960
8705|12|1994
2775|4|1966
8315|8|1977
2937|9|1972
7227|14|1966
9883|1|1979
6789|1|1988
134|8|1978
7919|1|1997
2829|6|1982
6979|2|1970
3527|11|1990
8664|5|1991
2603|4|1982
596|13|1990
6497|9|1998
2394|4|2001
9160|6|1973
7273|4|1986
3392|9|1960
6985|6|1987
2393|10|1985
8778|11|1984
2364|11|1989
6223|3|1988
9165|4|1998
3412|12|1966
582|0|1998
6627|7|1994
7894|12|1965
8528|11|1976
9173|4|1973
1797|12|1984
8238|10|2004
8802|2|2005
9966|11|1999
7845|7|1996
9831|1|1971
8878|10|1969
5867|11|1986
20|9|1984
4416|0|1966
7307|1|1971
9227|1|2001
4013|4|1998
3124|13|2007
9176|3|1998
2687|9|2003
7831|10|1990
6292|7|1969
1419|11|1964
9796|11|1968
8807|13|1980
4603|8|2006
9818|9|1997
8909|4|1977
9162|2|1982
9281|4|1961
2690|10|2005
7910|7|1990
216|3|1964
2579|1|1969
9181|13|1984
1626|1|1994
7871|5|1990
9119|5|1993
4617|13|1979
9958|13|1994
9184|6|1997
6331|10|1962
6010|6|1963
9675|5|1961
7040|4|1995
6495|5|1984
2593|6|1988
4267|13|1980
9187|12|1997
5513|5|1989
3479|12|1970
7998|10|1985
6809|11|1974
7076|0|1963
5023|13|1967
9627|13|1974
6942|13|1976
7155|7|1962
723|9|1969
9469|5|1992
9211|10|1975
6147|7|2005
3980|6|2001
1596|6|1994
9190|5|2000
9514|10|1973
663|14|1999
9194|8|1981
2635|9|1989
690|12|1979
7675|9|1963
6352|14|1993
8957|10|1963
7918|5|1967
9200|11|1974
7650|1|2005
4402|10|2004
3822|1|1993
9132|11|1998
8652|12|1985
9203|1|1989
6398|13|2007
350|1|1987
6365|8|1961
9616|5|1994
6532|4|1973
9205|9|1996
7201|2|2001
2428|7|1990
8603|0|1969
9151|12|1975
4699|0|1987
4647|0|1960
6430|4|1988
6607|3|1979
9562|14|1973
8126|13|2005
3760|10|1999
9657|3|1981
2669|10|1992
9210|5|1999
9155|5|1973
9498|0|1963
9289|2|1967
6594|6|1991
9650|14|1992
7211|8|1998
7916|2|1998
1070|11|1973
8776|9|1961
6061|9|1980
4947|12|2002
9214|13|2000
4762|8|1961
1143|3|1974
7224|11|1992
9217|5|1978
6382|10|1983
402|1|1990
759|11|1998
1486|4|1972
4284|1|1989
6696|14|1988
4466|2|1962
9529|0|1980
1701|0|1967
3751|6|2000
7549|14|1999
241|2|1973
8046|8|1970
4106|2|2000
61|9|1991
9225|14|1992
7217|6|1977
876|14|1976
7158|10|1995
4103|9|2000
4660|7|1983
9226|10|2007
5266|4|1979
3769|12|1960
8353|8|1979
9105|4|1974
6361|9|1989
6272|0|1967
7407|1|1966
3791|3|1997
4407|11|1976
290|1|1963
3216|14|1978
6549|5|1960
8581|9|2002
9701|1|1995
9231|4|1971
9253|9|2003
9102|5|1965
6859|10|1995
9231|2|1965
1687|6|1979
7611|2|1975
9845|5|2004
5186|0|1995
9235|4|1982
6644|14|1987
7860|10|1999
7477|8|1984
8041|12|1979
9682|10|1962
8326|1|1992
9969|5|1989
8487|6|2003
8644|1|1994
7027|4|1972
5778|2|1965
8496|0|1972
4526|10|1994
6525|11|2006
3367|4|1992
747|4|1985
8690|2|2007
8669|11|1984
7875|5|1978
8383|4|1970
6598|11|1981
8089|2|1973
8496|6|1965
5603|2|1983
5820|3|1998
9240|2|1999
9246|1|2003
3342|7|1984
4184|14|1990
9640|4|1976
4056|10|1975
8913|7|1981
8409|10|2004
9897|1|2001
1262|8|2005
1683|3|1964
3072|6|1960
8457|3|1986
2397|2|1998
5297|5|1998
9252|12|1981
4791|13|1981
7070|3|2005
9253|10|1983
5508|5|1972
3966|4|1996
9255|6|2004
7846|2|1966
2869|13|1975
6601|10|1999
9391|3|2001
8131|13|1987
8562|3|1995
52|9|2005
9554|12|1961
9052|14|1968
6660|0|1973
8806|13|1963
3857|14|1974
9260|3|2006
7126|0|2000
6691|7|1967
9273|4|2006
7293|12|1991
6552|1|1965
3319|0|1961
4293|7|1986
2981|9|1974
9137|10|2007
894|11|2002
2397|7|1972
9759|8|1965
8637|9|1973
8286|6|1966
305|8|1983
5441|6|2002
6910|4|1992
4698|10|1991
9266|11|1996
9270|11|1983
5970|10|1965
4089|1|1976
3321|0|2004
7278|11|1979
9271|0|1989
4165|2|1970
7625|2|1976
2780|7|2001
8016|10|1962
8530|6|1981
8230|3|1966
9272|1|1991
6441|4|2000
1958|12|2002
2854|0|1983
9111|12|1993
6756|4|1973
761|4|1996
2304|11|1989
9272|6|2000
9276|1|1977
9276|14|2004
2932|11|1983
6620|0|1975
1862|7|1967
4374|7|1992
6795|3|2003
8192|9|1982
9282|3|1995
9286|12|1983
3175|10|1966
9286|11|1991
6392|13|1963
2099|12|1984
8574|10|1988
1116|12|1971
5937|13|1991
8227|4|1972
771|4|2002
9287|6|1993
3621|2|1961
2709|13|1977
9285|5|1980
3626|13|1988
9291|5|1980
4728|11|1986
7910|3|1996
4386|14|1983
6287|13|1964
9107|0|2000
9291|8|1990
4659|7|1976
3424|4|1975
9726|3|1999
9955|14|2002
2556|13|1963
9539|12|1975
9101|11|1964
6457|7|1981
5258|13|1989
4971|14|1998
5477|8|1974
9296|4|1985
9297|12|1996
510|8|1982
8511|6|1982
8939|8|1992
6770|1|1971
7406|10|1971
9297|8|1992
9297|14|2003
9650|9|1963
9506|12|1974
5154|9|1971
9580|9|1973
7917|10|1998
7734|4|1977
6366|14|1961
4463|2|2006
7064|4|1974
2503|0|1995
9303|6|1966
9117|10|1980
9757|7|1963
6481|5|1962
3485|1|1996
7668|0|1982
1960|4|1969
5957|13|1980
5094|13|1998
9131|5|1990
7129|0|1978
2764|5|1996
8445|9|1999
7478|1|1964
5945|3|1975
9303|0|1964
9371|1|2006
8036|2|1990
9195|6|1979
7577|9|1965
7320|6|1988
7549|6|2007
9466|12|1961
7508|3|1998
1559|6|1978
9315|4|1969
5189|14|2007
1627|5|1969
9011|10|1977
6556|7|1964
7229|6|1988
5827|5|1971
4695|12|2006
642|9|1994
6302|12|2007
3488|4|2002
6585|8|1975
2151|3|1972
3727|11|1998
9318|5|1975
9347|14|1995
4863|0|1981
4107|5|1987
9113|1|1982
9320|5|1975
1210|14|1972
9269|13|2001
2714|6|1990
7228|5|1977
1355|3|1974
9325|7|1972
2065|10|1995
5120|1|1981
9326|12|1999
8164|5|1973
8545|10|1997
9330|14|1967
3315|7|2001
2887|5|1965
898|2|1993
7370|3|2005
3510|9|1973
1087|5|1966
9330|2|1976
8708|7|1984
2564|0|1988
7864|0|1989
3109|5|2000
2471|5|1984
9133|14|1977
7809|7|1990
1689|6|1995
4332|2|1971
3047|5|1984
2443|13|1972
1001|2|2006
5916|2|1968
6654|12|1977
1084|5|1986
5772|12|1997
9331|4|1965
9333|6|1973
6786|7|1971
9333|1|1982
8819|9|1966
6410|11|1996
7068|2|1968
9338|2|1997
6249|6|1982
8653|2|1977
8387|10|1962
2220|2|2005
7459|11|2005
8607|11|1994
9338|3|1965
6241|6|1989
9678|14|1960
3496|11|1988
9339|4|1972
3409|5|2006
7095|14|1996
8378|2|1994
7178|11|1982
9150|9|2003
8870|4|1999
5263|0|2000
6400|12|1980
4607|1|2001
1409|3|1970
9340|4|2001
9679|3|2003
6146|5|1992
3456|11|1972
7406|9|1981
1201|1|1987
8505|4|2004
8152|10|1977
9342|7|1990
2963|1|1991
9343|14|2000
8360|9|1992
3211|6|2006
6732|13|1975
9955|6|1991
7563|6|2006
9014|7|1981
1389|7|2006
6534|0|1963
8898|0|1984
7764|10|2004
9345|0|1999
8869|5|1963
1885|6|1973
8030|0|1999
9981|12|1971
4745|8|1966
6561|14|1992
857|10|1982
2152|1|1975
8006|14|1970
7344|0|1989
4478|5|1963
8105|2|1984
5268|12|2006
4187|14|2003
8533|5|1962
8101|1|1969
8569|6|1967
9127|2|1960
9348|7|1987
7950|13|1975
8654|11|1975
8688|7|1979
8384|7|1991
5553|3|1967
542|0|1985
6825|9|2001
5459|6|1970
9350|10|2001
7805|0|2002
6715|12|1961
5249|5|1965
9861|11|1977
9280|8|1992
6871|2|2007
5056|9|1974
3236|10|1983
7927|14|1978
6808|9|2003
9351|0|1983
8417|13|1982
3953|7|1995
9356|1|1977
9356|6|1992
6913|5|1989
9931|9|1983
1105|4|1972
9786|7|1975
7276|14|1974
7198|13|2002
9274|5|2000
5887|13|2002
9325|13|1984
9360|5|1985
9122|11|1998
6476|3|1990
5940|10|2007
1842|10|1985
8414|13|1969
8452|9|1993
1073|7|1977
9361|4|1989
5011|5|1961
7419|12|1963
6417|13|1983
1061|5|1980
7936|13|1970
1153|9|2002
6486|7|1977
6762|7|1972
8863|12|2005
8884|9|1965
7396|13|1961
5656|14|1977
3212|12|1984
9256|3|1993
9786|9|1960
4403|10|1977
7712|12|2006
6762|5|1961
9364|9|1999
3269|3|1993
9202|7|1967
2766|9|1984
9720|12|1964
9225|2|1966
2121|8|1969
5212|2|1974
9349|2|1968
2447|2|1984
9340|7|1974
8209|11|1981
9368|13|1978
5311|5|2007
6983|9|1962
658|5|1987
8810|5|1966
7071|7|1982
7416|0|1960
9279|2|1960
7140|9|1997
9748|9|1973
7952|7|1986
4017|3|1975
1553|2|1974
2782|5|1990
7687|7|2000
9188|7|1995
3293|12|1962
9307|1|1987
8299|14|1995
6113|3|1973
9377|9|1970
6748|10|2004
6326|11|1975
7590|2|2003
7448|3|2005
9864|3|1989
9377|0|1969
9380|14|2001
5834|14|2005
5366|10|1965
7262|6|1969
881|10|1992
2392|5|1991
9381|7|1962
199|3|2005
7404|4|1962
9505|9|1983
6980|7|1970
2589|2|1963
5914|2|2002
1726|9|1985
5043|6|1999
4063|5|1960
7629|12|1988
8568|3|1991
8630|3|1998
988|6|1969
7597|6|1998
9677|12|1980
7422|13|1997
2669|14|1968
6080|4|1980
9386|2|1965
7025|11|1970
5589|11|1994
9835|5|1995
3717|0|1966
9602|10|2002
6952|14|1974
4222|10|1984
9388|6|1985
9512|12|2005
8572|8|2000
1227|7|1988
6577|13|1981
9388|1|1971
8644|0|1963
4743|0|1995
4638|4|1997
8731|6|1992
6201|3|1977
2170|9|1968
6385|9|1960
6958|9|1961
7824|4|1976
8043|2|1989
3944|3|1984
9393|4|1999
2857|3|1970
9780|3|1984
6233|14|1994
6199|8|2007
7766|9|1986
4357|12|1985
9417|3|1981
7463|4|1984
6388|5|1967
7648|0|1975
52|5|1984
6653|5|1998
4873|9|1982
8217|4|1965
2277|7|2006
8456|2|1991
7564|5|1977
2947|12|1979
2141|3|1972
9067|9|1977
9352|8|1960
5584|6|1977
760|13|1984
8571|2|2001
9396|5|1981
8153|5|1973
5848|12|1998
6918|12|2001
8296|12|2004
2986|7|1998
9356|8|1978
2535|8|1979
9905|1|1979
9397|10|1963
7721|2|1993
2948|10|1966
141|0|1987
9397|2|2001
8800|9|1984
9177|13|2001
3529|13|1960
1346|2|1999
9398|9|1968
8659|7|1986
6618|9|2006
7982|5|1992
7847|9|1968
7514|9|1987
7464|8|1993
435|0|1978
3768|3|1987
5851|7|1989
2968|6|1986
2724|10|1978
9170|12|1975
2721|3|1998
6591|0|1981
2681|10|1965
6849|3|1988
7610|4|2006
4190|3|1968
8763|11|1986
9817|10|1988
8589|8|1971
6829|11|1988
8457|0|1971
9105|8|1973
9843|14|1996
7527|13|1960
8164|7|1963
1527|0|1965
3965|11|1979
1597|7|2003
7210|4|1975
6408|6|1985
6804|2|1978
9400|11|1960
4316|8|1994
8068|9|1987
7621|2|1969
7837|1|1981
5611|6|1981
9875|8|1989
8216|12|1993
6602|3|1983
6092|8|1971
5920|13|1967
9401|5|1995
6358|14|1981
9120|3|1960
7533|0|2006
3678|0|2006
9403|0|1980
1901|9|1986
9050|13|1984
3612|14|1981
6781|10|1960
3236|8|1972
7390|13|1979
4135|8|1966
9428|0|1984
9407|1|1971
3760|12|2002
1420|14|1975
7579|6|1964
7765|11|2006
7838|6|1975
6650|12|2006
9168|2|2003
7015|6|2001
9091|8|2006
7421|6|2001
8981|11|1972
1689|13|1997
9407|2|1989
4008|12|1983
378|12|1966
7175|7|1996
9845|14|1983
2440|2|1988
9410|12|1990
6735|9|1972
9412|11|2006
8474|11|1994
6956|10|2007
2444|12|1997
9682|13|1995
5907|2|2007
5816|13|1979
1338|7|1976
8932|1|1960
576|5|1990
3377|7|2007
1211|13|1994
1476|1|1977
7154|0|1998
7286|14|1997
9417|7|2004
8364|12|1973
2124|4|1999
9418|0|1988
7727|1|1987
9420|1|2006
7957|2|2002
9582|3|1987
6019|14|1991
5905|12|2002
2266|2|1980
7062|12|1990
7210|9|2004
9421|11|1998
6667|7|1990
5303|3|1967
7203|5|1988
8523|0|1960
8760|8|1978
271|5|1993
8507|1|1985
9180|2|1965
7585|0|1998
8536|0|2001
9005|3|1993
