Person|Post|creationDate
1640|3821|1970-04-01 05:39:58
1641|48968|1982-07-25 01:11:13
1642|73196|2005-08-10 20:43:50
1643|26207|1979-04-22 03:48:27
1644|50633|1997-05-03 12:01:11
1213|40804|1984-03-30 23:18:21
1644|70136|1985-01-02 10:21:06
1646|87323|1986-10-10 16:57:10
1646|42603|1998-05-18 22:03:11
1648|29669|1991-07-28 08:41:00
1649|891|2001-03-18 06:31:04
1649|91479|1985-08-19 03:16:45
1649|39122|2000-06-27 16:56:26
1651|6094|1993-05-03 07:48:40
1651|86658|1977-07-24 20:20:29
1651|22343|1995-05-08 02:35:24
1651|79955|1967-10-31 03:30:20
1652|20830|1993-09-08 19:06:51
1653|72775|1965-12-15 13:49:31
1653|49270|2004-10-13 02:18:50
1654|4914|1974-03-25 15:59:47
1655|9261|1990-03-20 00:18:38
5|12065|2001-06-12 10:41:06
1656|41368|1989-01-28 04:47:24
1657|60172|1963-03-28 05:33:30
1657|70007|1981-06-23 10:33:02
1657|8217|1980-11-30 13:59:23
1659|61714|1973-04-22 01:25:29
1659|32654|1979-04-07 19:11:51
1660|83334|1976-07-14 09:10:35
1662|47281|1965-06-28 09:32:25
1662|64147|1980-08-14 10:58:37
1662|84602|1991-07-16 17:07:23
1663|82167|1967-12-01 14:04:26
1668|5592|1976-03-22 04:39:04
1669|59044|1976-05-27 11:41:23
1670|86514|1974-12-12 16:56:10
1673|16417|1997-09-23 13:08:32
1674|32996|1990-12-08 12:11:01
1674|69981|1997-11-06 22:46:14
852|94300|2007-03-04 18:46:00
1675|39658|1961-12-09 10:49:38
1676|40692|2005-07-09 06:51:23
1677|34883|2001-07-30 13:17:04
1678|15345|1996-11-11 12:51:15
1678|7623|2004-12-10 08:23:11
617|90378|1964-03-20 17:03:18
1678|40209|1982-02-23 10:02:13
1678|54077|1969-04-14 14:07:53
1679|23422|1965-04-01 22:11:02
1681|64300|1968-04-17 07:45:10
1682|68603|1997-04-29 14:11:25
1682|64743|1975-12-25 05:21:56
1683|76327|1975-11-15 06:10:31
1683|63753|1970-05-11 11:02:01
1684|71996|1975-09-17 04:51:24
1684|36804|1995-07-11 17:39:21
1685|60177|1991-09-15 02:46:20
1687|67903|2008-03-22 15:10:33
1688|88840|1971-09-29 06:04:11
1688|13624|2006-10-04 15:09:50
1688|60530|1963-10-03 13:16:28
1688|25580|2004-01-26 01:07:24
1423|93750|1981-06-25 15:44:49
1689|76743|1969-11-12 20:41:39
1689|145|1984-06-07 12:38:48
1689|47092|2005-10-01 21:24:19
1690|74401|1972-02-27 14:15:33
629|986|1994-10-21 09:39:35
1691|8416|1984-02-23 05:10:28
1692|16996|1967-08-08 07:01:44
1692|73440|1988-01-09 04:36:56
1693|7985|1977-03-01 01:51:39
1693|23823|1970-04-20 08:02:08
1694|60921|1971-02-27 23:12:49
1694|43657|1992-11-29 11:41:42
1694|38782|1972-07-24 10:40:14
1694|9227|1987-03-20 08:48:59
271|45400|2004-05-13 03:53:16
1696|13324|1960-12-18 15:29:28
1696|7948|1964-11-13 09:16:27
1698|67096|1967-09-15 05:49:29
1701|72282|1996-01-01 16:15:52
1703|81244|1970-01-16 22:47:57
1704|26531|1996-08-29 21:11:57
1704|54469|1975-06-23 16:31:07
1704|22851|2003-10-16 02:31:06
1706|2740|1996-01-07 22:11:06
1706|54712|2006-10-26 21:44:03
1706|79179|1990-10-26 15:47:00
1706|63723|1976-05-13 03:35:12
1707|88033|1974-02-17 21:48:15
1708|80356|1960-08-06 11:45:03
1709|30713|1971-01-11 19:13:12
1709|41844|2007-11-06 00:26:32
1710|26251|1966-08-25 04:15:52
154|8962|1966-01-06 05:35:20
1711|61082|1988-04-15 07:12:52
1711|83145|2000-04-05 12:06:18
1711|83019|1978-02-28 06:16:41
1711|32618|1963-05-18 01:38:11
1712|71132|2004-01-24 23:13:42
1712|65256|2001-07-24 10:07:15
1022|92121|1990-02-14 16:08:19
1714|27099|1960-06-22 14:04:56
1716|18198|1991-10-25 15:41:34
1717|20781|2002-01-19 03:35:13
1717|54308|1975-01-29 10:55:57
1717|84998|1993-04-12 09:23:12
1718|44930|1983-03-09 08:15:27
1720|24749|1996-05-14 18:39:06
1720|16805|1978-11-13 12:20:03
1720|85755|1962-08-11 02:45:13
1720|87244|1965-06-09 21:32:04
1720|31064|1967-05-27 10:26:11
745|78852|1981-10-29 06:00:49
1721|5583|1961-06-23 10:41:19
1722|20660|1995-12-13 07:13:00
1528|77654|1969-11-04 21:18:29
1723|75981|1967-01-16 11:24:05
1725|15285|1972-06-25 23:57:01
1726|18175|1983-07-25 06:44:13
1726|41958|1991-03-15 06:33:34
1727|37118|1976-03-05 00:14:09
1727|60014|1962-08-24 08:16:38
190|88950|1984-01-03 19:56:33
1727|43637|1969-08-21 17:20:32
1728|79943|1995-02-27 22:17:26
385|90326|1975-05-11 06:34:04
1729|64576|1999-02-19 05:06:53
1729|92610|1983-08-06 11:06:32
1730|45525|1999-12-23 09:05:55
1731|56910|1990-05-02 01:57:08
1732|76541|1995-01-10 06:00:33
1735|85956|2002-12-11 22:15:40
1735|65714|2007-02-28 15:10:08
1736|74087|2000-10-31 13:52:59
18|15077|1971-12-29 08:17:14
1736|97162|2000-04-08 14:53:32
1737|47731|1968-05-30 05:27:57
1737|51198|2003-08-26 12:57:38
317|99621|2002-02-02 01:06:15
1738|92989|1964-09-20 04:25:37
1739|78541|1986-09-15 16:31:55
1739|14504|2002-05-07 11:07:54
1739|21442|1994-09-10 06:29:24
747|79217|1997-01-28 00:14:15
1739|23702|2005-01-10 13:39:14
1740|6493|1985-02-25 00:59:12
1740|27391|1990-10-30 09:12:26
658|6915|1990-06-29 02:51:18
1458|43604|2003-02-07 19:10:13
1741|71904|1976-11-22 02:37:18
1741|91083|2006-06-28 01:14:26
1741|34952|2001-10-11 07:44:41
1744|19062|1987-08-31 15:00:07
1744|65804|1981-10-13 07:06:04
1745|15536|1965-11-27 08:39:30
1745|38769|1997-03-24 04:04:55
1746|17916|1986-09-22 16:05:28
1750|22118|1974-11-15 04:57:22
1750|49843|1975-10-14 08:14:17
1751|34977|1989-05-30 08:24:06
941|3153|1974-09-09 14:16:54
1753|71554|1993-08-09 23:31:00
202|404|2006-10-25 08:32:22
1754|60464|1987-06-21 15:09:06
1755|89689|1987-03-10 08:02:50
1756|92080|1965-04-03 17:25:33
1757|18115|1986-02-25 22:22:13
1118|93611|1989-07-27 19:09:20
1757|772|1978-11-21 19:24:16
1758|33342|2003-05-18 01:54:34
1758|57222|1997-11-19 10:03:47
1758|18230|1964-02-07 16:05:03
1759|52305|1997-05-08 16:15:19
1764|84136|1974-12-27 12:46:03
1764|36805|2002-08-03 14:45:37
1766|94860|1969-03-05 07:20:01
615|99682|2003-02-16 16:15:36
1768|26165|1970-09-09 11:33:09
1772|3116|1987-06-28 22:38:08
1772|46198|1970-07-24 21:12:30
1772|19173|1987-07-09 02:22:29
1774|27220|1962-11-17 06:51:44
1774|42239|1992-05-02 20:36:41
1774|80228|1977-10-08 13:37:28
1778|54021|2005-02-14 23:32:10
1780|85175|1976-06-16 03:29:53
1343|92735|2005-01-21 10:00:09
1781|24181|1998-03-07 17:35:36
1782|77967|1995-05-13 17:30:31
1782|25402|1996-12-30 15:04:26
1782|3977|1969-11-19 01:08:38
1782|28674|1965-08-16 20:47:59
972|83500|1991-10-20 06:31:46
1567|41197|2007-02-16 01:28:08
1783|54640|1993-09-16 07:23:20
1783|528|1967-09-06 15:06:29
1784|93529|1971-02-26 12:43:24
1786|25523|1996-08-20 02:13:27
1787|31576|1977-08-09 08:10:40
723|8910|1976-06-30 22:26:45
1787|30664|1973-04-08 22:01:31
1789|14528|1995-08-09 01:00:16
1790|3834|1998-11-05 03:59:15
1791|54235|1975-06-08 17:10:53
1792|47964|2005-09-17 14:10:44
1794|65826|2005-08-21 22:24:48
1794|64308|2006-05-21 21:33:36
126|87100|1990-11-23 14:39:07
1794|55288|1996-12-09 23:54:41
1795|26180|1994-04-16 19:37:26
1796|17291|1981-09-24 14:24:57
1798|95037|2006-09-15 07:19:53
1798|50187|1996-07-10 02:30:23
1798|5822|1972-12-27 08:56:13
1799|48660|1997-01-05 09:57:51
620|73291|1993-05-24 16:01:11
1799|11807|1972-07-20 04:02:31
1800|688|1984-08-06 16:46:39
295|95340|1970-06-08 13:45:19
737|54915|1997-12-06 13:24:39
1800|35487|2004-05-18 11:01:58
1800|53750|1999-01-03 12:59:37
1801|1792|1982-01-27 18:57:31
1801|59862|1981-01-25 17:30:56
1804|81138|1996-09-30 07:34:54
1805|3321|1997-05-26 13:07:43
1806|11450|2005-02-14 08:53:48
1806|5745|1997-08-09 04:17:08
1807|54161|1991-01-05 15:09:22
1807|25919|1983-06-23 04:39:48
1807|61091|1966-03-12 19:24:14
1808|93331|1971-05-03 07:49:51
1808|13888|1960-11-14 17:15:36
1808|72964|1985-04-02 09:34:48
1809|2317|2008-09-10 01:21:27
1809|51978|2008-07-21 23:55:06
1811|76048|2005-07-31 16:58:59
1812|56133|2006-06-12 21:23:41
1812|60820|1972-03-13 11:08:28
1813|62947|1966-11-07 04:57:44
1814|42005|1975-12-21 11:39:16
1815|62906|1992-02-06 23:56:59
1815|58812|1986-07-26 01:25:30
1816|25937|1994-12-30 23:19:47
1816|37921|1993-09-17 15:54:03
1816|57633|1979-03-26 21:24:56
1817|85230|1977-01-24 14:55:53
1818|51121|1964-02-29 15:32:32
1818|67314|2004-04-26 07:39:29
1819|22408|2000-09-08 18:53:16
1819|22596|2007-06-17 16:50:38
1821|49713|1994-11-29 03:08:39
1821|10755|1984-09-10 19:27:18
1821|69345|1973-11-25 13:29:10
1821|29944|2006-04-09 21:19:55
1822|38675|1966-08-15 06:03:27
528|61883|1974-11-26 14:00:39
1822|4946|1982-06-19 02:00:31
1825|14079|1964-04-10 00:31:23
512|83382|1974-10-08 17:33:01
1825|81693|1980-05-02 04:48:34
1826|17573|1983-03-20 17:23:50
1826|52199|1991-09-18 11:11:00
426|47212|1978-02-05 07:48:00
1669|77044|1988-08-11 07:24:31
1826|43068|1984-09-26 00:33:42
1826|13743|2008-01-24 04:34:56
1827|25477|1981-01-12 01:36:19
1827|38900|1965-05-17 23:07:28
1828|64066|1976-04-22 18:30:32
1828|94018|1975-11-11 05:33:49
1830|85999|2001-10-01 15:41:22
1830|90931|1975-02-28 03:19:51
1832|59719|1991-10-20 16:36:28
1832|41138|2000-07-04 18:02:32
1041|20473|2005-07-09 18:44:29
1833|34988|1970-10-07 01:54:26
1834|83398|1982-11-19 16:19:42
1836|6733|2004-02-18 22:03:58
1837|62751|1990-08-08 16:13:58
1839|22586|1990-04-10 15:27:59
1840|54480|1968-06-10 16:13:46
1840|693|1960-08-28 15:39:39
1325|76102|1962-10-02 16:48:42
1840|98258|1980-02-15 14:18:41
1841|39308|1975-01-26 04:42:38
1842|90925|2007-06-25 21:52:04
1843|90171|1996-05-02 01:28:06
1843|76799|2002-10-15 05:48:04
1844|6802|1999-11-27 02:44:25
1845|14509|1994-08-28 01:37:32
1846|67259|2003-08-31 01:22:01
1847|53573|1991-08-31 05:57:20
1848|80440|1960-08-10 03:01:21
1848|78592|2007-09-05 05:39:16
1849|34695|1970-10-19 21:32:08
1849|52634|1989-08-16 23:26:42
1849|38227|1992-07-19 02:38:37
1853|92130|1961-08-21 08:45:40
1853|68094|1966-01-17 23:28:38
1857|7545|2006-12-02 03:34:29
1858|23320|1977-08-14 05:58:05
1858|25854|1994-05-22 10:25:29
1859|23705|1980-11-12 10:25:40
1861|16822|2001-02-01 06:55:14
1861|84977|1990-07-01 01:29:29
1862|8541|1960-03-12 11:35:07
1863|62248|1986-09-30 19:08:14
1865|43660|2006-07-02 16:29:52
1865|98520|1968-05-07 02:54:58
1866|38413|1976-12-31 13:38:13
1867|23049|1967-09-25 00:56:49
1869|32103|1972-05-15 15:32:23
1869|62961|1976-11-13 05:39:50
1869|70719|1969-10-05 03:20:49
1871|27861|1972-06-03 04:57:22
1871|54602|1978-07-12 10:12:14
1871|9684|1986-03-24 00:17:06
1871|22632|1993-12-03 06:36:45
1872|42368|1968-11-02 00:07:27
1873|32777|1971-08-05 15:18:06
1874|24090|1996-12-19 01:42:03
1874|10557|1998-02-04 09:45:49
1876|68374|2005-05-05 02:58:57
340|16209|1971-03-20 21:06:13
1876|81266|1994-07-01 01:27:44
1876|96566|1985-10-21 17:37:11
1877|89251|1972-05-27 04:02:17
1820|57076|1972-05-01 14:51:36
1878|8292|1973-11-20 18:02:41
1880|89370|1983-02-06 06:27:37
1881|13823|1991-04-11 03:22:59
1630|44680|1971-10-04 07:46:11
1881|9036|2003-11-06 05:42:39
1881|34093|1965-04-19 15:34:04
1881|74748|1969-02-07 06:28:14
1882|37544|1963-07-23 13:18:30
1883|84043|1966-07-18 05:49:37
1884|50330|1966-11-01 17:36:48
1885|36506|1995-10-24 22:21:00
785|91913|1969-09-26 15:42:00
1885|97979|1969-04-04 02:32:51
1885|48349|1965-06-22 06:27:48
1885|84748|1979-07-01 08:06:31
1887|81924|1964-10-23 07:06:44
1887|63715|1968-03-29 01:59:29
1888|88635|2005-12-13 19:14:43
1431|95921|1998-09-14 08:53:18
1888|48197|1988-09-01 22:46:07
1889|14494|1979-07-26 05:21:03
1889|32698|2007-08-18 21:12:14
1890|42990|1995-07-08 20:27:20
1890|88610|1986-12-01 10:04:18
1891|1270|1996-01-12 02:27:14
1892|4296|1964-03-30 03:03:50
1893|1076|1999-12-07 07:31:49
1894|82662|1993-12-28 05:05:33
1894|47449|2005-09-11 00:54:37
1897|26161|1976-12-26 03:49:50
1898|54937|1964-10-23 07:39:00
1204|79645|1989-07-03 09:32:30
1900|13640|2005-05-07 22:04:58
1901|4896|1966-02-19 18:59:03
1902|97646|1995-11-16 16:54:23
1902|45102|1965-02-08 01:53:01
1903|24554|1962-08-27 19:58:44
1904|74180|2007-12-19 07:46:50
1906|66391|1970-11-16 14:24:47
1906|50270|1980-06-16 21:39:42
1907|80425|1981-07-01 09:03:13
1336|18458|1987-03-23 08:58:41
1908|80294|1969-08-09 07:27:26
1090|14694|1990-05-18 11:40:59
1908|21450|1987-05-24 09:50:56
601|86033|1977-11-04 23:58:31
1908|33331|1980-03-28 13:26:17
1909|86530|1992-04-17 20:17:25
1910|93759|1963-10-21 02:42:05
1910|82081|2002-05-04 10:18:30
1910|35562|1974-07-09 11:03:35
1910|63099|1966-07-15 13:22:02
1911|76782|1964-09-06 07:01:03
839|97906|1976-07-05 20:56:05
1912|66745|1981-05-12 04:16:31
1913|99367|1981-05-27 08:57:15
1916|47299|2008-04-07 15:52:07
1917|43013|1977-07-17 02:20:31
1918|60674|2002-10-26 19:36:25
176|13986|1986-12-06 21:04:17
1918|27314|2005-08-24 10:42:00
1919|34754|1997-09-21 22:14:26
1921|82516|1972-08-03 20:58:20
1921|16144|1998-02-21 08:11:54
1923|75577|1966-02-20 06:52:46
1923|30309|1993-06-23 10:21:05
1923|56633|1989-05-28 12:12:53
1924|64399|1966-12-31 20:07:36
1017|8015|1972-09-22 14:53:34
1925|2182|1972-09-06 06:35:33
1925|26918|1971-10-16 06:25:59
1926|74217|1975-05-01 05:57:24
822|57077|2008-12-09 15:47:22
1927|99459|1995-10-24 04:22:05
1929|54441|1994-08-13 13:09:42
1929|84865|2003-04-14 04:37:34
1930|70156|1997-02-13 12:11:21
1930|67959|1960-03-13 20:38:08
1931|31188|2008-10-22 20:43:31
713|5252|1996-08-03 07:29:19
818|9627|1996-06-10 22:10:11
1931|55913|1980-02-26 11:47:32
116|36059|2000-11-27 17:47:34
1932|30404|1980-07-20 03:02:06
957|16583|1971-04-21 12:16:27
1932|88270|2005-11-12 14:28:12
1933|45598|1989-04-22 00:31:19
1933|9255|1976-02-05 01:13:44
1933|30448|1969-07-17 00:44:50
1934|75819|1964-04-27 17:05:31
171|74140|2000-06-19 06:41:26
1934|95088|1998-03-25 21:40:58
1934|60766|1999-02-24 13:05:41
1936|57989|1975-02-09 22:48:54
1936|92575|1981-06-10 05:44:02
1936|73736|1982-01-01 08:44:55
1937|75322|1981-12-23 22:39:50
1938|39859|1988-06-07 22:36:08
1941|74327|1978-10-09 17:32:09
1942|56143|2004-08-29 19:01:51
1943|351|2006-08-25 08:41:33
1947|38892|1972-01-15 14:15:44
1948|98132|1989-12-04 18:25:18
1950|3678|1960-10-16 06:52:32
1950|64497|2008-06-21 23:24:56
1951|57629|1975-10-16 13:38:54
1955|48623|1980-04-12 10:56:42
1955|4992|2000-07-04 08:45:37
1956|15260|1969-06-27 01:42:57
1957|32071|1990-07-17 15:17:10
1957|39923|1988-12-07 14:07:56
1957|40676|1980-08-07 22:02:57
1957|87336|1983-01-03 20:54:16
1957|35248|1989-08-13 14:04:42
1958|39639|1972-07-11 18:56:24
1958|2228|1967-09-02 21:57:06
1958|5759|2007-12-17 18:46:04
1354|84752|1995-01-21 10:49:22
1959|55890|1965-07-03 04:31:26
1961|46169|2003-08-19 07:24:04
1962|63481|2007-08-04 07:41:41
1964|31040|1962-03-27 15:16:04
1617|12173|1984-08-29 00:23:56
1964|74835|1983-08-25 18:41:08
1965|83986|1994-06-30 02:38:15
1965|94545|1975-05-22 22:11:37
1965|47231|2007-04-10 02:51:28
1965|18284|1986-02-01 17:50:21
1965|53064|1978-03-11 02:30:38
1967|92403|1976-06-24 06:05:44
1968|7244|1996-05-24 17:13:09
1968|90677|1978-09-04 08:41:37
1969|64363|2000-04-18 07:46:33
1970|92197|2003-12-09 03:17:37
1973|61055|1979-09-26 21:59:27
1974|94326|1995-09-18 22:54:50
1974|67599|1990-09-02 12:17:37
353|37821|1975-11-12 14:25:49
1975|37186|1974-10-11 15:48:20
1976|88407|1985-02-02 16:07:24
182|76596|1989-11-27 00:21:14
1976|30162|1984-04-03 09:09:41
1977|22448|2006-12-08 02:53:52
1326|93473|1974-02-06 09:06:53
1977|87392|1976-01-12 22:07:45
1726|32245|1997-06-08 05:31:38
1981|33570|2005-07-27 12:22:58
1981|6578|1987-10-28 21:55:01
1981|66742|1996-06-30 19:19:41
1981|65777|1970-12-06 04:37:25
1987|71285|1961-07-25 19:54:48
1988|82295|1995-10-14 22:45:14
1989|28968|1979-11-26 19:57:34
1989|42344|2006-12-09 07:52:40
1992|73763|1977-05-10 07:41:10
1992|73487|1981-01-30 07:28:26
250|92112|1968-06-17 10:29:20
1993|93224|1985-07-30 02:06:28
1993|78280|1986-02-01 22:39:22
1993|35260|1994-12-19 10:07:21
1993|12051|1974-08-19 16:53:41
1994|80114|2005-11-30 23:29:09
1995|9143|1968-07-09 22:45:58
1995|65778|1968-12-22 06:57:34
1996|25965|1989-01-09 00:26:58
1996|15049|1993-07-07 05:49:37
1997|90181|1965-07-09 04:43:20
56|61485|1977-11-26 01:10:51
1997|88505|1974-09-21 00:55:43
1998|28017|2002-09-16 18:32:33
1740|37162|1994-10-10 02:22:31
1998|22954|1991-12-08 04:36:48
1999|61102|1994-10-13 23:14:35
2000|40830|1994-06-21 08:08:22
2000|66907|1993-07-14 02:10:12
2001|69195|2000-11-22 06:19:57
2001|6377|1989-06-11 11:55:27
2001|51300|1981-04-26 15:20:35
2002|16207|1985-11-14 22:11:22
2002|55533|1976-07-16 02:00:16
500|30354|1982-08-30 22:15:37
2002|82173|2005-09-03 22:10:48
2003|14975|1997-09-06 01:48:02
2003|17896|1991-12-09 12:33:46
2004|2573|1970-02-20 01:40:22
2005|59383|1982-08-30 22:08:32
2005|51200|1975-09-30 16:09:54
2005|22115|1960-03-18 06:09:39
2007|89727|1965-03-13 09:38:07
2007|51450|1980-08-29 18:27:03
1552|12694|1977-05-27 15:42:09
2008|30017|1980-03-26 04:05:25
2008|22893|1971-11-25 14:47:42
2008|25737|1971-06-21 14:49:55
2009|11466|1990-04-10 04:26:16
1304|98995|1963-12-12 08:02:50
2011|68030|1981-02-11 16:32:18
2011|63010|1986-07-03 17:54:08
2012|7022|1972-01-01 09:24:13
2012|38824|1980-05-06 18:17:55
2012|60320|1996-02-02 08:48:26
2013|80562|1995-04-02 15:54:08
2014|41346|1996-07-08 10:41:35
2014|14125|1968-05-15 15:11:47
2014|62617|1993-04-04 08:51:36
2015|38372|2000-09-24 02:09:57
2016|59597|2001-03-31 03:15:15
2017|83117|2003-12-06 18:43:25
2019|5895|1994-03-29 08:20:48
2019|27232|1975-01-20 02:51:12
2020|9293|2004-10-04 17:00:39
635|88623|1991-09-14 20:44:30
2020|83234|1973-11-19 23:03:02
2020|98228|2001-08-13 17:50:26
865|20883|1971-05-10 00:36:06
2021|3675|1989-12-01 15:15:07
2022|2487|1982-04-03 15:54:55
2022|17339|2006-05-10 17:49:32
2024|14292|1971-06-12 10:46:05
2025|36417|1996-12-22 09:19:46
2026|66538|1984-08-29 12:37:26
2026|46992|1989-07-07 01:49:25
1561|62027|1975-07-27 05:49:57
2027|34546|1961-07-24 11:34:03
2027|537|1997-11-09 01:39:25
2027|46257|1986-06-27 02:43:19
2027|78520|1983-12-16 10:21:34
2028|28044|1969-10-05 01:58:43
2030|98145|1960-03-05 17:46:36
2031|43612|1962-10-28 09:44:57
1528|90117|1984-02-15 04:39:41
2036|43866|1971-06-09 14:05:23
2036|25424|1962-06-24 23:20:10
2036|84065|1996-08-29 19:34:42
2036|67739|1991-05-21 04:11:24
2038|18351|1997-07-18 13:44:09
2038|88592|1967-11-27 11:48:00
2038|85603|1978-01-26 01:45:45
2039|47423|1999-02-15 08:43:28
1875|99084|1963-02-17 22:20:24
2039|2054|1978-02-13 07:58:10
2040|77024|1976-04-21 15:52:23
2041|13983|1967-01-02 07:24:07
396|59299|1968-10-24 04:16:05
2041|5404|1984-02-21 23:00:55
2042|55622|1969-01-23 17:28:19
2042|35648|1962-05-20 13:46:23
2032|81646|2006-06-04 02:25:16
2042|99964|1962-02-09 12:56:38
2042|75190|1969-07-10 01:08:28
537|17386|1974-05-22 23:58:19
2043|47613|1973-04-26 21:08:54
1849|42732|1996-08-03 17:46:46
2044|88795|1990-04-17 06:33:44
2044|6196|1999-04-10 17:55:42
2045|50853|1966-04-22 22:40:43
2046|82286|1979-04-22 19:09:17
2046|11289|1989-07-08 04:03:36
2047|69719|2005-06-29 01:35:50
2047|43381|1987-07-11 20:48:29
2048|52187|1967-01-06 06:37:43
2048|30381|1972-09-24 07:02:48
2048|95636|1967-10-05 19:33:34
2049|76628|1999-12-29 21:18:36
2050|57845|1979-05-20 08:04:25
2051|45722|1960-05-21 09:17:02
2051|28391|2005-05-20 01:38:09
2052|2261|1969-11-03 14:42:45
2052|34452|1977-09-26 17:07:14
1731|13437|1961-10-22 09:03:49
2054|24766|2008-10-17 04:36:45
2054|59099|1981-08-08 01:48:24
469|68506|1980-09-17 11:36:07
2054|6373|1965-07-04 21:12:33
2056|57757|1985-01-23 18:38:12
2057|57800|1961-12-25 14:17:22
2057|27110|1971-02-12 12:05:45
1587|51607|1981-12-04 22:46:05
2057|74633|1986-09-29 06:40:27
2057|25653|1964-10-01 13:50:28
2058|6709|2001-10-25 17:13:55
2059|87085|1963-07-20 11:55:49
2060|88386|1976-12-26 12:17:16
1747|63662|1977-06-30 00:28:54
2060|84969|1986-02-09 04:11:15
2061|37195|1969-07-19 05:10:11
2061|29797|1996-03-01 13:33:28
2062|44294|1987-11-10 16:16:11
2062|85204|2005-08-19 17:22:03
2063|52163|1978-12-06 12:34:35
2064|39390|1975-06-23 10:34:24
2064|42070|1982-12-26 11:16:03
2065|55083|1964-05-16 18:52:59
2065|87883|1993-01-05 10:23:03
2065|43128|2002-12-11 02:03:47
2067|16080|1977-12-23 02:15:47
2067|51312|1964-07-31 18:45:49
2068|81238|1990-05-06 16:45:35
2070|99487|1976-01-24 02:39:43
2070|37012|2006-10-11 00:25:12
2070|96350|1980-02-12 23:22:02
2071|89894|2004-04-16 08:00:01
2071|94536|1965-11-11 23:55:02
31|82828|1979-04-18 23:17:26
2072|99384|1990-09-11 17:50:18
2072|3397|1980-09-27 18:56:14
2072|76579|1961-12-13 12:39:33
2072|82109|1963-11-20 04:04:52
2072|63122|1964-02-20 06:02:41
2072|48086|1988-09-11 00:22:59
2074|25205|1965-04-15 11:33:20
2074|40061|1984-05-10 23:04:55
706|7750|1997-02-03 01:57:29
1535|9011|2007-11-17 10:25:37
2075|64677|1967-04-23 21:14:42
2076|36518|1984-12-28 05:16:26
2076|49542|1978-05-19 01:25:51
2077|64688|2000-01-14 17:29:04
2077|50147|1980-03-13 04:38:43
2078|15819|1995-12-26 19:28:33
2078|67940|2001-08-09 15:41:27
2079|41231|1988-09-06 22:53:16
1514|4352|1999-12-13 09:45:50
2080|90437|1980-02-19 05:30:25
2081|28595|2003-10-29 22:21:49
2082|6029|2006-10-29 10:38:01
2082|15531|1963-08-29 23:06:32
199|61087|1970-10-01 08:20:02
2083|82741|1980-05-20 01:49:34
2084|12740|2001-10-13 12:16:34
2087|96561|1989-05-27 21:00:31
2087|28453|1986-11-26 09:47:40
2087|81631|1992-12-03 04:19:29
2087|71215|1998-08-08 09:24:31
2088|35651|1985-05-25 09:45:35
2088|26466|1980-02-12 15:28:52
2090|2519|1983-06-04 03:17:52
2091|54949|1996-06-02 12:13:38
2091|57247|1965-08-27 16:45:13
2091|82012|2005-10-07 03:14:48
2092|51675|2000-01-07 11:15:02
2093|48154|1996-07-26 03:10:00
2093|223|1973-11-14 01:04:49
2094|14627|1990-03-02 15:12:35
1671|47719|1964-02-10 16:27:42
2094|11271|2005-10-29 09:54:31
2094|93577|1977-07-28 10:05:50
2095|89721|1972-01-03 21:42:37
2098|9693|1965-05-04 19:03:46
2099|71163|1983-11-15 01:36:36
2099|17737|2000-12-10 04:57:05
2100|7271|2001-03-24 10:38:09
2100|54530|1988-12-07 19:43:01
2100|81041|1961-01-01 09:49:13
1320|97851|1998-10-01 03:28:34
2101|5535|2003-11-29 13:34:50
1096|17940|1975-07-24 15:09:44
2101|60801|1988-04-12 04:58:44
1794|98879|1987-09-28 19:45:20
2103|8488|1994-12-16 19:16:46
2104|25903|1995-06-25 08:04:45
2104|56306|1991-08-23 17:23:50
2107|83465|1974-03-08 15:49:46
2107|45562|1974-04-11 00:27:11
2108|39716|1963-05-20 04:55:54
2111|58072|1978-09-11 11:21:11
2113|18941|2008-10-02 18:45:56
2113|91161|2000-11-25 00:32:45
2113|30571|1989-12-15 15:21:49
2115|88209|1979-03-26 04:29:10
2117|24376|1974-07-16 17:09:01
2118|59436|1989-01-27 21:27:18
2119|94361|1964-07-21 11:24:11
2119|64741|1988-10-23 13:47:48
2010|51397|1971-02-22 09:02:22
2120|85823|1964-11-21 18:36:27
2121|32328|1989-07-03 10:56:37
868|30565|1999-05-14 15:07:19
2122|89629|1971-07-10 12:41:02
2122|57149|1973-05-04 22:32:11
2122|12508|1994-03-20 16:01:14
2123|70293|1961-07-14 10:16:59
2123|58705|2007-10-13 13:10:12
2123|11855|1962-11-03 00:24:12
2123|76389|1971-04-12 05:42:33
2124|35977|2006-09-02 16:03:30
2126|31710|1973-10-20 22:35:42
2127|81925|1999-05-10 08:09:57
591|65340|1971-08-07 02:23:21
2128|94351|1962-12-22 19:28:15
2129|58891|1986-01-16 02:20:26
2129|29121|2007-05-13 13:30:03
2129|70163|2006-03-16 07:09:49
2129|14662|1991-06-22 14:48:56
2130|59516|1986-09-13 17:32:50
2134|48827|1996-03-09 17:07:23
2134|44700|2003-04-23 11:57:53
2135|73864|1974-02-20 23:47:55
2136|1390|1965-05-20 07:45:25
2136|87379|1978-12-26 04:09:17
2136|22577|2007-04-24 20:46:11
2137|22965|1980-05-06 08:38:17
2137|41631|1977-08-02 12:11:34
2138|56433|1970-09-14 23:38:57
2138|8139|1962-11-04 15:47:19
2139|14322|1997-10-22 13:38:22
2140|86184|1972-07-22 01:33:39
