Comment|Comment
64878|115460
64882|72455
64883|176899
64884|18308
64884|67157
64886|156765
64886|79465
64887|138260
64887|97982
2293|43773
53357|199781
64888|125276
64890|151412
64893|41863
64893|107731
64893|183796
33933|130342
64900|23327
64902|113885
64904|185393
64905|182052
64906|137864
64906|124929
64908|132393
64908|168755
64909|105861
64909|76483
64912|8937
47604|154351
64916|169233
64918|5744
64920|36423
64922|133096
64923|186837
64928|353
64929|110061
64929|106038
64931|33418
64933|194699
18050|129237
64935|195066
36187|157581
64936|77163
64937|198328
64937|164959
64940|977
64940|69936
64943|8314
64944|186522
64949|146956
64950|56021
64953|105812
61669|97514
64954|81923
64957|179151
30552|187334
64958|128474
64959|48499
64960|57679
64342|54120
64961|197530
64963|130668
44046|197079
64964|30199
59536|162671
64964|4310
33801|97170
64966|186209
29132|191057
64969|24249
64969|131978
28740|44672
64972|27790
55066|171498
64978|23873
64979|149774
19869|145018
64983|132237
64983|106780
64983|128438
64984|144319
64986|125058
64987|63075
64987|161932
59083|149918
64989|124510
64989|30411
64990|112802
49414|174002
64991|180330
64991|18522
31318|166133
64991|21259
64993|63345
40482|47924
64995|46858
52185|176178
64997|117865
64998|148958
65002|65707
65003|196235
65006|31074
65009|131135
65011|59949
65011|75568
58978|61953
65016|151129
58857|139699
65016|195469
65018|173854
65020|45657
65021|81804
65022|129935
65023|194019
65024|20134
57605|171397
65024|182107
65027|130455
65031|22317
54121|196328
65034|145528
65035|165527
65040|186751
65040|158128
65041|104519
65046|156805
23586|14951
65048|34465
65048|198706
65051|126614
50029|57032
65051|57783
48218|190455
65053|58589
65053|197004
65053|65197
20358|140187
65054|190231
797|51914
65055|126219
11504|99608
65060|24131
65066|163122
65067|11360
65073|100900
65075|63085
65077|147235
65077|163110
18385|110489
65078|6217
33678|186215
65081|152524
22752|111022
40277|55440
65081|104325
65085|63122
2763|123550
65090|49658
65092|175902
65093|70240
65095|62946
12145|101055
62303|106151
65095|16829
22151|42136
51344|94226
65095|78874
65099|86949
65102|77425
65103|45114
65103|22017
65105|76426
65106|155893
65108|40054
65108|102753
65109|24656
65117|55885
61369|196365
65119|40695
42197|78721
65121|105021
65122|186535
65122|142840
65122|46226
53606|173460
65129|30255
65131|97143
65135|110393
65136|108130
65141|181741
65150|98598
65151|6074
65151|102519
65152|147800
65158|95453
3622|47050
65159|59697
65161|6601
65165|82120
61956|71729
65165|41762
65167|70050
14904|92264
65170|88776
65170|146872
65175|102919
65178|101669
65182|63513
65185|70096
10909|183080
33612|16709
65187|8786
65188|148382
418|65911
65192|159542
65195|64287
65196|38569
65197|173504
65198|197258
46396|140843
65201|182634
5657|156907
65201|13533
57694|50509
65201|61583
65204|33401
19370|78103
65205|17491
65212|53412
65215|50250
65217|117087
18941|25435
65218|120615
65218|60251
65219|45
20526|168972
65221|85549
65226|43955
65227|91618
65229|111254
65229|192539
54906|79773
65233|63393
65235|140940
44724|65400
65237|134698
65238|62402
65239|181389
65239|41920
65244|13879
65245|128921
48272|21388
61563|129457
65246|70156
6425|117005
65247|180746
65249|4564
65251|78390
65254|59113
65256|136111
65258|50723
27235|47151
65258|86923
65258|152517
65259|56707
65260|85944
65262|77659
65266|118983
65267|121295
65269|156977
65270|147117
22529|108424
61706|22643
65275|46134
37010|45695
65277|128744
45495|69466
65278|82733
65280|86462
65281|114923
65285|34122
54442|155964
65286|74319
65286|155322
65290|64602
65296|139168
65297|55320
65298|35219
65305|107999
65308|108017
65310|15037
65311|107747
686|159925
65312|81542
3873|193786
65312|81676
3404|50941
65313|152597
65313|36397
65314|65710
65315|96419
2349|95244
65319|93716
65320|12217
65322|12987
65322|73920
44919|190018
65326|27056
6342|155435
65327|121449
65328|35317
65329|39408
65337|187577
65337|142405
65340|16732
65343|197349
2197|41984
65344|89050
63741|167288
65347|130306
65348|101979
65349|87210
48993|8812
65353|15294
58980|151321
65355|30898
16520|122315
65358|3163
65359|20054
36465|10224
46275|193180
65359|149887
65361|198872
65279|73365
65362|128227
65365|81806
65369|82337
65371|82278
65372|58576
65374|152227
65376|2575
65377|1168
65377|101684
64905|111033
65379|7859
65379|24307
65390|172692
65393|63790
65395|81577
65404|155107
65406|4371
65408|192595
10759|84082
65409|80029
65411|159471
48058|122632
56455|175780
65418|82723
65418|81868
65418|108978
980|136619
65418|78070
65420|127754
65421|156613
65422|198637
65426|52910
65427|27035
65429|44006
65431|94422
65434|82147
65435|2235
1519|128809
65437|102857
65438|124886
6653|181795
65438|124012
65444|157813
25849|45108
65446|129595
11658|93230
46708|132878
65449|85214
65451|35034
65455|61960
65459|121576
65459|120371
65460|104228
42617|25514
58571|1931
65460|89005
65461|80492
4722|35642
29985|198720
65466|32327
65468|175751
65471|48957
65473|132177
32166|113303
65476|121146
21427|200001
39000|2741
65478|136500
65480|73754
65482|107834
37469|139554
65483|142956
65487|38268
65487|60219
65489|56068
26211|62010
34249|138892
65496|71587
30235|193773
65497|4141
18969|190046
65504|181110
65506|90709
65507|96291
65509|140154
18846|111530
65515|159081
65516|4582
65516|71534
65517|165608
65517|9938
23579|124312
65519|13124
65520|115462
65520|145780
41000|121719
65521|128459
65522|7339
65522|157233
65524|91064
65525|82945
58333|196749
65525|43760
65526|77152
65530|149151
65531|124219
17743|16953
65531|29119
65531|16419
18593|195906
65532|161059
65533|139520
65534|55505
65534|67614
65535|157881
65535|4232
65537|194641
65539|32202
65539|66971
65540|44958
65542|143408
13341|148416
65544|199163
65545|64269
65547|93981
65548|172428
56696|91042
65549|126953
65552|35863
65552|111672
65554|112452
65555|175219
50882|20952
65555|42204
19786|122225
65556|158978
49721|59392
65558|136857
58228|17692
65559|13597
17978|192951
65560|191496
65561|95193
43969|111386
50983|25641
65561|169903
65562|143552
26488|179607
65564|148862
65566|170163
65567|9092
65567|138912
65568|72472
60359|176346
65569|56922
65570|161185
65570|113147
65577|138212
65580|181387
37365|105179
65581|107348
65582|100885
65583|195968
65584|54726
39075|149962
65584|72493
38124|75649
65589|3923
4686|171510
65590|156261
62331|170758
65590|80178
44854|78365
65595|11361
65598|85435
65599|52557
65603|162929
65604|138364
65605|53310
728|46687
65606|165340
65608|145513
65608|22827
65609|134258
62222|189753
65611|64652
65612|12773
65616|97426
65616|83684
39370|135358
65617|192829
45854|131819
58650|22779
65619|20052
65620|75744
48778|13434
65622|122925
28676|75647
65626|175745
65628|53937
50296|31159
65628|198407
1643|153969
65632|130187
65637|74848
65639|5385
45845|96080
65640|26257
65643|19854
10367|153225
35112|108217
65645|9546
65645|15995
65648|86373
65650|144773
65651|116407
65653|176597
65658|53695
65659|44942
64344|160579
65661|145656
25912|130887
65661|188764
65662|60699
65663|14274
4507|57863
30525|15897
65663|121403
65669|195712
14424|168912
65671|172393
6507|70570
65671|116722
65672|148752
65674|173354
65678|136941
65682|124477
65682|86606
65687|62488
24610|159740
65689|58439
65690|163165
65690|193406
22862|177806
23086|108258
39482|166115
65690|70839
65690|8116
65690|87230
36690|65182
65692|19379
65693|125627
65694|62340
65695|79342
45255|85617
65696|39600
65698|122051
65700|68946
65701|159156
28100|53021
65704|154581
65706|41213
41488|30083
65709|164561
65710|49636
26367|190989
65710|31294
65711|93482
65720|131399
32461|190344
65722|8035
65734|186307
65734|181574
47139|179180
65737|62828
65739|67760
65742|19943
65746|114840
65752|143249
65753|100044
65754|125245
65755|168728
9560|83000
41309|8332
65757|147814
65761|156612
42758|143588
65762|26496
18439|6371
65764|192146
65765|25072
65766|36695
65771|128513
65771|185363
65772|181436
57130|22335
65774|11410
65777|175670
38501|10319
65777|2942
65781|175162
65782|45945
65782|104731
65783|160161
65790|189713
65792|124581
65792|178987
65793|165600
18047|39457
50328|103446
65809|130400
37563|136587
65810|185855
65812|126256
65813|57197
65813|77075
47205|70033
65815|10782
65815|160869
65817|3394
65818|188678
65820|99913
65821|198243
65822|131171
65825|194462
65826|53787
65829|114948
65830|64172
65830|183020
65831|49086
65835|177121
65835|126894
11498|124813
50151|72674
65837|6245
21747|184767
65839|163254
65843|5903
65844|390
9105|75903
22757|70995
65845|127145
65847|112701
65849|72374
65849|191323
65852|34325
65855|43673
65859|131818
65860|11007
27024|110967
65861|179756
48659|22426
65861|80221
65862|60186
58044|50870
65864|73219
65865|130515
65865|4875
65871|23175
15687|126248
44488|147196
60654|36118
65872|40651
1742|9441
65873|158566
65873|115132
65873|118212
65877|66590
65877|3837
61051|33315
65878|7418
65881|120803
28720|135419
65886|151267
65889|32362
65891|150035
65891|164921
14823|130373
65893|114497
65896|23512
65903|64050
65906|94642
65907|178738
65909|60944
65912|48540
65914|1201
65915|127493
65915|36683
65917|130932
8830|179807
65920|174415
65921|64126
65922|61341
45341|69184
65924|111225
17375|180984
65925|58930
65929|123825
42913|56865
65929|85998
65929|196228
13382|107767
65932|49433
52568|130337
65933|71802
65933|90734
65935|194630
65938|49615
43447|153017
65941|170053
65946|196683
65948|63704
65951|123280
65951|187986
65953|186426
65956|47670
65957|110724
65961|93035
65963|180201
33969|122866
65965|164259
65968|1798
65969|38001
65971|150952
65974|162402
65978|13577
65981|170797
65981|97772
65988|172819
65991|181747
15235|174330
65991|32417
65996|177657
66002|36131
66004|135607
66007|67789
7030|133012
30571|24318
66015|8838
54191|111426
66015|115752
66019|199411
66019|131048
45116|180781
66025|66019
66030|195988
60824|58698
66030|82866
34329|3835
66033|186784
44596|187427
66033|76015
66034|166953
64980|164111
66036|76611
65650|12723
66042|197918
16241|45011
66043|183930
28876|44758
66047|229
66048|121555
66051|44580
66053|199625
20931|104574
66053|130911
6595|165986
66054|75175
66056|6623
66059|143345
66061|172652
64177|60764
66063|80766
66069|164521
66070|86824
18530|132985
66075|45318
66076|78322
66078|89801
66080|178006
66085|179296
56602|50500
66086|84344
66086|185440
66087|25942
66089|188630
66092|104516
66092|126045
66093|9106
66095|4148
66096|163731
66100|14728
66101|192002
66103|187498
21273|78732
66105|160286
66105|186499
66106|178451
66108|126170
66108|146879
66109|48694
16554|173807
29015|121768
66115|135668
66116|153674
66116|2520
12592|100304
66118|131180
52309|8315
66120|43289
66121|35345
66123|157450
6140|1398
26421|20152
66125|72205
66125|42084
66133|183036
66134|30993
21363|158685
66136|88782
66136|142333
55278|92510
66136|176046
66137|57159
20502|98957
66139|194749
66141|124912
66144|139887
66144|163888
66145|98449
25804|110872
66145|4112
11728|64945
66146|8947
66146|48711
58057|79030
66151|75572
66152|98562
66154|56016
33424|28998
66156|106944
66163|107155
66169|32469
27134|32239
66170|98547
66172|29039
66174|80364
66174|196761
66176|108877
66177|128111
9415|163419
66177|69787
66178|198940
66180|79469
66182|134808
66187|21413
66189|177585
66189|56155
66190|80704
66192|171466
66193|153367
66195|33188
66201|51803
66202|145638
66202|137815
66203|178072
66204|137471
58554|127235
66204|101519
66206|151525
66207|15401
62562|91611
66207|42095
66207|5043
30710|97574
46212|122668
66209|184297
54895|76943
66210|147219
20037|107908
66212|195798
66213|13399
66216|141207
66218|67997
66222|164820
66222|142604
66222|80626
66223|72439
23436|175227
51621|50857
66223|117746
66224|19116
66226|93146
66227|176146
66230|23845
66230|38017
66231|17679
66232|15347
66233|104581
66235|45992
56676|127657
66236|131716
61409|108487
66237|102924
33676|174893
66239|11277
66239|88692
14602|152351
66242|88010
66242|129374
66242|184986
66242|48969
66243|78089
29317|38636
66251|111429
66252|173506
12554|117679
43527|25419
66252|36811
66254|147099
66256|95649
66257|120591
3092|87846
66257|7604
66258|112431
66264|111606
18633|167889
66264|132996
66265|68463
66266|183652
35265|83831
66266|172792
66266|40385
66275|115039
66275|175537
66276|85075
66276|6249
66277|90189
66278|158717
10340|189571
66279|12612
66281|169381
66283|147181
678|196828
66284|133836
66284|57787
66289|104238
41009|9619
41992|146651
66290|82408
66290|32073
66290|151137
66291|8893
66291|142606
66295|153923
66302|120559
66303|95354
66307|91070
66308|175312
66308|6687
2977|189136
66311|162473
18378|62858
66312|34700
66314|16298
2319|41691
66316|72562
66316|142701
66320|195375
66320|8023
66323|82471
65458|78051
66323|168164
66325|20166
66329|45244
66332|174538
66333|56542
66333|66421
31861|84421
66334|47793
66337|155854
66337|14573
66340|97019
60847|40296
66341|107696
66344|22537
66347|148765
66347|33605
66351|51605
51722|178975
66352|128562
66352|88967
66352|128829
66355|68567
42962|144637
66356|127807
8309|81671
66360|122634
66361|85076
66365|157734
66373|189967
66375|101518
66375|75190
39548|141864
66376|20948
66380|111276
66384|80184
66385|31286
66388|156405
8676|49624
66391|157040
66396|95957
66397|187953
66401|37893
66403|157611
66404|194273
4471|78740
66405|73089
66405|140535
59551|88754
66406|114764
18445|116371
36396|61905
66413|123221
66418|149134
66420|71020
10588|4580
66426|21601
59409|175145
66427|124577
66429|47891
66430|180181
66432|109761
66432|79526
38196|190715
66434|121604
29182|56674
47701|142274
66439|66942
66457|130077
66458|182956
66462|186446
66466|100928
66471|65162
36760|185239
66472|78668
66473|29216
66475|182292
66476|155489
66477|162549
66478|139189
23730|36336
66480|50708
66481|67983
1377|47767
66481|153424
3098|59727
66481|131628
34457|132300
66482|61257
66484|74603
66486|28974
66486|14079
66488|125135
66501|104990
66505|159600
66516|45425
42044|128049
66519|84641
66519|154855
66521|100992
66521|157519
66523|56651
66525|26510
9322|49156
66527|170617
66528|44824
9355|32191
66528|12294
3484|135322
66536|68444
66537|100628
66540|143571
66543|154944
66543|22313
66544|66003
66544|123655
66548|36775
66549|97226
66549|49725
53151|190241
66549|169683
66553|100717
66553|195176
66554|80795
66557|32243
66559|172678
66562|41836
66563|118655
66567|18033
62305|5433
66569|53932
66573|153373
43729|75684
66573|48037
11525|172122
33600|119409
66575|162637
66581|147204
51855|191198
66583|137241
66584|151520
66585|158621
66585|190744
66586|190905
66587|53806
66589|154664
61105|42571
66591|21122
66591|147918
21304|89903
66592|16992
66593|109267
4568|156232
39070|130820
66593|176057
66596|108781
66598|187906
66599|125350
15387|180707
66600|152457
66601|134997
66602|119226
47436|41601
66603|119091
66611|130638
66614|67950
38276|100239
66614|42920
66615|149904
66617|196070
3036|64766
66618|193311
66621|121285
66623|163686
66625|173453
63024|173017
66626|139159
66630|93267
17271|72848
66008|149185
66633|155868
66633|157374
65089|51951
66633|52435
47185|22802
66634|193357
31652|194726
66634|130158
66637|90538
44363|92635
66641|158571
66643|184390
66644|173642
55493|182099
66648|104925
66648|99003
66649|64043
66656|136738
66656|35009
45367|156551
66658|185560
66660|139863
66661|109162
66662|114219
66663|35051
66664|71418
66666|152291
66669|141870
66670|116714
32664|12879
66671|65750
66674|115841
66676|6424
41014|159228
66679|50910
66679|12981
30623|92630
66680|166466
66681|89281
66681|60571
66683|94834
66684|134982
66685|40905
66688|79097
66692|49616
13567|746
66693|86323
66693|141805
66700|200300
66702|81385
66704|69533
66704|127118
46873|14414
66707|39261
24226|147
39859|64530
48265|8444
66709|146855
5859|177786
66709|4196
25645|145659
66711|132631
66711|130060
66714|17599
66716|191207
66720|63773
66727|167517
66727|77960
65210|23765
66727|168383
66729|127069
39427|73964
51859|131780
66736|97606
66738|47954
66740|200270
66741|115883
66742|69670
66747|177083
3170|99255
66747|53609
21194|119077
66747|177248
66758|20304
42476|154743
66758|80415
66761|109623
66769|84613
20328|128618
66771|101902
66772|94247
66773|82244
66774|113345
66774|127193
66775|191476
53658|27110
66779|53029
32501|117828
66779|193949
22600|53930
66780|151554
66782|112973
27888|50193
63677|114031
66785|4479
25543|32491
66785|54954
66785|167268
57004|8258
66787|165452
66787|35070
35889|44370
66790|183722
66793|184019
36344|25762
66795|54389
66796|20244
66797|13935
66799|27630
66801|101010
66801|33115
66806|17803
47719|140306
66806|23323
21711|12087
66810|56145
54828|151119
66810|49888
66810|153719
3122|19590
66810|29656
66053|179424
66811|132353
66812|84182
66812|109260
66814|29570
66814|78270
66815|179455
52684|10631
66816|206
66818|77167
66822|135301
57856|7295
66822|28714
49313|152770
66822|169153
45241|97610
52976|181161
66822|149250
66825|45267
66826|117672
62348|150167
66826|51704
66827|60919
28433|56683
66828|8820
66828|193753
39455|150822
66828|188062
66828|9865
66829|79646
66829|162935
38693|169499
66829|10859
9397|76528
66831|33849
59936|194260
66836|193745
39205|28768
66839|158750
52466|63137
54416|62328
66839|70468
57166|60486
66841|41125
66842|58223
2777|121801
66843|164304
66844|80794
66845|188660
66845|93467
66846|162607
66848|12200
66848|35902
54263|49986
66850|186674
66850|174473
35803|144491
41987|176777
52780|54600
66851|117801
66853|66882
66854|61543
66854|142108
66856|55280
66856|59763
66857|64302
66392|27925
66857|183453
66864|91805
66865|192833
66870|28915
66871|111013
66871|5764
66872|9407
66872|111681
29264|61142
66876|80442
42593|41730
66877|153582
66879|125323
66879|92864
66883|110981
59696|171296
66883|39073
66883|135656
66886|115706
66888|164851
37976|80537
66892|176931
66900|4253
66901|184066
66902|163845
66904|130996
66905|53794
66908|75853
66908|166481
61522|139
66908|106797
66910|87878
8468|28585
62235|21212
66911|71107
66915|64299
66917|36807
66918|62082
66921|114934
66921|2050
44918|161513
66922|63447
66924|160643
66925|40609
66926|168133
66597|2220
66933|121541
66936|141784
12996|127148
66937|2342
66941|111378
28782|195108
66943|167290
66946|53922
66946|130701
57495|99812
66947|51461
66947|30047
66952|166359
66953|61256
61780|38232
66954|110030
66955|199565
64362|105056
66957|137278
66958|66572
66958|174372
66960|67200
66964|178203
66977|87499
30719|67048
66982|166083
66983|154301
15547|41345
66989|75783
66992|145092
15115|185238
29742|180268
66997|163048
66999|87290
67002|187142
4555|115654
5734|159607
67004|51088
67005|149003
67006|103473
33965|148520
67009|62993
67009|107581
67016|151819
67017|129905
67019|6159
67027|22616
67028|24763
67028|198109
67034|172707
67036|72356
67038|138021
67044|122387
36236|108868
52142|113219
67048|101696
67051|125132
61678|23244
67054|169170
11529|128430
65820|192941
67055|166088
67057|193523
35819|93784
67058|26836
67059|187613
35454|93652
67060|122934
67061|25177
67062|89249
67063|102254
67066|153185
67068|151612
67069|74493
67070|40421
67071|171063
67072|6463
67074|148991
67076|186327
67077|60954
67081|198284
67082|163874
67086|122399
67092|53314
67092|47417
67094|142038
47643|121645
67096|62845
67099|41347
54027|162952
67104|43838
67104|192921
29507|48681
67105|30282
67107|66528
67108|173627
67116|73164
67118|189817
57453|145752
67120|70579
67121|106514
20862|144322
60001|95175
67122|131734
47183|154511
67126|40942
67127|196975
67128|196396
67132|19697
57069|151787
58265|86529
67134|177416
67134|54002
67139|118125
67146|11249
19039|159524
67148|133838
67148|84150
67152|131421
67157|167728
67158|4772
67158|112436
45586|66151
67158|22377
67158|9363
67160|140711
67167|33789
67168|193362
67168|34828
67171|177113
67172|166457
67179|42235
65481|192893
67188|64169
67188|100367
18616|114678
67189|11367
67189|128808
67189|900
67192|139205
67192|12856
67193|104270
67194|51864
34881|107936
39733|127739
67196|144683
67199|112233
67201|185854
67203|192874
67205|158306
26625|119392
67205|81253
67205|15968
67209|3759
67209|10860
67210|124161
67210|62876
2670|191640
5667|68624
19884|119976
67212|4450
67215|97016
67215|179830
4729|38837
67216|125328
67218|6783
67219|152559
67223|98776
67224|194777
33851|105218
67228|37133
67236|131708
67236|103082
67240|46358
25116|57626
67241|95846
4839|102786
67242|111338
10988|196091
67242|160961
6986|139181
59738|31534
67243|121927
21361|81748
67244|199695
67250|81389
67251|2926
55635|177070
67252|64811
67252|80311
42193|23681
67254|150074
67256|59284
67257|52089
67258|9547
67260|195721
67262|127790
67262|103288
67269|107656
37251|149619
67274|40629
67280|62088
2611|50620
12935|148653
67282|135939
61768|144650
67283|47259
48660|196920
67284|96527
67286|50035
67289|43113
67296|128108
53360|35572
67298|108252
21898|15096
67301|93810
67301|147698
67302|33170
67305|119555
67309|134439
67311|98052
28506|66594
33939|170605
67315|62634
67316|51899
67329|148247
67329|72487
67331|191127
67333|50249
67334|164592
67342|41304
67344|195489
67344|38937
67345|134609
67358|28848
67358|53572
67358|142880
26322|172135
67359|35825
4844|51280
67359|61004
67360|114781
52254|41338
67363|118560
67366|90136
65822|42141
67366|195136
67366|195100
67367|97297
67368|94832
30696|193922
67369|110386
67374|166530
67375|131521
67376|4369
67376|62483
67377|58957
16941|167124
67377|30663
67377|87713
67380|131516
67381|51880
67384|104995
67390|75880
67392|166020
67392|144323
67393|107079
67393|50797
67393|10005
67394|172521
67397|168968
67397|170309
67399|59868
67402|153181
52152|71222
67405|83701
67406|192048
67414|105455
67417|55417
67418|80918
67422|101658
67422|80430
67425|141276
67425|14365
49554|107706
67434|142400
67437|196969
67437|90004
27951|57112
67442|34396
46773|192130
67444|190542
67446|27338
67446|96243
67446|156760
67450|98198
49943|29842
67454|22081
49443|140561
67454|133958
67455|146367
67456|40649
67460|48992
67461|40398
38812|187392
67461|184493
39278|37313
67463|82008
67466|162765
67467|172776
67468|130117
67470|138520
17419|111498
67470|199829
3265|61484
67471|179376
67471|29860
41384|135495
67471|103342
67474|194716
67476|156031
67483|113224
64756|10601
67484|93317
35529|31636
67485|28863
55523|29051
67485|109232
67485|122083
17974|2252
67485|8996
67487|154683
53404|128830
62932|39296
67488|39677
67488|120362
67495|56175
67495|50128
67496|12689
63267|168880
67497|13740
16861|138191
67505|178486
67505|67638
67507|94007
67509|44610
67509|29536
67511|118171
67511|154991
67513|173836
57739|41167
67514|164452
57917|151910
67515|22715
67516|105623
67516|57908
67517|169179
39808|184059
67518|92482
67521|60728
42701|144050
67524|137320
50049|28483
67524|88859
67527|121932
2635|114320
67529|176253
67533|7631
37639|36864
67533|86143
67539|99402
67547|182089
67550|52937
67551|150475
67551|136054
67555|155174
33352|25483
67558|1595
67558|22401
18279|122743
67562|27776
67567|179945
67571|163045
67573|135351
67575|136149
67576|170805
67577|113617
67577|166371
11232|87163
67581|199425
34623|36479
51641|83350
67587|14179
67589|53458
67592|102849
10633|4488
67597|107284
67607|175980
67610|75055
15825|71787
43872|130930
67610|99150
41807|24730
67612|92868
40075|71883
64593|5067
67612|186366
48628|66894
67612|86415
67613|192538
67614|53773
67614|39257
67615|147796
67616|33494
67617|81765
67619|175409
67622|99622
67629|84271
67631|176591
67633|113862
67634|107736
67634|191553
67634|63820
23687|199857
67637|4682
67638|167657
28325|74005
67640|34545
60804|193711
67643|71661
67643|4115
67645|84466
67647|145285
67656|116879
67661|78008
67663|59601
67663|109419
67665|64200
67668|87556
67672|12335
14491|110606
67674|34790
47828|26569
67680|92808
67682|22096
67683|50011
67684|131664
67685|70061
53547|29619
67685|92371
67686|24767
67690|130203
67690|158195
67693|48795
67694|135710
67697|52472
67697|162503
66200|198053
67700|126019
67700|193947
67701|190801
67701|163353
5851|113095
67702|28766
67705|168309
67705|75671
46917|81096
67705|170086
28679|125149
67708|121498
45974|35242
67708|41215
67709|75868
67712|119697
67714|51289
18113|57886
38112|173901
67716|68364
67718|86426
67719|113729
67726|149047
67728|71904
9522|80511
67728|91112
28842|38983
67728|67975
67729|56242
67734|47627
67734|129269
67736|47177
4467|148645
67736|188627
18953|81326
67736|61844
32236|54058
67740|176582
49557|9861
67741|53536
67742|199696
64718|112680
67743|45076
64679|56190
67746|185412
26354|88024
67748|189825
67749|110331
67752|40925
43900|26037
67753|99788
67753|24200
67755|81569
67758|71209
19249|90783
67758|101331
67758|172967
67760|73341
28190|121848
67761|68602
36028|14100
67762|50479
67765|57878
67767|4599
56644|180778
67769|92321
66777|98977
67771|50090
63236|8375
67773|163350
67775|29139
27846|41219
67777|125808
67778|187260
67779|114461
31056|140869
67784|145414
67789|30585
67793|93321
67794|33222
67797|31172
67797|29451
67798|118320
35622|122308
46769|23780
67798|182148
57732|20469
67800|125532
67802|36849
67803|153911
67806|134451
67808|107407
61042|65779
67809|20175
67812|103296
67815|141499
67816|49050
67818|33534
40241|114932
55915|61291
67819|21133
67822|55999
67830|89983
67832|152013
67832|15356
1254|157123
67836|178873
23455|29983
67839|157129
67840|131987
67840|10803
67847|10009
67848|194590
67850|113494
67851|76742
46321|196615
67851|42947
67851|132610
14247|33039
67857|99488
67861|38379
67867|140525
1390|151370
67868|140118
22548|161164
67872|97822
67873|156871
40993|102100
67877|115949
67880|98455
67737|27552
67880|151463
67880|97009
67882|121396
42102|5346
67882|77138
67655|177109
67883|71859
31402|178184
67884|145900
38376|26254
67885|67851
9424|180384
67888|87353
67889|112932
67890|187592
926|75728
67890|155605
67893|25597
67896|70307
67902|197855
67903|187604
67906|167201
67906|81063
67910|40934
67911|160886
67916|2289
30493|14304
67917|129626
67918|172999
44986|4569
67919|117136
67919|167929
43570|79203
67920|156940
67920|80384
67921|175184
9348|100339
67928|157736
15821|41016
67928|103963
8130|95891
67930|7366
67931|43331
67931|86108
67936|108234
67939|105731
67940|186716
4529|124634
67942|61055
67943|190987
67944|92807
67945|179205
67945|141015
67946|123793
12326|80606
67950|193280
41586|94979
64971|195664
67951|2037
46179|175375
67952|167483
67953|176982
41258|126865
67953|2750
67955|136176
67958|46492
67964|161325
67965|41375
22140|35529
67965|86177
50798|103356
67967|142093
4661|144482
67967|13492
67970|44644
67971|128890
67973|89496
67974|183814
67974|42245
67980|112533
10216|10058
67982|60241
67983|180036
49130|99045
67984|54194
67988|175685
35060|164110
67992|63060
32782|174044
62654|11704
67992|35586
67993|156630
67994|4489
67995|54398
67995|192088
31926|89886
67997|115730
29077|152657
67998|120115
68000|195028
48950|179412
62918|127003
68001|63390
2949|180652
68002|173074
44816|122511
68004|114961
68005|45365
68009|181145
68010|35662
68012|52654
68022|189575
24832|102192
68024|151264
63170|120368
68029|107954
68030|145854
2734|17627
67255|166785
68031|156178
68032|52177
68033|173399
63108|155661
68034|142896
68037|124365
68037|136810
37393|25963
68037|65277
68038|117627
68040|141272
68043|14173
68044|86672
68044|178765
68048|57185
68049|36608
68049|66129
55289|157720
68052|169563
68057|165426
49896|114286
68066|68974
68066|86953
68068|138129
68068|20345
68068|60999
68070|199560
68070|144268
68070|31523
57904|78421
65903|149023
68071|175276
68073|144868
68076|5508
68077|147910
68079|179798
68080|14384
68080|84983
68081|79517
68083|152492
68084|66334
68088|73499
68093|92351
11485|41320
68095|183070
68095|105725
68096|146635
68097|175883
68099|4095
68102|146125
68104|87891
68106|56769
68108|191783
68115|105189
68115|91469
68117|53673
26041|102874
68117|179199
68118|8360
59252|109145
68119|63323
68122|134327
68126|109810
68127|25595
68128|167359
36854|35193
68130|58605
68130|33448
68131|47064
68132|28840
15525|29876
17477|34980
68139|177472
2652|178471
21783|8625
68142|29797
398|86148
68143|57640
68144|66506
68144|9783
68145|22632
68147|2274
68148|58194
68149|178422
68151|155367
68152|149622
7651|101925
68154|145467
68166|30469
68168|50765
7199|67830
68170|89940
68175|80815
12125|37344
68175|32779
6187|87833
68177|41840
68177|38437
68180|3791
68186|48932
68188|2524
9022|54020
31201|19230
68191|116135
68192|182070
68192|110015
68193|87385
68195|74923
68196|123969
68197|4973
68201|100270
68201|128550
34543|196227
68203|35999
68206|173765
42268|154916
68207|85964
68207|157876
68209|110400
68211|91887
68214|175114
12995|119737
24688|12141
68215|91492
68215|169144
68219|195965
68220|57170
68221|65769
68229|32045
20910|84459
68229|179061
68237|123944
68240|7454
68241|19746
68242|151636
68246|157732
32010|18470
68249|115483
9606|15470
68250|123776
68252|13062
68256|88069
24236|142986
68257|143201
10596|55144
68258|98616
68261|88150
33296|25468
68261|130626
68262|139430
68264|68637
68268|6941
68270|66459
68272|70804
68273|158664
68274|14962
68274|63771
68275|68575
66391|67745
68276|110520
68277|132248
3168|110217
68278|157614
18801|93409
68279|10410
5403|127321
25727|42394
68280|106787
68280|20794
68286|142780
68287|1654
25748|59671
68289|86486
68290|145713
68291|92098
34620|77749
68293|64326
68295|62239
68296|182534
68300|158064
44974|165849
68304|69922
10037|16158
68304|196894
68305|46227
17135|32063
68306|124178
68308|68562
68309|863
68312|67283
68313|91051
68317|91318
47415|20186
68318|133014
59610|76191
68322|106388
68324|26220
68327|46884
