Person|Comment|creationDate
8063|187186|1990-06-10 21:19:06
8229|69274|1966-12-30 19:38:17
8063|130248|1964-05-07 22:27:12
703|169889|1980-10-06 09:49:06
7335|43252|2001-09-01 07:23:02
4224|24674|2007-12-15 12:30:07
7772|80528|1981-03-09 16:28:09
8067|99521|1984-09-22 17:41:49
8067|109003|1969-08-24 15:19:27
4898|132275|2002-08-20 00:26:32
7329|51299|1987-04-13 16:25:46
7507|1905|1960-02-01 14:06:04
2807|111774|1971-12-18 09:15:44
8067|134089|1991-03-30 01:30:13
5488|186072|1960-04-18 06:12:14
6562|89874|1997-03-17 17:15:16
2547|46827|1980-02-21 15:03:33
9178|4920|1963-08-20 07:08:45
8072|55602|1972-11-22 21:12:08
3578|158285|1981-03-21 01:04:55
7439|127962|1961-06-04 07:04:26
3457|107174|1969-03-03 16:00:21
8072|174948|1976-04-26 04:53:03
967|196143|1978-09-28 23:13:33
6273|89897|1964-03-23 06:27:22
4762|6161|1974-02-20 22:19:15
8073|92977|1976-06-21 16:12:12
8075|190681|1971-06-04 11:29:39
8076|42135|1976-04-24 22:32:00
5004|147623|1970-02-08 18:20:58
7055|155130|1970-03-02 04:03:51
8076|64387|1964-12-02 21:10:11
720|58282|1998-09-25 14:24:41
9321|45965|1965-04-08 17:53:25
6924|5839|1970-12-25 03:43:13
6578|181460|1985-09-17 21:44:22
7863|165316|2006-04-06 10:56:49
8079|10650|2005-06-24 00:45:33
8083|57109|1986-10-25 00:14:08
690|21171|1992-03-28 12:12:07
7124|184759|2003-12-01 12:40:41
7472|176329|1960-08-16 13:52:08
8641|92963|1983-09-13 15:08:13
8084|62153|2002-10-22 03:39:32
6738|138075|1978-04-05 02:27:57
8084|171967|1960-08-19 04:01:43
8085|97604|1973-01-19 13:52:21
1437|54828|1975-07-18 12:12:02
1678|134072|1991-04-18 20:45:38
8946|107644|1984-04-25 09:09:37
8085|49968|2005-06-04 09:37:31
348|101366|2005-12-03 11:34:41
3573|192778|1960-06-06 07:56:05
1737|83191|1960-11-23 23:20:55
7599|119681|1989-08-16 20:05:46
498|86150|1996-05-16 02:13:40
7824|169980|1988-05-30 22:08:02
5092|50009|1974-09-09 03:28:22
7343|189443|1985-02-07 09:41:34
3274|67760|1961-08-02 03:50:43
8405|54308|2006-07-18 08:52:04
8085|52987|1992-03-30 18:02:03
8086|111192|1993-07-01 08:30:41
6808|110463|1979-11-28 04:25:41
9246|74778|1984-06-12 14:24:37
4543|32091|1996-08-13 17:11:17
9860|169228|1979-01-03 05:38:48
3515|148243|2001-11-30 22:44:22
7857|181158|1961-01-05 12:23:54
8088|90425|1973-04-05 00:15:06
6582|9861|1991-04-14 15:46:49
8088|89951|1993-01-07 19:21:41
9666|160810|1982-02-07 09:19:38
7730|164805|1990-05-28 01:34:50
1321|156076|1973-06-20 09:38:48
8003|34157|1983-10-19 10:47:52
3305|183789|1996-04-29 12:12:05
1512|72217|1979-11-07 02:18:23
8089|90253|1990-04-01 15:56:21
8042|47586|1965-04-09 11:19:55
8936|57069|1976-05-12 01:33:06
8089|86515|2002-05-23 16:18:04
424|66636|2003-08-25 14:55:07
6983|87194|1975-09-12 23:30:23
4764|79967|1995-05-09 11:52:06
800|158795|1987-07-08 15:33:45
8090|107332|1979-10-07 23:27:16
6367|189007|1990-10-05 20:34:10
4145|13654|1984-10-26 09:18:45
2055|89690|1995-05-13 11:49:24
7310|2548|1994-10-14 23:36:16
8090|7881|1988-08-05 18:38:15
6170|21334|1988-08-17 12:11:26
2734|198299|1968-10-16 14:36:38
7221|152892|2006-12-29 03:16:02
5017|30207|1996-03-02 04:00:01
8091|19441|2002-10-22 01:51:57
8091|29271|1982-09-07 18:31:21
7505|55545|2000-11-19 05:06:59
368|187341|1975-01-25 01:54:54
8092|69723|2005-02-06 09:14:19
6746|162510|1961-10-20 21:13:11
1126|133814|1960-12-30 02:49:32
7500|69273|2001-07-31 03:43:37
4207|81862|1973-01-04 20:25:26
157|15209|1985-06-21 15:09:35
8093|81788|1962-03-13 02:44:21
5519|135098|1961-04-29 13:49:58
8539|106499|1963-07-29 08:26:12
8096|179123|1980-12-08 22:47:55
549|51354|1968-08-26 00:45:50
5462|158029|2006-11-23 10:51:35
7350|153058|2001-02-26 13:14:25
8097|45523|1963-08-25 19:34:14
8103|83863|1961-11-08 12:46:32
6738|89387|1991-09-21 03:53:36
7087|41857|1989-12-22 05:33:07
7995|49057|1998-08-23 23:58:44
3023|19168|2006-05-19 19:14:44
121|80049|1970-07-26 00:22:54
8104|183437|1977-03-06 07:51:11
3644|149876|1978-05-05 16:44:30
1627|175607|1996-07-18 12:43:19
1665|34540|1999-10-12 17:45:44
8105|113108|1977-06-09 08:31:42
6774|46514|1979-01-02 10:15:41
7812|138117|2004-05-07 16:35:29
4943|88289|1973-01-17 18:49:05
8106|92271|1972-10-13 21:27:03
9275|42526|1992-11-14 08:24:25
8108|200502|2001-07-27 09:55:02
6586|126734|1964-11-12 02:49:46
9765|130079|1963-03-23 23:36:04
6727|127910|1987-10-14 05:59:54
5902|8298|1983-03-23 15:32:53
8110|80737|1962-10-05 09:50:10
2113|61960|1978-02-26 20:41:29
8111|116622|2005-08-27 17:19:43
8112|191842|1987-11-23 02:03:50
7821|141545|1965-11-02 17:11:42
8112|42841|1996-08-17 18:09:42
6718|36534|1994-10-10 08:42:37
9348|115641|1960-05-23 10:15:36
8113|68551|1963-08-25 12:17:52
3395|195749|1967-12-21 00:35:20
8113|62035|1990-05-25 08:59:05
8637|128067|1981-12-02 21:11:46
651|182234|1984-07-29 11:39:52
8418|36434|1998-02-11 06:52:26
8116|129083|1989-02-03 07:22:55
8977|74337|1987-12-08 13:05:36
2047|13240|1965-10-24 05:55:31
4013|148659|1990-05-17 02:14:42
8116|59651|1989-12-08 01:47:44
5106|15391|2001-07-26 23:59:43
8118|125908|1990-11-29 02:29:27
8143|43026|1989-05-20 09:26:12
8119|30969|1961-05-16 22:55:01
6043|59402|2005-08-31 15:50:54
4194|132555|1981-01-01 21:32:04
8121|44288|1979-09-07 07:35:03
8122|123723|2006-05-07 09:14:58
8122|54581|1980-06-16 07:47:38
9171|131370|1986-10-04 17:22:16
3836|110539|1995-09-30 09:51:17
6600|68035|1995-11-29 04:02:56
8476|95056|1961-09-30 19:41:18
7058|159563|1983-03-19 17:56:09
3482|158502|1960-01-28 11:52:01
8126|11562|1965-05-25 06:53:35
4025|42612|2007-11-08 19:13:05
7791|42403|1996-12-11 21:47:17
8070|105831|2005-07-17 21:15:42
4361|135133|1965-12-11 07:34:45
6134|189632|1994-10-01 04:16:29
6015|154768|1971-05-17 09:42:13
8128|175417|1970-06-20 01:22:14
5632|163203|1985-02-04 22:25:52
5606|54761|1998-02-06 10:19:16
4200|156343|1992-10-17 00:33:04
8128|42597|1974-12-15 10:28:37
6350|5743|2007-01-30 15:25:51
7062|81642|1966-04-04 13:42:16
8131|28213|1981-07-28 12:03:43
8133|107866|1966-10-24 06:23:12
3798|154163|1994-10-10 07:00:32
3220|11967|1961-10-03 14:43:23
6914|123726|1995-09-26 22:43:19
7405|189026|1975-08-26 21:38:06
3620|81477|1965-02-16 18:17:10
8134|53032|1977-04-12 15:00:01
8134|193209|2007-03-26 14:00:13
7920|20603|1963-08-03 15:33:12
8135|61344|1965-04-17 20:28:12
8136|19161|1978-07-15 22:38:43
7102|59218|1996-03-23 21:29:15
7578|76897|1997-07-02 15:15:50
9818|159734|1978-04-19 18:33:11
7743|125102|1993-08-16 16:45:13
2755|108092|2006-10-15 16:38:47
7070|134894|1985-11-30 17:22:53
8138|187379|1980-01-03 17:52:48
9373|85091|1991-04-22 04:09:07
1604|115491|1996-02-20 01:13:48
7125|64117|1961-09-28 01:19:29
4811|49757|1988-08-05 15:03:35
5349|179229|1973-11-08 02:43:15
8139|194690|2003-09-02 13:51:54
7218|47328|1966-03-09 15:58:55
3402|148232|1994-10-05 00:02:39
8140|173229|1968-03-24 20:59:17
6330|145243|1972-09-28 04:18:13
6285|80592|1960-03-10 14:21:41
7515|170279|2003-12-26 02:27:48
7506|41648|1964-09-04 00:37:36
320|172898|1960-07-14 00:39:50
5617|128232|2006-05-17 14:45:06
3754|26355|1986-02-20 15:14:03
8140|141241|1993-08-25 05:43:09
1016|63297|1998-07-27 23:25:36
1125|115542|1964-05-10 14:19:11
9158|158616|1971-12-01 23:19:10
7039|2092|1975-08-03 19:35:58
7511|1106|1993-03-27 02:30:05
4893|115193|1976-02-26 20:59:30
9160|145354|1966-05-13 16:36:28
5727|152917|1968-03-27 16:15:29
6899|638|2001-04-06 11:07:15
8149|126241|1971-03-16 16:18:32
8807|198765|1969-05-24 20:12:41
9167|183732|1995-08-10 01:58:36
938|11478|1995-08-09 17:32:07
8411|96690|1982-04-24 19:15:53
9167|119674|2002-11-21 10:01:45
7754|50102|2001-07-23 05:49:58
7846|36710|1973-07-29 20:47:31
9482|192858|2000-08-16 21:44:48
2909|7231|1972-06-08 10:17:39
8003|5541|1982-04-17 23:16:06
611|115385|1977-01-08 04:08:43
1887|88079|1973-10-02 19:10:44
3944|182149|2000-05-31 08:10:22
9803|144685|1994-11-06 14:17:09
7720|114484|1982-10-30 16:11:41
5202|57435|2005-12-12 17:34:37
9482|37923|1997-06-23 13:54:43
5196|184504|1974-07-04 01:06:08
4608|27345|1969-09-04 23:15:41
5828|146612|1961-08-13 17:45:07
3237|186443|1998-05-05 23:48:53
9819|120926|1960-11-10 16:29:53
7093|142098|1976-08-15 18:15:46
9175|16740|1993-10-22 04:41:08
6666|181087|1965-01-21 00:07:12
9347|181027|1988-02-07 10:08:43
885|22902|1998-09-12 03:21:47
8560|100494|1977-09-29 08:50:41
3517|162106|1984-08-11 12:01:35
9544|88015|1970-03-14 18:42:55
9613|187036|1981-03-15 16:00:38
908|24301|1992-06-27 10:19:47
5022|185297|1998-12-17 23:01:53
9176|8976|1969-07-04 05:10:49
9645|158124|2006-04-13 06:34:31
5729|197687|1979-09-04 05:49:44
3793|170381|1965-02-12 03:38:04
7999|123823|1976-12-03 11:15:54
8819|76794|1969-12-30 23:55:22
4639|157448|1970-04-07 02:09:16
8795|75785|1984-09-27 22:12:42
7338|44923|1996-01-10 20:59:50
9179|165403|2005-01-05 12:54:28
9955|192938|2008-11-26 06:41:04
9181|64889|2003-04-08 09:52:57
7688|27138|1981-12-16 07:37:02
4462|137833|1995-10-28 13:28:32
9532|144211|1961-09-13 03:17:52
7680|45372|2005-07-29 22:17:18
8731|94153|1997-07-25 12:49:19
9187|130965|1961-03-29 16:45:26
6129|39471|1974-05-20 02:41:49
5496|192265|1991-08-12 12:20:46
4119|80966|1968-10-12 03:48:53
9082|96899|1963-07-14 17:43:26
9721|110361|1975-07-03 16:17:27
56|150342|1981-02-18 13:15:12
7895|93182|1987-03-08 13:36:47
9195|143199|2005-03-13 08:39:27
6946|131108|1987-07-06 23:35:02
4729|119259|1967-12-22 00:00:26
688|141926|1975-07-29 11:40:34
8100|191513|1977-05-27 02:44:48
5124|32129|1964-08-19 03:49:18
4889|136746|2006-05-19 03:10:12
9198|165597|1975-09-03 04:13:10
6116|104882|1969-06-01 10:55:41
6912|60647|1986-06-17 02:02:56
7536|91197|1971-09-01 15:38:47
3389|28259|2007-06-19 05:10:10
9198|134297|1981-03-22 23:38:49
9905|26076|2004-04-23 08:24:17
6584|11398|2002-01-23 18:35:39
6673|73002|1997-12-03 03:37:01
8790|121161|1998-08-13 10:45:26
4741|18203|1993-01-28 02:46:01
8611|29250|1997-06-30 00:49:51
9270|57993|1981-06-06 20:50:19
9792|179496|1985-02-09 07:18:41
5212|72804|2008-04-28 02:08:20
9201|23898|1998-08-23 16:00:54
9555|97631|1992-05-05 04:56:21
952|132873|2008-09-02 08:23:08
9931|82948|1960-06-16 02:25:50
7166|137326|2001-07-31 23:21:05
6158|93216|1972-08-30 12:31:40
6264|56846|1992-09-14 13:26:28
5846|185910|1984-07-16 03:36:28
9562|71250|1965-12-15 05:56:38
3924|132009|1996-08-27 09:18:03
1397|119527|2001-11-18 10:20:49
8459|123017|1988-05-18 00:37:48
2769|19270|2000-01-15 23:46:18
8838|67505|2001-10-29 23:57:45
6068|82052|2000-10-08 03:33:52
4582|85158|1965-11-07 22:53:46
6866|110436|2004-06-25 00:23:03
2584|139093|1984-01-24 09:01:45
8417|146412|1987-05-18 08:49:17
615|40502|1963-12-15 00:21:32
7374|54272|1982-01-29 17:28:47
2807|22675|1960-11-24 00:06:02
6178|105028|1980-08-16 16:00:36
8350|21609|1968-07-06 00:12:09
2678|189840|2004-04-07 05:54:52
6816|135936|2006-12-17 05:21:30
9439|156161|1973-02-14 08:43:35
9210|71877|1979-01-16 20:25:51
9597|10164|2005-05-22 02:23:04
3909|133118|1990-08-25 04:21:10
3869|114166|2003-05-16 11:05:25
9212|98684|1981-10-19 10:13:07
4921|66225|1985-01-17 18:07:13
9396|187727|1995-05-16 09:37:51
9698|91433|1969-07-21 04:07:27
8206|104644|1971-07-12 08:19:52
5795|16458|1960-01-08 17:55:24
9213|81168|1971-03-14 16:55:43
9213|97743|1972-07-13 22:35:34
2373|53859|1962-07-09 02:23:37
4735|155487|2001-08-25 00:14:15
7883|15230|1992-07-26 08:50:30
9793|119863|1983-04-26 05:46:59
6508|29072|1986-05-25 08:54:39
9216|182239|2000-12-07 08:38:56
1307|49509|1973-02-19 15:18:36
9246|133862|2001-06-05 02:14:50
9946|180862|1999-08-10 17:41:25
2568|58661|1993-10-23 00:05:50
9621|197855|2006-06-05 07:11:37
3695|189665|1994-06-02 17:57:24
9217|166268|1979-04-17 17:16:41
5094|68920|1983-04-11 15:07:00
4897|153951|1978-09-21 19:45:10
8541|92080|1986-08-29 02:55:33
9346|19684|2007-12-09 09:24:53
7305|59728|2004-06-15 09:58:31
7919|153777|1983-02-04 00:29:14
235|27874|2004-04-07 17:18:51
4420|28176|1980-11-05 06:59:32
9591|177770|1969-03-23 10:30:27
7488|159503|1992-10-16 21:06:29
5843|23943|1973-11-08 01:25:19
7302|1844|1988-12-09 07:33:36
6028|178857|1989-08-28 17:50:19
3551|102872|1963-12-19 19:02:52
1909|189596|1979-11-12 04:31:46
3186|15564|1965-05-01 09:09:45
9290|75517|1997-02-07 14:05:50
8609|115253|2004-06-25 20:48:27
9221|169655|1999-03-09 16:40:20
6838|116759|1968-11-03 04:01:42
9954|162904|1965-01-26 19:22:29
169|129357|2004-03-04 12:29:16
9349|119197|1968-05-23 12:13:27
4121|84714|1983-07-06 01:56:58
9222|121027|1966-07-14 23:35:59
6777|47873|1963-06-15 17:40:50
9223|199629|1973-01-22 12:37:00
6540|165376|1983-02-19 15:02:27
9935|23774|1968-06-08 20:01:48
1831|46697|1993-05-31 02:12:05
9915|144036|1980-06-24 18:55:05
7162|99444|2005-12-12 00:27:35
8666|187448|1989-03-21 04:24:50
9227|153614|2008-04-20 15:32:57
9228|44273|2003-01-19 01:39:17
7799|96092|1975-11-02 20:18:04
3972|66169|1974-01-14 20:47:17
9228|87044|1974-09-16 00:44:11
4844|140768|1991-12-04 20:48:48
1134|10167|1982-06-23 09:36:09
9082|96550|2007-05-20 12:56:52
6235|18266|2005-03-21 14:38:58
9164|132247|1967-07-18 00:16:26
9261|121434|1963-06-12 01:36:06
5671|125338|1967-02-27 19:59:14
9231|147569|1960-07-13 01:46:54
2182|48611|1972-06-04 11:17:04
5083|111518|1999-03-26 04:20:47
5807|20547|1990-11-29 21:15:06
9472|100319|1977-06-15 10:01:55
6747|55003|1971-12-19 11:24:27
9912|12536|1995-07-31 22:07:59
6910|146162|1989-11-09 00:11:44
7105|179635|1975-04-24 01:10:20
7748|98502|1969-09-23 22:31:15
8663|27908|1990-05-16 04:57:33
9231|193448|1974-05-16 13:13:46
6731|71412|1984-05-22 01:09:55
7595|183915|1979-12-05 16:32:06
8830|140804|1979-11-12 08:15:52
7759|188693|1988-04-26 06:41:05
9234|125856|1997-09-07 03:17:37
1883|165674|1978-08-26 09:47:35
2135|129597|1961-12-14 17:58:57
9325|120753|2008-04-19 11:50:55
6093|149436|2008-06-21 18:49:07
2817|29736|1994-03-30 12:31:46
7935|115566|1995-12-30 17:15:58
9172|179948|1985-06-29 01:07:41
9398|159296|1964-05-29 14:47:37
5098|55829|2005-11-16 10:25:13
8854|960|1991-01-09 08:08:24
9578|56903|1978-02-07 09:21:19
9240|194075|1991-06-03 01:07:08
9507|2102|1991-11-15 09:53:11
6785|137228|1970-11-27 11:47:39
7158|171178|1998-08-27 03:33:42
9242|94151|1991-10-07 05:51:56
7671|125233|1967-06-26 04:56:07
4412|13139|1977-05-07 04:30:42
7421|110510|1975-08-19 14:26:50
9361|78870|1982-04-14 11:28:43
3351|48741|1984-05-05 17:00:38
9242|88035|1980-09-08 12:25:37
7323|54840|2006-09-02 17:18:23
9416|67367|1975-05-18 03:48:59
2269|155170|1992-06-10 09:11:55
8505|146287|1978-11-08 17:57:34
8577|181790|1972-09-30 00:55:51
7102|55012|1977-06-27 23:11:43
8046|84127|2004-02-10 00:37:16
9743|68227|2004-11-26 04:56:10
6812|79907|1960-04-09 19:19:35
9194|130802|1977-04-06 10:29:47
9933|147616|1972-09-16 02:48:47
9745|85172|1963-08-12 11:23:08
6529|145852|1961-09-18 16:17:13
8246|95129|1979-04-09 19:16:08
5030|6334|2001-06-08 21:44:54
7177|63921|1993-11-10 16:54:53
8289|176930|1993-05-12 01:27:57
8230|190850|1983-12-29 15:55:44
5691|132681|1979-02-01 10:16:37
6801|91038|2007-08-21 17:31:46
7721|11900|1976-01-28 12:48:43
9327|39149|1988-11-29 14:31:01
5430|10648|1976-07-08 13:50:51
2979|135128|2003-07-01 22:19:36
9376|170645|1992-01-22 00:20:36
9606|100668|1970-04-10 13:51:15
6302|72660|1970-06-17 01:11:38
6574|147865|1997-05-23 19:00:35
5972|24341|2003-01-21 13:21:42
8567|197958|2003-08-23 10:24:53
9205|133898|1986-03-29 13:59:19
8350|75924|2004-08-18 07:09:35
9264|63104|1966-10-20 14:30:08
9064|62518|2002-04-23 03:44:43
454|179740|1990-09-19 11:43:07
8360|11240|1984-01-24 16:23:02
9265|168274|1974-12-03 19:26:57
4243|191196|1982-04-24 22:07:13
8350|8423|1978-02-17 08:35:48
6888|194337|1967-09-06 20:45:33
6365|85279|1974-02-04 10:17:28
7358|187067|1979-10-22 12:01:35
8592|23012|2008-09-16 08:32:26
8913|133200|1975-12-13 18:09:18
8419|141986|1969-08-28 01:21:12
6197|145277|1963-06-15 09:35:38
9267|10366|1975-06-09 00:25:30
6581|35762|1986-12-20 04:48:31
9269|38207|2003-12-13 06:21:52
6767|42101|1998-03-13 14:10:39
8631|31910|1984-08-13 22:53:33
2185|107131|1966-04-12 20:11:00
7392|143470|1964-02-05 07:12:02
9154|124264|1983-06-20 00:38:32
7535|119450|1982-09-01 16:02:55
1123|67139|1995-12-16 14:16:34
2330|30885|1981-08-22 05:08:06
8144|8459|1996-02-09 21:05:44
6422|11807|1998-10-17 00:04:01
2648|142205|1971-05-16 22:38:30
1828|116840|1985-03-09 04:02:45
9177|79155|1968-02-29 13:09:59
9278|125307|1970-08-23 09:40:03
4520|136106|2000-11-11 02:02:03
497|33514|1969-12-07 13:45:43
9047|54647|2002-06-17 13:01:22
6687|142047|1991-03-05 15:45:30
9279|111511|1988-12-13 15:09:20
9252|76450|1970-09-05 21:33:49
9280|2672|1966-06-29 17:01:25
9059|54627|1962-09-07 22:27:45
8160|166461|2006-04-23 12:24:28
7907|77281|1975-02-14 04:13:04
195|14410|1993-11-06 04:54:53
1043|179223|1965-10-04 10:34:38
6767|179177|1960-12-16 10:42:15
5948|102346|1989-07-06 18:10:18
1767|93830|2007-03-13 02:49:28
4920|129781|1969-02-06 11:24:52
8238|31873|1982-04-29 10:31:44
6360|151814|1976-08-24 18:41:27
7135|42530|1969-11-26 17:03:16
9947|123367|1986-10-27 19:45:32
7428|87141|1991-08-19 06:53:06
881|195154|1991-06-26 09:04:55
9282|121100|1980-12-29 01:40:06
1908|151669|2001-05-16 08:47:38
6271|154363|2008-04-27 08:35:14
6655|113371|2007-12-24 22:48:59
4963|182403|1982-12-12 16:31:24
8923|152489|1970-08-06 09:04:23
3587|74538|1976-06-08 10:26:51
9284|9953|1974-08-11 23:46:18
6602|140029|2006-11-12 19:28:45
5696|20319|1986-05-26 15:13:10
4407|138545|1998-06-13 11:29:12
9285|157971|1983-07-24 06:21:44
5699|89172|2002-09-11 22:20:06
5331|85146|1981-09-22 08:08:18
6826|40048|2005-09-26 14:58:49
8175|24212|2007-05-24 16:02:21
6864|49181|2007-01-05 23:37:28
4674|97446|1973-08-23 10:02:18
7038|162415|1991-01-05 19:16:44
9285|65061|1977-12-26 06:56:50
4479|132990|1969-11-12 01:20:17
2374|50570|2008-09-10 08:29:29
7552|175033|1960-11-12 03:58:02
9245|164171|2008-09-09 12:54:31
4550|157643|2007-07-08 18:41:53
721|70658|1964-07-14 23:53:47
2703|192623|2005-07-13 18:35:22
3858|118663|1988-11-14 12:09:31
8610|106344|1994-04-25 01:23:53
5711|63160|1979-04-04 08:16:23
6498|36430|1965-04-22 17:08:26
8839|173827|1979-02-14 00:14:43
7223|155066|1968-08-09 22:39:52
9595|167379|1988-09-04 09:52:59
7428|141636|1968-03-24 21:08:21
9119|90272|1998-04-11 19:34:38
175|193705|1990-02-03 20:04:11
6817|16337|2008-05-15 04:08:49
8571|183145|1975-10-04 22:52:54
4712|106941|1982-11-27 01:01:58
6511|3239|1981-08-20 18:56:00
5554|65279|1974-11-03 14:29:03
9003|26820|1966-09-17 04:58:40
6701|111419|1979-08-20 00:34:50
8429|186457|1979-09-11 18:45:15
2245|135317|1970-12-13 17:56:11
3391|33090|1990-12-08 05:34:48
7788|3838|1990-11-23 11:32:15
6447|173490|1999-12-25 07:09:15
9208|105529|1982-09-03 07:45:30
9340|126630|1978-08-21 05:36:37
3407|21517|1984-01-03 07:46:01
3329|197825|1971-10-20 20:53:52
7473|134199|1994-09-06 19:39:32
9519|112451|2005-12-06 00:20:37
9208|192506|1982-09-22 07:50:57
9154|16328|1992-04-23 10:26:01
9783|84974|1962-11-12 22:06:09
7851|86520|1994-06-16 08:06:50
3607|101537|2008-01-10 04:41:06
4290|164090|1992-02-10 00:41:29
6433|9926|1995-02-14 19:51:31
9201|164661|1983-07-08 03:19:52
9321|126738|1969-10-10 20:29:16
2869|189198|2007-01-11 02:11:59
1921|76566|1994-08-15 03:43:31
8214|181553|1978-06-19 21:56:51
7383|2859|1967-07-16 16:25:16
2039|115555|1988-10-17 21:14:52
2540|182449|2000-06-20 13:56:41
7202|84007|1981-01-27 17:22:16
674|184274|1998-04-30 15:56:04
7684|3930|1980-07-28 18:47:46
5112|140982|1967-01-18 11:35:03
9564|19930|1975-01-25 02:48:49
7728|44867|2001-02-13 08:25:48
8995|106567|1988-09-02 04:12:29
8321|194610|1981-02-07 11:03:27
2655|82360|1981-12-01 01:37:11
601|159883|1970-03-14 09:37:42
8924|116284|1970-01-01 13:55:14
745|81206|1976-04-19 23:59:03
8031|117253|1976-12-12 11:55:47
5249|42003|1976-01-01 03:26:02
7523|5453|1992-04-30 03:31:14
9301|118810|1971-05-19 20:26:42
6339|103480|2006-07-18 22:10:11
415|79749|1965-10-07 07:27:59
8598|75019|2006-02-20 17:23:30
7073|89532|1973-12-26 13:42:28
9303|198069|1967-04-30 04:05:12
3534|142526|1978-10-09 14:32:14
3499|115|2007-07-23 00:35:00
8019|153639|1989-12-15 05:16:27
9303|116475|1960-10-12 11:37:56
6306|64319|1982-03-14 01:08:03
6338|138803|1961-11-13 12:33:57
5791|111632|1975-07-13 15:26:22
9304|156477|1987-08-13 03:06:19
4058|17237|1972-11-02 15:38:38
9306|194467|2002-11-22 03:23:31
5414|121702|1991-03-28 13:51:03
3527|156636|1997-07-10 11:23:46
2658|170022|1988-08-18 06:19:13
6802|13245|1969-07-08 19:58:30
9018|76565|2000-05-04 11:08:41
7060|7837|1985-06-13 14:41:16
1312|54248|2006-01-18 22:43:59
8142|45959|1965-09-05 06:33:09
3868|134114|1999-08-27 20:23:06
797|124157|1974-08-07 18:05:48
9308|157022|1969-11-14 20:58:59
8137|28954|1967-11-16 08:09:53
9523|118065|1975-04-10 09:49:24
9396|46752|1971-03-05 10:27:20
5250|42011|1975-04-11 09:20:04
8387|193325|2003-03-23 11:02:07
5846|137583|1982-12-29 10:47:00
9311|42059|1971-07-26 23:25:27
6876|20156|1973-07-27 08:39:47
6713|82669|2002-07-31 01:41:45
9313|94067|2006-05-06 13:09:13
9957|199784|1980-01-12 00:21:32
9314|109954|1975-03-19 01:54:11
117|101427|1976-07-07 11:30:08
7611|188351|1962-09-05 07:59:07
3327|194823|1990-11-25 01:09:22
9287|187040|1964-03-22 05:41:35
9316|121030|1981-12-25 11:41:24
7099|56529|2002-04-26 19:34:11
2042|19268|1970-03-08 09:21:36
9316|154991|1988-09-03 13:25:40
7368|87008|2003-04-17 03:31:17
5779|199819|2004-05-21 05:07:39
5296|171690|1963-12-09 13:06:08
283|154929|2006-12-31 17:30:25
407|163319|1973-07-20 16:36:27
9317|147987|2003-07-13 20:45:12
9172|149945|1964-04-15 01:15:50
3482|196378|1998-05-04 14:23:52
4994|56267|1980-08-18 15:31:17
9323|127054|1994-01-09 17:13:34
1889|125123|1961-12-25 08:18:06
7172|145040|1992-01-15 00:18:26
5631|162927|1971-10-16 03:53:12
1023|30473|1985-06-25 02:35:23
9324|198906|1984-12-17 17:46:54
7195|55944|1967-06-04 18:23:02
6804|20946|2001-04-07 16:00:47
6073|54479|1991-01-07 18:04:52
7986|80080|1973-06-08 11:36:26
9188|180388|2003-08-11 17:03:08
9328|84817|2002-10-05 13:55:08
9490|176010|1994-05-19 01:28:35
7009|26767|1994-07-08 21:53:12
3084|66858|1984-07-22 03:58:31
9409|62123|2005-11-29 13:27:23
548|157136|2004-02-19 00:44:06
6619|148642|1987-02-21 21:27:31
4651|132773|1995-04-23 01:22:33
7198|183278|1997-08-27 00:23:55
9213|10704|1969-10-02 14:07:10
9321|42245|1967-08-20 07:59:22
1410|165164|1974-05-06 08:27:03
6965|95090|2001-02-06 01:22:22
8750|54572|2008-04-28 02:26:13
39|81156|1964-12-06 05:52:55
5978|102836|1976-12-12 09:31:49
3326|193755|1986-06-26 19:16:02
5280|121333|2005-07-23 06:37:09
6576|153183|1991-12-29 14:34:47
9333|106033|1982-06-13 13:46:52
7916|20502|1973-12-19 15:05:42
8708|124169|1984-05-05 11:14:09
8271|171242|1993-07-12 14:25:31
3713|190115|1999-09-09 11:53:01
2301|42471|1994-12-26 00:20:04
8209|168287|1988-12-28 23:31:05
7815|116331|1981-11-30 09:34:59
9945|17391|1998-04-01 06:00:30
8090|192979|1967-12-29 07:33:32
2943|195000|2004-08-10 11:05:33
7907|191255|1971-07-28 19:03:19
8139|170424|1994-12-15 22:12:39
6630|143917|1992-02-18 01:11:45
8625|184432|2004-05-30 20:03:46
6917|67039|1969-02-18 20:53:06
8065|116168|1966-04-21 19:50:39
9335|141345|1971-11-10 23:58:51
6540|192690|1984-04-01 03:56:32
8183|81984|1994-03-01 08:20:43
7535|38145|1989-01-13 16:55:54
9268|130423|2004-04-15 06:52:03
8258|84372|1977-08-18 02:38:31
9625|165674|2005-10-26 14:39:22
4465|195766|1995-02-22 15:53:13
3264|148983|1997-04-08 20:39:03
7108|188645|1991-03-17 04:37:44
5647|105278|2007-04-09 20:26:59
1857|151619|1972-05-11 09:26:20
7599|113833|1965-12-25 10:51:16
9341|169585|1999-10-28 19:17:59
7294|13973|1973-08-22 23:04:40
8444|189|1962-10-24 21:53:19
1068|144675|1988-09-30 15:41:44
9865|17190|1994-08-15 16:13:29
7132|10478|1992-10-05 00:40:30
9342|12430|1979-01-01 23:31:38
